ID,Name_lang,SafeLocID,PlayerConditionID,Flags,Field_8_2_0_30080_005,Field_8_2_0_30080_006
119,Clairières de Tirisfal,7406,923,0,2,0
120,Emprunter le portail de l’antre du Guide vers Shattrath,7407,6289,0,1,0
121,Emprunter le portail de la terrasse de la Lumière vers Orgrimmar,7408,923,0,1,0
122,Emprunter le portail de l’antre du Guide vers A’shran,7409,67336,0,1,0
123,"A’shran, Fer-de-Lance",7410,923,2,2,0
124,Emprunter le portail de Bouclier-des-Tempêtes vers la jungle de Tanaan,7411,33077,0,1,0
125,Emprunter le portail du guet du Lion vers A’shran,7412,33077,0,1,0
126,Emprunter le portail de la tour des éléments vers Orgrimmar,7413,923,0,1,0
127,Emprunter le portail de Vol’mar vers A’shran,7414,33174,0,1,0
128,Emprunter le portail de Fer-de-Lance vers la jungle de Tanaan,7415,32338,0,1,0
129,Emprunter le portail de l’antre du Guide vers Azsuna,7416,67394,0,1,0
130,Emprunter le portail du palais Croulant vers Orgrimmar,7417,923,0,1,0
131,Azsuna,7417,923,0,2,0
132,Emprunter le portail de l’antre du Guide vers Zuldazar,7418,67389,0,1,0
133,"Zuldazar, hall des Voies antiques",7419,923,0,2,0
134,Emprunter le portail du hall des Voies antiques vers Lune-d’Argent,7420,923,0,1,0
135,Emprunter le portail du hall des Voies antiques vers Orgrimmar,7421,74271,0,1,0
136,Emprunter le portail du hall des Voies antiques vers les Pitons-du-Tonnerre,7422,923,0,1,0
137,"Pitons-du-Tonnerre, les Bassins de la Vision",7423,923,0,2,0
138,Emprunter le portail du hall des Voies antiques vers Silithus,7424,57388,0,1,0
139,Emprunter le portail du campement de Magni vers Zuldazar,7425,57388,0,1,0
140,Emprunter le portail de l’antre du Guide vers la forêt de Jade,7426,67388,0,1,0
141,Rosée-de-Miel,7427,923,0,2,0
142,Emprunter le portail de Rosée-de-Miel vers Orgrimmar,7427,923,0,1,0
143,Emprunter le portail du sanctuaire des Deux-Lunes vers Orgrimmar,7428,923,0,1,0
144,Emprunter le portail de l’antre du Guide vers la forêt du Chant de cristal,7429,76876,0,1,0
145,Forêt du Chant de cristal,7431,923,0,2,0
146,Emprunter le portail du sanctuaire de Saccage-Soleil vers Orgrimmar,7434,923,0,1,0
147,Emprunter le portail d’Orgrimmar vers Fossoyeuse,7437,923,0,1,0
148,Prendre le zeppelin d’Orgrimmar vers la vallée de Strangleronce,7438,923,0,0,0
149,Prendre le zeppelin du campement Grom’gol vers Orgrimmar,7439,923,0,0,0
150,Prendre le zeppelin d’Orgrimmar vers la toundra Boréenne,7440,923,0,0,0
151,Prendre le zeppelin du bastion Chanteguerre vers Orgrimmar,7441,923,0,0,0
152,Emprunter le portail de l’escalier du Destin vers Orgrimmar,7443,923,0,1,0
153,Emprunter le portail du fief vers A’shran,7444,28959,0,1,0
154,Emprunter le portail du fief vers A’shran,7445,28958,0,1,0
155,Le port de Zuldazar,7446,923,0,2,0
156,Parler au maître des docks pour voyager vers Zuldazar,7447,923,0,1,0
157,Parler au maître des docks pour voyager vers Zuldazar,7448,923,0,1,0
158,Parler au maître des docks pour voyager vers Zuldazar,7449,923,0,1,0
159,Traverser la Porte des ténèbres vers Draenor,7348,70212,0,1,0
160,Porte des ténèbres vers la crête de Givrefeu,7450,923,2,2,0
161,"Porte des ténèbres vers Fer-de-Lance, A’shran",7459,33093,2,2,0
162,Entrée du tram des profondeurs,7339,924,0,2,0
163,Sortir du tram des profondeurs,7318,924,0,2,0
164,"Navire pour le port de Boralus, rade de Tiragarde",7325,924,0,2,0
165,Sortie du bateau de Hurlevent,7326,924,0,2,0
166,Emprunter la sortie vers Hurlevent,7340,924,0,1,0
167,Emprunter la sortie vers Forgefer,7319,924,0,1,0
168,Emprunter le portail de Mezzamere vers Boralus,7484,69813,0,1,0
169,Emprunter le portail du sanctum des Sages vers Nazjatar,7485,70647,0,1,0
170,"Sanctum des Sages, portail vers Nazjatar",7485,70647,0,2,0
171,Portail vers Boralus,7484,69813,0,2,0
172,Emprunter le portail de Mezzamere vers Boralus,7484,69813,1,1,0
173,Emprunter le portail du hall des Voies antiques vers Nazjatar,7488,70647,0,1,0
174,Emprunter le portail du Refuge vers Zuldazar,7489,70274,0,1,0
175,Portail vers Zuldazar,7489,70274,0,2,0
176,Prendre le sous-marin de Zuldazar vers Mécagone,7491,69452,0,1,0
177,Capitaine Kok,7491,69452,0,2,0
178,"Baie des Bonnes Affaires, Mécagone",7492,923,0,2,0
179,Prendre le sous-marin de Mécagone vers Zuldazar,7493,70284,0,1,0
180,Emprunter le portail du sanctuaire de Coursevent vers Orgrimmar,7494,923,0,1,0
181,Prendre la Complainte de la Banshee vers Kul Tiras,7495,5703,1,0,0
182,Prendre la Rédemption du vent vers Zandalar,7496,5703,1,0,0
183,Prendre la Rédemption du vent vers Nazmir,7496,61891,0,1,0
184,Prendre la Rédemption du vent vers Vol’dun,7496,61797,0,1,0
185,Prendre la Rédemption du vent vers Zuldazar,7496,61892,0,1,0
186,Prendre la Complainte de la Banshee vers la rade de Tiragarde,7495,75528,0,1,0
187,Prendre la Complainte de la Banshee vers Drustvar,7495,61897,0,1,0
188,Prendre la Complainte de la Banshee vers la vallée Chantorage,7495,61723,0,1,0
189,Prendre la Complainte de la Banshee vers la rade de Tiragarde,7497,75530,0,2,0
190,Prendre la Complainte de la Banshee vers la vallée Chantorage,7498,61723,0,2,0
191,Prendre la Complainte de la Banshee vers Drustvar,7499,61897,0,2,0
192,Prendre la Rédemption du vent vers Zuldazar,7500,61892,0,2,0
193,Prendre la Rédemption du vent vers Nazmir,7501,61891,0,2,0
194,Prendre la Rédemption du vent vers Vol’dun,7502,61797,0,2,0
195,Emprunter le portail du campement de Magni vers Zuldazar,7425,923,0,2,0
196,Emprunter le portail du sanctum des Sages vers Silithus,7517,57389,0,1,0
197,Emprunter le portail du campement de Magni vers Zuldazar,7518,924,0,2,0
198,Emprunter le portail du campement de Magni vers Tiragarde,7519,57389,0,1,0
199,Sanctum des Sages,7520,924,0,2,0
202,"A’shran, Bouclier-des-Tempêtes",7300,0,0,2,0
203,Emprunter le portail de l’antre du Guide vers les Grottes du temps,7656,923,0,1,0
204,Emprunter le portail des Grottes du temps vers Orgrimmar,7657,923,0,1,0
205,Emprunter le portail du sanctuaire du Sorcier vers les Grottes du temps,7659,924,4,1,10
207,Grottes du Temps,7655,0,0,2,0
208,Emprunter le portail des Grottes du temps vers Hurlevent,7658,924,0,1,0
209,Emprunter le portail de Hurlevent vers Darnassus,7660,924,0,1,0
210,Emprunter le portail de Rut’theran vers Hurlevent,7661,924,0,1,0
211,"Sombrivage, portail vers Darnassus",7662,924,0,2,0
212,Emprunter le portail de l’antre du Guide vers Zuldazar,7676,67389,1,1,0
213,Prendre le portail des clairières de Tirisfal pour Orgrimmar,7894,77256,0,1,0
214,Prendre le portail des clairières de Tirisfal pour la vallée de Strangleronce,7895,77256,0,1,0
215,Prendre le portail des clairières de Tirisfal pour le fjord Hurlant,7896,77256,0,1,0
216,Fjord Hurlant,7897,923,0,2,0
217,Vallée de Strangleronce,7898,923,0,2,0
218,Traverser le portail de l’antre du Guide vers Oribos,8017,79400,0,1,0
219,Traverser le portail du sanctuaire du Sorcier vers Oribos,8018,79400,4,1,10
220,"Sanctuaire du Sorcier, portail vers Oribos",8019,924,0,2,0
221,"Sanctuaire du Sorcier, portail vers Oribos",8020,923,0,2,0
222,Créer un portail vers Hurlevent,0,81254,8,1,0
223,Créer un portail vers Forgefer,0,81255,8,1,0
224,Créer un portail vers Darnassus,0,81256,8,1,0
225,Créer un portail vers l’Exodar,0,81257,8,1,0
226,Créer un portail vers Theramore,0,81258,8,1,0
227,Créer un portail vers Orgrimmar,0,81259,8,1,0
228,Créer un portail vers Fossoyeuse,0,81260,8,1,0
229,Créer un portail vers les Pitons-du-Tonnerre,0,81261,8,1,0
230,Créer un portail vers Lune-d’Argent,0,81262,8,1,0
231,Créer un portail vers Pierrêche,0,81263,8,1,0
232,Créer un portail vers Shattrath,0,81264,8,1,0
233,Créer un portail vers Shattrath,0,81265,8,1,0
234,Créer un portail vers Dalaran - Norfendre,0,81266,8,1,0
235,Créer un portail vers Tol Barad,0,81267,8,1,0
236,Créer un portail vers Tol Barad,0,81268,8,1,0
237,Créer un portail vers Dalaran - ancien,0,81269,8,1,0
238,Créer un portail vers le val de l’Éternel printemps,0,81270,8,1,0
239,Créer un portail vers le val de l’Éternel printemps,0,81271,8,1,0
240,Créer un portail vers Bouclier-des-Tempêtes,0,81272,8,1,0
241,Créer un portail vers Fer-de-Lance,0,81273,8,1,0
242,Créer un portail vers le hall du Gardien,0,81275,8,1,0
243,Créer un portail vers Dalaran - îles Brisées,0,81276,8,1,0
244,Créer un portail vers Boralus,0,81277,8,1,0
245,Créer un portail vers Dazar’alor,0,81278,8,1,0
246,Hurlevent,8207,81254,0,2,0
247,Forgefer,8208,81255,0,2,0
248,Darnassus,8209,81256,0,2,0
249,Exodar,8210,81257,0,2,0
250,Theramore,8211,81258,0,2,0
251,Shattrath,8212,81264,0,2,0
252,Dalaran - Norfendre,8213,81266,0,2,0
253,Tol Barad,8214,81267,0,2,0
254,Dalaran - ancien,8215,81269,0,2,0
255,Val de l’Éternel printemps,8216,81270,0,2,0
256,Bouclier-des-Tempêtes,8217,81272,0,2,0
257,Hall du Gardien,8218,81275,0,2,0
258,Dalaran - îles Brisées,8219,81276,0,2,0
259,Boralus,8220,81277,0,2,0
260,Orgrimmar,8221,81259,0,2,0
261,Fossoyeuse,8222,81260,0,2,0
262,Les Pitons-du-Tonnerre,8223,81261,0,2,0
263,Lune-d’Argent,8224,81262,0,2,0
264,Pierrêche,8225,81263,0,2,0
265,Shattrath,8226,81265,0,2,0
266,Tol Barad,8227,81268,0,2,0
267,Val de l’Éternel printemps,8228,81271,0,2,0
268,Fer-de-Lance,8229,81273,0,2,0
269,Dazar’alor,8230,81278,0,2,0
270,Sauter dans l’Antre depuis l’anneau de transfert,8323,93068,16,1,0
271,Antre,8324,93068,16,2,0
272,Utiliser la pierre d’accès pour gagner Oribos,8342,80945,4,1,0
273,Oribos,8343,0,16,2,0
274,Revendreth,8355,0,16,2,0
275,Maldraxxus,8357,0,16,2,0
276,Pénétrer dans Tourment par le portail d’entrée,8452,87423,0,1,0
277,Quitter Tourment par la porte de sortie,8451,83810,0,1,0
278,Quitter Tourment par la porte de sortie,8454,83810,16,2,0
279,Pénétrer dans Tourment par le portail d’entrée,8455,87423,0,2,0
280,Traverser la Porte des ténèbres vers l’Outreterre,7348,0,0,1,0
281,Emprunter le portail d’Oribos vers Hurlevent,8460,87609,0,1,0
282,Oribos,8461,87609,0,2,0
283,Emprunter le portail de Hurlevent vers Oribos,8460,87609,0,1,0
284,Emprunter le portail d’Oribos vers Orgrimmar,8463,87617,0,1,0
285,Oribos,8464,87617,0,2,0
286,Emprunter le portail d’Orgrimmar vers Oribos,8465,87617,0,1,0
287,Créer un portail vers Oribos,0,88449,8,1,0
288,Oribos - Ombreterre,8475,88449,0,2,0
289,Maldraxxus,8486,0,16,2,0
290,Maldraxxus,8487,0,16,2,0
291,Emprunter le téléporteur du flot d’anima du refuge de Ve’nari à destination de Korthia,8756,0,17,1,0
292,Emprunter le téléporteur du flot d’anima du refuge de Ve’nari à destination de Korthia,8757,0,17,2,0
293,Apporter la Pierre d’accès du Répit du gardien à Oribos,8758,93069,4,1,0
294,Apporter la Pierre d’accès du Répit du gardien à Oribos,8759,0,16,2,0
295,Emprunter le portail vers Korthia depuis l’anneau de transfert,8759,93068,16,1,0
296,Emprunter le portail vers Korthia depuis l’anneau de transfert,8758,93068,16,2,0
297,Emprunter le portail vers Zereth Mortis depuis l’anneau de transfert,9138,94989,4,1,0
298,Emprunter le portail vers Zereth Mortis depuis l’anneau de transfert,9139,0,0,2,0
299,Apporter la pierre d’accès dans la caverne Géométrique à Oribos,9139,0,0,1,0
300,Apporter la pierre d’accès dans la caverne Géométrique à Oribos,9138,0,0,2,0
301,Parler à Tal-Inara à Oribos pour gagner Zereth Mortis,9174,94561,4,1,0
302,Prendre le portail des ruines de Lordaeron pour Orgrimmar,9233,97144,0,1,0
303,Prendre le portail des ruines de Lordaeron pour la vallée de Strangleronce,9234,97144,0,1,0
304,Prendre le portail des ruines de Lordaeron pour le fjord Hurlant,9235,97144,0,1,0
305,Prendre le bateau de Hurlevent vers les rivages de l’Éveil,9501,924,0,1,0
306,Bateau pour les rivages de l’Éveil,9502,924,0,2,0
307,Zeppelin pour les rivages de l’Éveil,9503,923,0,2,0
308,Prendre le zeppelin d’Orgrimmar vers les rivages de l’Éveil,9504,923,0,1,0
309,Emprunter le portail d’Orgrimmar vers Valdrakken,9505,103380,0,1,0
310,Portail vers Valdrakken,9506,103380,0,2,0
311,Portail vers Valdrakken,9507,103379,0,2,0
312,Emprunter le portail de Hurlevent vers Valdrakken,9508,103379,4,1,30
313,Emprunter le portail de Valdrakken vers Hurlevent,9507,103379,0,1,0
314,Portail vers Hurlevent,9508,103379,4,1,30
315,Prendre le bateau des rivages de l’Éveil vers Hurlevent,9502,924,0,1,0
316,Bateau pour Hurlevent,9501,924,0,2,0
317,Sortir du tram des profondeurs,9508,103379,4,1,30
318,Portail vers Orgrimmar,9505,103380,0,2,0
319,Emprunter le portail de Valdrakken vers Orgrimmar,9506,103380,0,1,0
320,Zeppelin pour Orgrimmar,9504,923,0,2,0
321,Prendre le zeppelin des rivages de l’Éveil vers Orgrimmar,9503,923,0,1,0
