Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
Ossuaire des Bannis,Niveau %19812w,,,,,34,90423,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Tentative terminée,|cFFFFFFFFRésultat final : %1921c|r |n|cFF1eff00Savoir de la tour obtenu : %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,37,0,0,5388,17,8,354027,0,0,511,503,0,0,183157,183155,0
Utilisation d’une monture dans l’Antre,Débloquée,,,,,39,0,12015,0,12,3,63994,0,853211,0,0,0,0,183581,0,0
Niveau 1 terminé,,,,,,40,90752,0,5388,16,6,354067,0,0,509,0,0,0,0,0,0
Tentative inachevée,|cFFFFFFFFRésultat final : %1921c|r |n|cFF1eff00Savoir de la tour obtenu : %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,42,34450,0,5388,17,8,356246,0,0,511,521,0,0,0,0,0
Caveaux Impitoyables terminés,|cFF1eff00Savoir de la tour supplémentaire obtenu : %1946c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,43,34450,0,5388,17,6,356432,0,0,0,0,0,0,0,0,0
Tentative terminée,|cFFFFFFFFRésultat final : %1921c|r |n|cFF1eff00Savoir de la tour obtenu : %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nLe savoir de la tour a atteint son maximum,,,,,44,34450,0,5388,17,8,356596,0,0,511,503,0,517,0,0,0
Tentative inachevée,|cFFFFFFFFRésultat final : %1921c|r |n|cFF1eff00Savoir de la tour obtenu : %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nLe savoir de la tour a atteint son maximum,,,,,45,34450,0,5388,17,8,356597,0,0,511,521,0,517,0,0,0
Niveau 2 terminé,,,,,,47,90752,0,5388,16,6,357992,0,0,518,0,0,0,0,0,0
Niveau 3 terminé,,,,,,48,90752,0,5388,16,6,357993,0,0,519,0,0,0,0,0,0
Niveau 4 terminé,,,,,,49,90752,0,5388,16,6,357994,0,0,520,0,0,0,0,0,0
Parfait !,|cFFFFFFFFRésultat final : %1921c|r |n|cFF1eff00Savoir de la tour obtenu : %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,50,0,0,5388,17,8,358449,0,0,511,503,0,0,183157,183155,0
,Champ de bataille débloqué !,,,,,51,117398,12015,0,4,3,0,0,0,0,0,0,0,0,0,0
Perfection,|cFFFFFFFFRésultat final : %1921c|r |n|cFF1eff00Savoir de la tour obtenu : %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nLe savoir de la tour a atteint son maximum,,,,,52,34450,0,5388,17,8,358450,0,0,511,503,0,517,0,0,0
Combattant I,Améliorations d’équipement JcJ débloquées !,,,,,60,0,12015,0,20,7,2,0,2023045,0,0,0,0,0,0,0
Article référentiel débloqué,Console référentielle,,Nouvel article de console référentielle débloqué,,,61,0,10757,0,13,3,0,0,4238930,0,0,0,0,0,0,0
Combattant II,Améliorations d’équipement JcJ débloquées !,,,,,63,0,12015,0,20,7,206,0,2023045,0,0,0,0,0,0,0
Compétiteur I,Améliorations d’équipement JcJ débloquées !,,,,,64,0,12015,0,20,7,3,0,2023047,0,0,0,0,0,0,0
Compétiteur II,Améliorations d’équipement JcJ débloquées !,,,,,65,0,12015,0,20,7,207,0,2023047,0,0,0,0,0,0,0
Rival I,Améliorations d’équipement JcJ débloquées !,,,,,66,0,12015,0,20,7,4,0,2023049,0,0,0,0,0,0,0
Rival II,Améliorations d’équipement JcJ débloquées !,,,,,67,0,12015,0,20,7,208,0,2023049,0,0,0,0,0,0,0
Duelliste,Améliorations d’équipement JcJ débloquées !,,,,,68,0,12015,0,20,7,5,0,2023051,0,0,0,0,0,0,0
Élite,Améliorations d’équipement JcJ débloquées !,,,,,69,0,12015,0,20,7,6,0,2023053,0,0,0,0,0,0,0
Combattant I,Améliorations d’équipement JcJ débloquées !,,,,,70,0,12015,0,20,7,9,0,2023045,0,0,0,0,0,0,0
Combattant II,Améliorations d’équipement JcJ débloquées !,,,,,71,0,12015,0,20,7,209,0,2023045,0,0,0,0,0,0,0
Compétiteur I,Améliorations d’équipement JcJ débloquées !,,,,,72,0,12015,0,20,7,11,0,2023047,0,0,0,0,0,0,0
Compétiteur II,Améliorations d’équipement JcJ débloquées !,,,,,73,0,12015,0,20,7,210,0,2023047,0,0,0,0,0,0,0
Rival I,Améliorations d’équipement JcJ débloquées !,,,,,74,0,12015,0,20,7,12,0,2023049,0,0,0,0,0,0,0
Rival II,Améliorations d’équipement JcJ débloquées !,,,,,75,0,12015,0,20,7,211,0,2023049,0,0,0,0,0,0,0
Duelliste,Améliorations d’équipement JcJ débloquées !,,,,,76,0,12015,0,20,7,13,0,2023051,0,0,0,0,0,0,0
Élite,Améliorations d’équipement JcJ débloquées !,,,,,77,0,12015,0,20,7,14,0,2023053,0,0,0,0,0,0,0
Combattant I,Améliorations d’équipement JcJ débloquées !,,,,,78,0,12015,0,20,7,17,0,2023045,0,0,0,0,0,0,0
Combattant II,Améliorations d’équipement JcJ débloquées !,,,,,79,0,12015,0,20,7,212,0,2023045,0,0,0,0,0,0,0
Compétiteur I,Améliorations d’équipement JcJ débloquées !,,,,,80,0,12015,0,20,7,18,0,2023047,0,0,0,0,0,0,0
Compétiteur II,Améliorations d’équipement JcJ débloquées !,,,,,81,0,12015,0,20,7,213,0,2023047,0,0,0,0,0,0,0
Rival I,Améliorations d’équipement JcJ débloquées !,,,,,82,0,12015,0,20,7,19,0,2023049,0,0,0,0,0,0,0
Rival II,Améliorations d’équipement JcJ débloquées !,,,,,83,0,12015,0,20,7,214,0,2023049,0,0,0,0,0,0,0
Duelliste,Améliorations d’équipement JcJ débloquées !,,,,,84,0,12015,0,20,7,20,0,2023051,0,0,0,0,0,0,0
Élite,Améliorations d’équipement JcJ débloquées !,,,,,85,0,12015,0,20,7,21,0,2023053,0,0,0,0,0,0,0
L’épreuve du Geôlier,Niveau %19812w,|n+Fantasmes|n+Bénédictions du vestige d’âme,,,,87,95418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Manche gagnée,Victoires : %55859yc,,,,,89,104070,0,5116,16,6,392795,0,0,0,0,0,0,0,0,0
Manche perdue,Victoires : %55859yc,,,,,90,104070,0,5116,16,6,392796,0,0,0,0,0,0,0,0,0
Conversion de gardien sans noyau,Compréhension facléique,,,Pocopoc gagne la capacité à convertir les gardiens sans noyau en gardiens résonants.,,101,0,12015,0,18,3,0,0,4239320,0,0,0,0,0,0,0
Améliorations avancées de Pocopoc,Compréhension solcléique débloquée,,,,,102,0,12015,0,18,3,0,0,4239319,577,0,0,0,0,0,0
Manche gagnée,Victoires : %55859yc,,,,,104,104069,0,5117,16,6,392795,0,0,0,0,0,0,0,0,0
Manche perdue,Victoires : %55859yc,,,,,105,104069,0,5117,16,6,392796,0,0,0,0,0,0,0,0,0
L’épreuve du Geôlier,Niveau %19812w,,,,,106,95419,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Course terminée – bronze,|cFFFFFFFFTemps : %2016c.%2017c%2124c%2125c s|r|n|nArgent : %2019c.%2037c00 s|nOr : %2020c.%2038c00 s|n|nRecord personnel : %2040c.%2041c%2131c%2132c s|n|n,,,,,117,0,0,5474,17,6,369996,0,0,0,0,0,0,0,0,0
Course terminée – argent,|cFFFFFFFFTemps : %2016c.%2017c%2124c%2125c s|r|n|nOr : %2020c.%2038c00 s|n|nRecord personnel : %2040c.%2041c%2131c%2132c s|n|n,,,,,121,0,0,5474,17,6,370253,0,0,0,0,0,0,0,0,0
Course terminée – or,|cFFFFFFFFTemps : %2016c.%2017c%2124c%2125c s|r|n|nOr : %2020c.%2038c00 s|n|nRecord personnel : %2040c.%2041c%2131c%2132c s|n|n,,,,,122,0,0,5474,17,6,370254,0,0,0,0,0,0,0,0,0
Course terminée,|cFFFFFFFFTemps : %2016c.%2017c%2124c%2125c s|r|n|nRecord personnel : %2040c.%2041c%2131c%2132c s|n|n,,,,,123,0,0,5474,17,6,370255,0,0,0,0,0,0,0,0,0
Course terminée,|cFFFFFFFFTemps : %2016c.%2017c%2124c%2125c s|r|n|nRecord personnel : %2040c.%2041c%2131c%2132c s|n|n,,,,,125,0,0,5474,17,6,370713,0,0,0,0,0,0,0,0,0
Désintégration,Nouveau sort appris,,,,,127,0,0,5268,12,3,64864,0,4622451,0,0,0,0,0,0,0
Souffle de feu,Nouveau sort appris,,,,,128,104129,0,5268,12,3,64872,0,4622458,0,0,0,0,0,0,0
Envol,Nouveau sort appris,,,,,129,0,0,5268,12,3,64873,0,4622485,0,0,0,0,0,0,0
Souffle profond,Nouveau sort appris,,,,,130,0,0,5268,12,3,65045,0,4622450,0,0,0,0,0,0,0
Spécialisation,Fonctionnalité débloquée !,,Nouvelle fonctionnalité débloquée : |cffFF4E00|Hspecpane:|h[Spécialisations]|h|r,,,135,0,0,5268,12,3,65701,0,4574311,0,0,0,0,0,0,0
Talents,Fonctionnalité débloquée !,,Nouvelle fonctionnalité débloquée : |cffFF4E00|Htalentpane:|h[Talents]|h|r,,,136,0,0,5268,12,3,65101,0,4574311,0,0,0,0,0,0,0
Souffle de feu,Nouveau sort appris,,,,,137,92737,4690,5268,21,3,357208,0,4622458,0,0,0,0,0,0,0
Arbre d’émeraude,Nouveau sort appris,,,,,138,92737,0,5268,21,3,355913,0,4622457,0,0,0,0,0,0,0
Envol,Nouveau sort appris,,,,,139,92737,0,5268,21,3,369536,0,4622485,0,0,0,0,0,0,0
Survoler,Nouveau sort appris,,,,,145,0,0,5268,12,3,66324,0,4622463,0,0,0,0,0,0,0
Talents,Fonctionnalité débloquée !,,Nouvelle fonctionnalité débloquée : |cffFF4E00|Htalentpane:|h[Talents]|h|r,,,146,0,0,5268,12,3,65613,0,4574311,0,0,0,0,0,0,0
,,,Votre Finesse vous aide à obtenir quelque chose en plus :,,,147,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Votre Perception vous aide à trouver quelque chose en plus :,,,148,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Votre première fabrication de cette recette vous a appris quelque chose :,,,152,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Vos nouvelles connaissances se sont amalgamées sous la forme de trempe d’artisanat.,,,154,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Vol à dos de Dragon débloqué,Prenez votre envol à dos de drake des|nîles aux Dragons,,,,,155,0,0,5474,16,6,376027,0,0,0,0,0,0,0,0,0
Nouveau point de talent disponible,Votre puissance a augmenté !,,Nouveau |cff20ff20|Htalentpane:|h[point de talent]|h|r disponible !,,,156,104401,12012,0,15,3,0,0,132222,0,0,0,0,0,0,0
Vents des îles,Nouvelle compétence de vol à dos de Dragon débloquée !,,,,,159,0,12014,5468,16,3,377485,0,4640500,0,0,0,0,0,0,0
Impulsion tournoyante,Nouvelle compétence de vol à dos de Dragon débloquée !,,,,,160,0,12014,5468,16,3,377709,0,4640477,0,0,0,0,0,0,0
Champ temporel de bronze,Nouvelle compétence de vol à dos de Dragon débloquée !,,,,,161,0,12014,5468,16,3,377404,0,134156,0,0,0,0,0,0,0
Sacoche débordante de pièces !,,,Vous trouvez une sacoche débordante de milliers de pièces d’or dans le coffre :,,,162,0,0,0,22,3,0,0,4549223,0,0,0,0,0,0,0
Porte-monnaie draconique !,,,Vous trouvez un porte-monnaie plein de pièces d’or dans le coffre :,,,163,0,0,0,22,3,0,0,1519428,0,0,0,0,0,0,0
,,,Vous avez reçu un objet au NivO plus élevé que la normale :,,,164,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Vous avez reçu un objet au NivO nettement plus élevé que la normale :,,,165,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Coffre renforcé de la caravane !,,,"En récompense de votre aide apportée lors du voyage de la caravane, vous avez reçu l’objet suivant :","Pour vous remercier de vos efforts, les Centaures Aylaags de la caravane vous ont donné un coffre renforcé. Vous pourrez y trouver de l’équipement de valeur, des artefacts et des matériaux d’artisanat.",,166,0,0,0,22,3,0,0,1603185,0,0,0,0,0,0,0
Coffre renforcé du donjon Fléau-des-Dragons !,,,"Pour votre participation à la reprise du donjon Fléau-des-Dragons, vous avez gagné la récompense suivante :","Le chef vous a donné un coffre renforcé récupéré qui peut contenir de l’équipement, de l’or, des fournitures des îles aux Dragons, de la réputation et des objets ornementaux.",,167,0,0,0,22,3,0,0,3753264,0,0,0,0,0,0,0
Butin de la grande chasse !,,,"Pour vos prouesses au cours de la grande chasse, vous recevez la récompense suivante :","Le butin de chasse peut contenir de l’équipement, des trophées de chasse, des fournitures des îles aux Dragons et des objets ornementaux.",,168,0,0,0,22,3,0,0,1519430,0,0,0,0,0,0,0
EMPLACEMENT DE GRANDE CHAMBRE-FORTE DÉBLOQUÉ,,,,,,184,0,0,0,23,9,0,0,0,0,0,0,0,233932,0,0
EMPLACEMENT DE GRANDE CHAMBRE-FORTE AMÉLIORÉ,,,,,,185,0,0,0,24,10,0,0,0,0,0,0,0,239485,0,0
ÉLIMINATION,Votre place : %1986c,,,,,192,0,0,5559,18,2,0,0,0,1112,0,0,0,243383,0,0
VICTOIRE,Votre place : 1,,,,,193,0,0,5560,18,2,0,0,0,1112,0,0,0,243382,0,1
Match terminé,Réessayez !,,,,,194,0,0,5560,18,2,0,0,0,0,0,0,0,243383,0,1
niveau %d,Vous avez atteint le,,,,,198,120872,0,5571,0,2,0,0,0,1110,0,0,0,0,0,0
