ID,Name_lang,SafeLocID,PlayerConditionID,Flags,Field_8_2_0_30080_005,Field_8_2_0_30080_006
62,Nehmt das Portal vom Sanktum der Weisen zur Exodar,7323,62085,0,1,0
63,Nehmt das Portal vom Sanktum der Weisen nach Eisenschmiede,7324,62085,0,1,0
64,Nehmt das Schiff von Sturmwind nach Boralus,7325,924,0,1,0
65,Nehmt das Schiff von Boralus nach Sturmwind,7326,924,0,1,0
66,Nehmt das Schiff von Sturmwind zur Valianzfeste,7327,924,0,0,0
67,Nehmt das Schiff von der Valianzfeste nach Sturmwind,7343,924,0,0,0
68,Nehmt das Schiff von der Baradinbucht nach Theramore ,7328,924,0,0,0
69,Nehmt das Schiff von Theramore nach Menethil ,7329,924,0,0,0
70,Nehmt das Schiff von Menethil in die Dolchbucht ,7330,924,0,0,0
71,Nehmt das Schiff von der Dolchbucht nach Menethil,7331,924,0,0,0
72,Nehmt das Schiff von der Beutebucht nach Ratschet,7332,0,0,0,0
73,Nehmt das Schiff von Ratschet in die Beutebucht,7333,0,0,0,0
74,Nehmt das Schiff von Unu'pe zum Hafen Moa'ki,7334,0,0,0,0
75,Nehmt das Schiff vom Hafen Moa'ki nach Unu'pe,7335,0,0,0,0
76,Nehmt das Schiff vom Hafen Moa'ki nach Kamagua,7336,0,0,0,0
77,Nehmt das Schiff von Kamagua zum Hafen Moa'ki,7337,0,0,0,0
78,Betretet das Magiersanktum,7338,924,1,0,0
79,Betretet die Tiefenbahn,7339,924,0,1,0
80,Ausgang nach Sturmwind,7340,924,0,2,0
81,Hafen von Boralus,7344,924,0,2,0
82,"Sprecht mit dem Dockmeister, um nach Boralus zu reisen",7345,924,0,1,0
83,"Sprecht mit dem Dockmeister, um nach Boralus zu reisen",7346,924,0,1,0
84,Nehmt das Schiff von Vol'dun nach Boralus,7347,924,0,1,0
85,Nehmt das Dunkle Portal nach Draenor,7348,69532,0,1,0
86,"Dunkles Portal zum Sturmschild, Ashran",7349,33093,2,2,0
87,Dunkles Portal ins Schattenmondtal,7350,924,2,2,0
88,Dunkles Portal zum Tanaanvorstoß,7351,87481,0,2,0
89,Dunkles Portal zur Höllenfeuerhalbinsel,7352,0,0,2,0
90,Nehmt das Dunkle Portal in die Verwüsteten Lande,7353,0,0,1,0
91,"Verwüstete Lande, Dunkles Portal",7348,0,0,2,0
92,Nehmt das Dunkle Portal in die Scherbenwelt,7348,69535,0,1,0
93,Nehmt das Portal von der Vindikaar nach Dalaran,7354,0,0,1,0
94,Nehmt das Portal von der Vindikaar nach Dalaran,7355,0,0,1,0
95,Nehmt das Portal von der Vindikaar nach Dalaran,7356,0,0,1,0
96,"Krasus' Landeplatz, Dalaran",7357,0,0,2,0
97,Eingang von Eisenschmiede,7358,924,1,0,0
98,"Wizard's Sanctum, Portal to Shattrath [DNT TEMP]",7294,70119,1,1,0
99,Nehmt das Portal vom Westlichen Erdschrein zum Hyjal,7386,37427,0,1,0
100,Nehmt das Portal von Nordrassil nach Orgrimmar,7387,923,0,1,0
101,Pfadfinderhöhle,7388,923,0,2,0
102,Nehmt das Portal vom Westlichen Erdschrein nach Tiefenheim,7389,37429,0,1,0
103,Tiefenheim,7390,923,0,2,0
104,Nehmt das Portal vom Tempel der Erde nach Orgrimmar,7391,923,0,1,0
105,Nehmt das Portal vom Westlichen Erdschrein ins Schattenhochland,7392,37428,0,1,0
106,Schattenhochland,7393,923,0,2,0
107,Nehmt das Portal vom Hafen des Drachenmals nach Orgrimmar,7394,76948,0,1,0
108,Westlicher Erdschrein,7395,923,0,2,0
109,Nehmt das Portal vom Westlichen Erdschrein nach Uldum,7396,37426,0,1,0
110,Nehmt das Portal vom Westlichen Erdschrein nach Vashj'ir,7397,57341,0,1,0
111,Vashj'ir,7398,923,0,2,0
112,Nehmt das Portal vom Westlichen Erdschrein nach Tol Barad,7399,923,0,1,0
113,Tol Barad,7400,923,0,2,0
114,Nehmt das Portal von Höllschreis Griff nach Orgrimmar,7401,923,0,1,0
115,Nehmt das Portal von der Pfadfinderhöhle nach Silbermond,7402,923,0,1,0
116,Silbermond,7403,923,0,2,0
117,Nehmt das Portal vom Sonnenzornturm nach Orgrimmar,7404,923,0,1,0
118,Reist mithilfe der Translokationskugel im Inneren Sanktum nach Unterstadt,7405,923,0,1,0
119,Tirisfal,7406,923,0,2,0
120,Nehmt das Portal von der Pfadfinderhöhle nach Shattrath,7407,6289,0,1,0
121,Nehmt das Portal von der Terrasse des Lichts nach Orgrimmar,7408,923,0,1,0
122,Nehmt das Portal von der Pfadfinderhöhle nach Ashran,7409,67336,0,1,0
123,"Ashran, Kriegsspeer",7410,923,2,2,0
124,Nehmt das Portal vom Sturmschild in den Tanaandschungel,7411,33077,0,1,0
125,Nehmt das Portal von der Löwenwacht nach Ashran,7412,33077,0,1,0
126,Nehmt das Portal vom Turm der Elemente nach Orgrimmar,7413,923,0,1,0
127,Nehmt das Portal von Vol'mar nach Ashran,7414,33174,0,1,0
128,Nehmt das Portal vom Kriegsspeer in den Tanaandschungel,7415,32338,0,1,0
129,Nehmt das Portal von der Pfadfinderhöhle nach Azsuna,7416,67394,0,1,0
130,Nehmt das Portal vom Zerfallenen Palast nach Orgrimmar,7417,923,0,1,0
131,Azsuna,7417,923,0,2,0
132,Nehmt das Portal von der Pfadfinderhöhle nach Zuldazar,7418,67389,0,1,0
133,"Zuldazar, Halle der Uralten Pfade",7419,923,0,2,0
134,Nehmt das Portal von der Halle der Uralten Pfade nach Silbermond,7420,923,0,1,0
135,Nehmt das Portal von der Halle der Uralten Pfade nach Orgrimmar,7421,74271,0,1,0
136,Nehmt das Portal von der Halle der Uralten Pfade nach Donnerfels,7422,923,0,1,0
137,"Donnerfels, Teiche der Visionen",7423,923,0,2,0
138,Nehmt das Portal von der Halle der Uralten Pfade nach Silithus,7424,57388,0,1,0
139,Nehmt das Portal von Magnis Lager nach Zuldazar,7425,57388,0,1,0
140,Nehmt das Portal von der Pfadfinderhöhle in den Jadewald,7426,67388,0,1,0
141,Honigtau,7427,923,0,2,0
142,Nehmt das Portal von Honigtau nach Orgrimmar,7427,923,0,1,0
143,Nehmt das Portal vom Schrein der Zwei Monde nach Orgrimmar,7428,923,0,1,0
144,Nehmt das Portal von der Pfadfinderhöhle in den Kristallsangwald,7429,76876,0,1,0
145,Kristallsangwald,7431,923,0,2,0
146,Nehmt das Portal von Sonnenhäschers Zuflucht nach Orgrimmar,7434,923,0,1,0
147,Nehmt das Portal von Orgrimmar nach Unterstadt,7437,923,0,1,0
148,Nehmt den Zeppelin von Orgrimmar ins Schlingendorntal,7438,923,0,0,0
149,Nehmt den Zeppelin vom Basislager Grom'gol nach Orgrimmar,7439,923,0,0,0
150,Nehmt den Zeppelin von Orgrimmar in die Boreanische Tundra,7440,923,0,0,0
151,Nehmt den Zeppelin von der Kriegshymnenfeste nach Orgrimmar,7441,923,0,0,0
152,Nehmt das Portal von den Stufen des Schicksals nach Orgrimmar,7443,923,0,1,0
153,Nehmt das Portal von Eurer Garnison nach Ashran,7444,28959,0,1,0
154,Nehmt das Portal von Eurer Garnison nach Ashran,7445,28958,0,1,0
155,Hafen von Zuldazar,7446,923,0,2,0
156,"Sprecht mit dem Dockmeister, um nach Zuldazar zu reisen",7447,923,0,1,0
157,"Sprecht mit dem Dockmeister, um nach Zuldazar zu reisen",7448,923,0,1,0
158,"Sprecht mit dem Dockmeister, um nach Zuldazar zu reisen",7449,923,0,1,0
159,Nehmt das Dunkle Portal nach Draenor,7348,70212,0,1,0
160,Dunkles Portal zum Frostfeuergrat,7450,923,2,2,0
161,"Dunkles Portal zum Kriegsspeer, Ashran",7459,33093,2,2,0
162,Eingang zur Tiefenbahn,7339,924,0,2,0
163,Ausgang der Tiefenbahn,7318,924,0,2,0
164,"Schiff zum Hafen von Boralus, Tiragardesund",7325,924,0,2,0
165,Schiffsausgang nach Sturmwind,7326,924,0,2,0
166,Nehmt den Ausgang nach Sturmwind,7340,924,0,1,0
167,Nehmt den Ausgang nach Eisenschmiede,7319,924,0,1,0
168,Nehmt das Portal von Mezzameer nach Boralus,7484,69813,0,1,0
169,Nehmt das Portal vom Sanktum der Weisen nach Nazjatar,7485,70647,0,1,0
170,"Sanktum der Weisen, Portal nach Nazjatar",7485,70647,0,2,0
171,Portal nach Boralus,7484,69813,0,2,0
172,Nehmt das Portal von Mezzameer nach Boralus,7484,69813,1,1,0
173,Nehmt das Portal von der Halle der Uralten Pfade nach Nazjatar,7488,70647,0,1,0
174,Nehmt das Portal von Neuheim nach Zuldazar,7489,70274,0,1,0
175,Portal nach Zuldazar,7489,70274,0,2,0
176,Nehmt das U-Boot von Zuldazar nach Mechagon,7491,69452,0,1,0
177,Kapitänin Kruus,7491,69452,0,2,0
178,"Bilderbuchbucht, Mechagon",7492,923,0,2,0
179,Nehmt das U-Boot von Mechagon nach Zuldazar,7493,70284,0,1,0
180,Nehmt das Portal von Windläufers Zuflucht nach Orgrimmar,7494,923,0,1,0
181,Nehmt die Klagelied nach Kul Tiras,7495,5703,1,0,0
182,Nehmt die Erlösenden Winde nach Zandalar,7496,5703,1,0,0
183,Nehmt die Erlösenden Winde nach Nazmir,7496,61891,0,1,0
184,Nehmt die Erlösenden Winde nach Vol'dun,7496,61797,0,1,0
185,Nehmt die Erlösenden Winde nach Zuldazar,7496,61892,0,1,0
186,Nehmt die Klagelied in den Tiragardesund,7495,75528,0,1,0
187,Nehmt die Klagelied nach Drustvar,7495,61897,0,1,0
188,Nehmt die Klagelied ins Sturmsangtal,7495,61723,0,1,0
189,Nehmt die Klagelied in den Tiragardesund,7497,75530,0,2,0
190,Nehmt die Klagelied ins Sturmsangtal,7498,61723,0,2,0
191,Nehmt die Klagelied nach Drustvar,7499,61897,0,2,0
192,Nehmt die Erlösenden Winde nach Zuldazar,7500,61892,0,2,0
193,Nehmt die Erlösenden Winde nach Nazmir,7501,61891,0,2,0
194,Nehmt die Erlösenden Winde nach Vol'dun,7502,61797,0,2,0
195,Nehmt das Portal von Magnis Lager nach Zuldazar,7425,923,0,2,0
196,Nehmt das Portal vom Sanktum der Weisen nach Silithus,7517,57389,0,1,0
197,Nehmt das Portal von Magnis Lager nach Zuldazar,7518,924,0,2,0
198,Nehmt das Portal von Magnis Lager nach Tiragarde,7519,57389,0,1,0
199,Sanktum der Weisen,7520,924,0,2,0
202,"Ashran, Sturmschild",7300,0,0,2,0
203,Nehmt das Portal von der Pfadfinderhöhle in die Höhlen der Zeit,7656,923,0,1,0
204,Nehmt das Portal aus den Höhlen der Zeit nach Orgrimmar,7657,923,0,1,0
205,Nehmt das Portal vom Magiersanktum in die Höhlen der Zeit,7659,924,4,1,10
207,Höhlen der Zeit,7655,0,0,2,0
208,Nehmt das Portal aus den Höhlen der Zeit nach Sturmwind,7658,924,0,1,0
209,Nehmt das Portal von Sturmwind nach Darnassus,7660,924,0,1,0
210,Nehmt das Portal von Rut'theran nach Sturmwind,7661,924,0,1,0
211,"Dunkelküste, Portal nach Darnassus",7662,924,0,2,0
212,Nehmt das Portal von der Pfadfinderhöhle nach Zuldazar,7676,67389,1,1,0
213,Nehmt das Portal von Tirisfal nach Orgrimmar,7894,77256,0,1,0
214,Nehmt das Portal von Tirisfal ins Schlingendorntal,7895,77256,0,1,0
215,Nehmt das Portal von Tirisfal zum Heulenden Fjord,7896,77256,0,1,0
216,Heulender Fjord,7897,923,0,2,0
217,Schlingendorntal,7898,923,0,2,0
218,Nehmt das Portal von der Pfadfinderhöhle nach Oribos,8017,79400,0,1,0
219,Nehmt das Portal vom Magiersanktum nach Oribos,8018,79400,4,1,10
220,"Magiersanktum, Portal nach Oribos",8019,924,0,2,0
221,"Magiersanktum, Portal nach Oribos",8020,923,0,2,0
222,Erschafft ein Portal nach Sturmwind,0,81254,8,1,0
223,Erschafft ein Portal nach Eisenschmiede,0,81255,8,1,0
224,Erschafft ein Portal nach Darnassus,0,81256,8,1,0
225,Erschafft ein Portal zur Exodar,0,81257,8,1,0
226,Erschafft ein Portal nach Theramore,0,81258,8,1,0
227,Erschafft ein Portal nach Orgrimmar,0,81259,8,1,0
228,Erschafft ein Portal nach Unterstadt,0,81260,8,1,0
229,Erschafft ein Portal nach Donnerfels,0,81261,8,1,0
230,Erschafft ein Portal nach Silbermond,0,81262,8,1,0
231,Erschafft ein Portal nach Steinard,0,81263,8,1,0
232,Erschafft ein Portal nach Shattrath,0,81264,8,1,0
233,Erschafft ein Portal nach Shattrath,0,81265,8,1,0
234,Erschafft ein Portal nach Dalaran - Nordend,0,81266,8,1,0
235,Erschafft ein Portal nach Tol Barad,0,81267,8,1,0
236,Erschafft ein Portal nach Tol Barad,0,81268,8,1,0
237,Erschafft ein Portal nach Dalaran - Alter Standort,0,81269,8,1,0
238,Erschafft ein Portal zum Tal der Ewigen Blüten,0,81270,8,1,0
239,Erschafft ein Portal zum Tal der Ewigen Blüten,0,81271,8,1,0
240,Erschafft ein Portal zum Sturmschild,0,81272,8,1,0
241,Erschafft ein Portal zum Kriegsspeer,0,81273,8,1,0
242,Erschafft ein Portal zur Halle des Wächters,0,81275,8,1,0
243,Erschafft ein Portal nach Dalaran - Verheerte Inseln,0,81276,8,1,0
244,Erschafft ein Portal nach Boralus,0,81277,8,1,0
245,Erschafft ein Portal nach Dazar'alor,0,81278,8,1,0
246,Sturmwind,8207,81254,0,2,0
247,Eisenschmiede,8208,81255,0,2,0
248,Darnassus,8209,81256,0,2,0
249,Exodar,8210,81257,0,2,0
250,Theramore,8211,81258,0,2,0
251,Shattrath,8212,81264,0,2,0
252,Dalaran - Nordend,8213,81266,0,2,0
253,Tol Barad,8214,81267,0,2,0
254,Dalaran - Alter Standort,8215,81269,0,2,0
255,Tal der Ewigen Blüten,8216,81270,0,2,0
256,Sturmschild,8217,81272,0,2,0
257,Halle des Wächters,8218,81275,0,2,0
258,Dalaran - Verheerte Inseln,8219,81276,0,2,0
259,Boralus,8220,81277,0,2,0
260,Orgrimmar,8221,81259,0,2,0
261,Unterstadt,8222,81260,0,2,0
262,Donnerfels,8223,81261,0,2,0
263,Silbermond,8224,81262,0,2,0
264,Steinard,8225,81263,0,2,0
265,Shattrath,8226,81265,0,2,0
266,Tol Barad,8227,81268,0,2,0
267,Tal der Ewigen Blüten,8228,81271,0,2,0
268,Kriegsspeer,8229,81273,0,2,0
269,Dazar'alor,8230,81278,0,2,0
270,Stürzt Euch vom Ring der Übertragung in den Schlund,8323,93068,16,1,0
271,Schlund,8324,93068,16,2,0
272,Benutzt den Portalstein nach Oribos,8342,80945,4,1,0
273,Oribos,8343,0,16,2,0
274,Revendreth,8355,0,16,2,0
275,Maldraxxus,8357,0,16,2,0
276,Betretet Torghast durch das Eingangsportal,8452,87423,0,1,0
277,Ausgang von Torghast durch den Ausgang,8451,83810,0,1,0
278,Ausgang von Torghast durch den Ausgang,8454,83810,16,2,0
279,Betretet Torghast durch das Eingangsportal,8455,87423,0,2,0
280,Nehmt das Dunkle Portal in die Scherbenwelt,7348,0,0,1,0
281,Nehmt das Portal von Oribos nach Sturmwind,8460,87609,0,1,0
282,Oribos,8461,87609,0,2,0
283,Nehmt das Portal von Sturmwind nach Oribos,8460,87609,0,1,0
284,Nehmt das Portal von Oribos nach Orgrimmar,8463,87617,0,1,0
285,Oribos,8464,87617,0,2,0
286,Nehmt das Portal von Orgrimmar nach Oribos,8465,87617,0,1,0
287,Erschafft ein Portal nach Oribos,0,88449,8,1,0
288,Oribos - Schattenlande,8475,88449,0,2,0
289,Maldraxxus,8486,0,16,2,0
290,Maldraxxus,8487,0,16,2,0
291,Reist mithilfe des Animastromteleporters in Ve'naris Zuflucht nach Korthia.,8756,0,17,1,0
292,Reist mithilfe des Animastromteleporters in Ve'naris Zuflucht nach Korthia.,8757,0,17,2,0
293,Reist mithilfe des Portalsteins in der Zuflucht des Hüters nach Oribos.,8758,93069,4,1,0
294,Reist mithilfe des Portalsteins in der Zuflucht des Hüters nach Oribos.,8759,0,16,2,0
295,Nehmt das Portal vom Ring der Übertragung nach Korthia.,8759,93068,16,1,0
296,Nehmt das Portal vom Ring der Übertragung nach Korthia.,8758,93068,16,2,0
297,Nehmt das Portal nach Zereth Mortis im Ring der Übertragung.,9138,94989,4,1,0
298,Nehmt das Portal nach Zereth Mortis im Ring der Übertragung.,9139,0,0,2,0
299,Reist mithilfe des Portalsteins in die Geometrische Höhle nach Oribos.,9139,0,0,1,0
300,Reist mithilfe des Portalsteins in die Geometrische Höhle nach Oribos.,9138,0,0,2,0
301,"Sprecht mit Tal-Inara innerhalb von Oribos, um nach Zereth Mortis zu reisen.",9174,94561,4,1,0
302,Nehmt das Portal von den Ruinen von Lordaeron nach Orgrimmar,9233,97144,0,1,0
303,Nehmt das Portal von den Ruinen von Lordaeron zum Schlingendorntal,9234,97144,0,1,0
304,Nehmt das Portal von den Ruinen von Lordaeron zum Heulenden Fjord,9235,97144,0,1,0
305,Nehmt das Schiff von Sturmwind zur Küste des Erwachens,9501,924,0,1,0
306,Schiff zur Küste des Erwachens,9502,924,0,2,0
307,Zeppelin zur Küste des Erwachens,9503,923,0,2,0
308,Nehmt den Zeppelin von Orgrimmar zur Küste des Erwachens,9504,923,0,1,0
309,Nehmt das Portal von Orgrimmar nach Valdrakken,9505,103380,0,1,0
310,Portal nach Valdrakken,9506,103380,0,2,0
311,Portal nach Valdrakken,9507,103379,0,2,0
312,Nehmt das Portal von Sturmwind nach Valdrakken,9508,103379,4,1,30
313,Nehmt das Portal von Valdrakken nach Sturmwind,9507,103379,0,1,0
314,Portal nach Sturmwind,9508,103379,4,1,30
315,Nehmt das Schiff von der Küste des Erwachens nach Sturmwind,9502,924,0,1,0
316,Schiff nach Sturmwind,9501,924,0,2,0
317,Verlasst das Magiersanktum,9508,103379,4,1,30
318,Portal nach Orgrimmar,9505,103380,0,2,0
319,Nehmt das Portal von Valdrakken nach Orgrimmar,9506,103380,0,1,0
320,Zeppelin nach Orgrimmar,9504,923,0,2,0
321,Nehmt den Zeppelin von der Küste des Erwachens nach Orgrimmar,9503,923,0,1,0
