TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
Schließt Quests ab: Kun-Lai-Gipfel,Schließt Quests am Kun-Lai-Gipfel ab.,42,216312,91023,50,87592,0,0
Heimat: Erbeutet Glücksbringer,Erbeutet Glücksbringer am Kun-Lai-Gipfel oder in der Nachbarschaft.,43,216314,91022,25,87592,0,0
[DNT] Catch 20 Fish in The Ringing Deeps,[DNT] Catch 20 Fish in The Ringing Deeps,47,211126,91024,10,87592,0,1
[DNT] Collect 20 Lumber in The Ringing Deeps,[DNT] Collect 20 Lumber in The Ringing Deeps,48,211139,91024,10,87592,0,1
[DNT] Complete 5 Delves in The Ringing Deeps,[DNT] Complete 5 Delves in The Ringing Deeps,49,211141,91022,25,87592,0,1
[DNT] Complete 5 World Quests in The Ringing Deeps,[DNT] Complete 5 World Quests in The Ringing Deeps,50,211148,91023,50,87592,0,1
Zündet 10 Laternen in der Nachbarschaft wieder an,Zündet 10 Laternen in der Nachbarschaft wieder an,51,211150,91024,10,87592,0,0
[DNT] Collect 10 Globs of Dropped Wax,[DNT] Collect 10 Globs of Dropped Wax in the Neighborhood,52,211152,91024,10,87592,0,0
[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,53,211154,91024,10,87592,0,1
[DNT] Defeat 20 Gyreworms in Deepholm,[DNT] Defeat 20 Gyreworms in Deepholm,54,211156,91023,50,87592,0,1
[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,55,211161,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Ogres in Deepholm,[DNT] Defeat 20 Twilight Ogres in Deepholm,56,211169,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Cultists in Deepholm,[DNT] Defeat 20 Twilight Cultists in Deepholm,57,211174,91023,50,87592,0,1
[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,58,211187,91023,50,87592,0,1
[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,59,211202,91023,50,87592,0,1
[DNT] Defeat 20 Stone Drakes in Deepholm,[DNT] Defeat 20 Stone Drakes in Deepholm,60,211205,91023,50,87592,0,1
[DNT] Collect 20 Albino Cavefish in Deepholm,[DNT] Collect 20 Albino Cavefish in Deepholm,61,211209,91023,50,87592,0,1
[DNT] Collect 20 Lumber in Deepholm,[DNT] Collect 20 Lumber in Deepholm,62,211211,91024,10,87592,0,1
Schließt Dungeons auf Mythisch+ ab,,63,212060,91023,50,87592,0,1
Tötet Schlachtzugsbosse,,64,212062,91023,50,87592,0,1
Verdient Ehre,,65,212064,91023,50,87592,0,1
Schließt Weltquests ab,,66,214555,91023,50,87592,0,1
Schließt die Kampagne von Midnight ab,Schließt die Kampagne von Midnight ab.,67,212076,91022,25,0,0,0
Saltherils Soiree,"Nehmt an Saltherils Soiree teil und schließt eine ""Die Runensteine verstärken""-Quest im Immersangwald ab.",68,212082,91022,25,0,0,0
Dilettant von Saltherils Soiree,Nehmt an Saltherils Soiree im Immersangwald teil und schließt wöchentliche Gefallen für die Anwesenden ab.,69,212089,91022,25,0,0,0
Hof in Silbermond – Mittelpunkt der Aufmerksamkeit,Wartet dem Hof in Silbermond auf und schließt öffentliche Ziele ab.,70,212091,91022,25,0,0,0
Midnight - Dungeons,Schließt Dungeons von Midnight ab.,71,212208,92099,75,87592,0,0
Sammelt Ressourcen: Midnight,"Sammelt Kräuter, Erz, Häute oder Fisch in den Zonen von Midnight.",73,212222,91022,25,87592,0,0
Tieftaucher,Schließt Abgrundfischenereignisse in Zul'Aman ab.,74,212255,92099,75,0,0,0
Überaus effektiv,Erhaltet Überfluss durch Ereignisse in Zonen von Midnight.,75,212257,91023,50,0,0,0
Reichlicher Überfluss,Erhaltet Überfluss durch Ereignisse in Zonen von Midnight.,76,222818,91022,25,0,75,0
Legenden der Haranir,"Schließt ein Ereignis der ""Legenden der Haranir"" in Harandar ab.",77,212261,91023,50,0,0,0
Tötet Lichtblütenkreaturen,"Tötet Lichtblütenkreaturen, die Azeroth bedrohen, wo immer Ihr sie finden könnt.",78,214538,91022,25,0,0,0
Tötet Lichtblütenkreaturen 2,"Tötet Lichtblütenkreaturen, die Azeroth bedrohen, wo immer Ihr sie finden könnt.",79,214541,91023,50,0,78,0
Tötet Lichtblütenkreaturen 3,"Tötet Lichtblütenkreaturen, die Azeroth bedrohen, wo immer Ihr sie finden könnt.",80,214544,92099,75,0,79,0
Weltquests: Immersangwald,Schließt Weltquests im Immersangwald ab.,81,212066,91023,50,87592,0,0
Tötet seltene Kreaturen: Immersangwald,Tötet seltene Kreaturen oder Elitekreaturen im Immersangwald.,82,214557,91023,50,87592,0,0
Sammelt Sturmarionkerne,Sammelt Sturmarionkerne im Leerensturm.,83,214559,91023,50,0,0,0
Singularitätsanker,Verteidigt den Singularitätsanker im Leerensturm.,84,214561,91023,50,87592,0,0
Latentes Arkana,Sammelt latentes Arkana im Immersangwald.,85,214680,91022,25,87592,0,0
Unterstützt einen Fraktionsgesandten,Unterstützt einen Fraktionsgesandten auf der Verbotenen Insel.,86,214735,91024,10,0,0,0
Tägliche Quests: Verbotene Insel,Schließt tägliche Quests auf der Verbotenen Insel ab.,87,214884,91023,50,0,0,0
Gewölbetüren von Zskera,Öffnet Türen im Gewölbe von Zskera auf der Verbotenen Insel.,88,214992,91022,25,87592,0,0
Tötet seltene Kreaturen: Verbotene Insel,Tötet seltene Kreaturen auf der Verbotenen Insel.,89,215007,91023,50,87592,0,0
Schließt Urstürme am Froststeingewölbe ab,Schließt Urstürme am Froststeingewölbe auf der Verbotenen Insel ab.,90,215020,91023,50,87592,0,0
Sammelt Ressourcen: Verbotene Insel,"Sammelt Kräuter, Erz, Häute oder Fisch auf der Verbotenen Insel.",91,215423,91022,25,87592,0,0
Haustierkampf-Weltquest: Verbotene Insel,Schließt eine Haustierkampf-Weltquest auf der Verbotenen Insel ab.,92,215469,91022,25,87592,0,0
Himmelsreitenrennen: Verbotene Insel,Schließt Himmelsreitenrennen auf der Verbotenen Insel ab.,93,215575,91024,10,87592,0,0
Unterwerft den Kriegshort,"Schließt die Weltquest ""Der Kriegshort"" auf der Verbotenen Insel ab.",94,215577,91023,50,87592,0,0
Berufsspezifische seltene Gegner: Verbotene Insel,"Tötet auf der Verbotenen Insel eine seltene oder Elitekreatur, die durch einen Berufsgegenstand beschworen wurde.",95,215666,91739,150,0,0,0
Findet Schätze der versiegelten Schriftrollen,"Plündert die Schätze, die durch die Verwendung der versiegelten Schriftrollen von der Verbotenen Insel offenbart werden.",96,215668,91022,25,87592,0,0
Tötet Kreaturen: Verbotene Insel,Tötet Kreaturen auf der Verbotenen Insel.,97,215670,91022,25,87592,0,0
Plündert einen verbotenen Schatz,Plündert einen verbotenen Schatz auf der Verbotenen Insel.,98,215672,91022,25,87592,0,0
Sammelt Ressourcen: Kun-Lai-Gipfel,"Sammelt Kräuter, Erz, Häute oder Fisch auf dem Kun-Lai-Gipfel.",100,216319,91023,50,87592,0,0
Sammelt Holz: Kun-Lai-Gipfel,Sammelt Holz am Kun-Lai-Gipfel.,101,216323,91023,50,87592,0,0
Besiegt Bosse: Kun-Lai-Gipfel,Schließt Bosskämpfe in Dungeons und Schlachtzügen am Kun-Lai-Gipfel ab.,102,216327,91022,25,87592,0,0
Heimat: Esst Kafa'kota-Beeren,Esst Kafa'kota-Beeren auf der Kotaspitze oder in Eurer Nachbarschaft.,103,216329,91022,25,87592,0,0
Ehrenhafte Siege: Kun-Lai-Gipfel,Verdient ehrenhafte Siege am Kun-Lai-Gipfel.,104,216334,91023,50,87592,0,0
Sammelt Holz: Verbotene Insel,Sammelt Holz auf der Verbotenen Insel.,105,216352,91023,50,87592,0,0
Schließt Tiefen ab,,106,216354,91023,50,87592,0,1
Heimat: Muntert schläfrige Bewohner auf,Muntert schläfrige Bewohner in der Nachbarschaft auf.,107,216664,91022,25,87592,0,0
Heimat: Tauscht Beeren,Tauscht Kafa'kota-Beeren beim Kafahändler in der Nachbarschaft.,108,216671,91022,25,87592,0,0
Besiegt das Sha des Zorns,Bezwingt das Sha des Zorns am Kun-Lai-Gipfel.,109,216306,91022,25,87592,0,0
Heimat: Schließt wöchentliche Nachbarschaftsquests ab,Schließt wöchentliche Quests in der Nachbarschaft für den Dracthyr auf Besuch ab.,110,216872,91023,50,87592,0,0
Heimat: Zeit zum Dekorieren,Beeindruckt die Besucher in Silbermond durch das Platzieren von Dekorationen in Eurem Haus oder auf Eurem Grundstück.,111,216890,91023,50,0,0,0
Heimat: Zeit zum Dekorieren 2,Beeindruckt die Besucher in Silbermond durch das Platzieren von Dekorationen in Eurem Haus oder auf Eurem Grundstück.,112,216892,91023,50,0,111,0
Heimat: Zeit zum Dekorieren 3,Beeindruckt die Besucher in Silbermond durch das Platzieren von Dekorationen in Eurem Haus oder auf Eurem Grundstück.,113,216894,91023,50,0,112,0
Heimat: Erhaltet Dekoration,Beeindruckt die Besucher in Silbermond durch den Erhalt neuer Dekorationen für Euer Haus oder Grundstück.,114,216898,91023,50,0,0,0
Heimat: Transportiert Glücksbringer,Transportiert Glücksbringer in das Klettertrainingsbasislager in der Nachbarschaft.,115,216957,91022,25,87592,0,0
Heimat: Sammelt Beeren,Sammelt Kafa'kota-Beeren beim Kletterlager in der Nachbarschaft.,116,216959,91024,10,87592,0,0
Heimat: Reitet einen aufgeputschten Bewohner des Gipfels,"Ermüdet einen aufgeputschten Flieger, indem Ihr ihn in der Nachbarschaft reitet.",117,216961,91024,10,87592,0,0
Heimat: Verwundete Künstler,"Heilt verwundete Künstler, die die Nachbarschaft besuchen, mit Hilfe von Magie, Verbänden oder Alchemie.",118,217031,91022,25,87592,0,0
Tötet seltene Kreaturen: Mechagon,Tötet seltene Kreaturen in Mechagon.,120,217061,91023,50,87592,0,0
Tägliche Quests: Mechagon,Schließt tägliche Quests in Mechagon ab.,121,217063,91023,50,87592,0,0
König Mechagon,Besiegt König Mechagon in Operation: Mechagon.,122,217068,91023,50,0,0,0
Fliegende Unterdrückungseinheit JK-8,Besiegt die fliegende Unterdrückungseinheit JK-8 in Operation: Mechagon.,123,217070,91023,50,0,0,0
Vollendeter Konstruktor,Schließt Konstruktionsprojekte in Mechagon ab.,124,217072,91022,25,87592,0,0
Mit dem K1N6 herumbasteln,Stellt mit Pascal-K1N6 in Mechagon Gegenstände für Schrottplatztüfteleien her.,125,217074,91023,50,87592,0,0
Sammelt Holz: Mechagon,Sammelt Holz in Mechagon.,126,217076,91023,50,87592,0,0
Sammelt Ressourcen: Mechagon,"Sammelt Kräuter, Erz, Häute oder Fisch in Mechagon.",127,217078,91022,25,87592,0,0
Rostiger Königsmord,Besiegt den rostigen Prinz in der alternativen Zeitlinie in Mechagon.,128,217082,91023,50,0,0,0
Ein Trinkspruch!,Stoßt an auf den Widerstand im Rostbolzen in Mechagon.,129,217084,91024,10,0,0,0
Tötet Kreaturen: Mechagon,Tötet Kreaturen in Mechagon.,130,217086,91022,25,87592,0,0
Haustierkampf-Weltquest: Mechagon,Schließt eine Haustierkampf-Weltquest in Mechagon ab.,131,217484,91022,25,87592,0,0
Rote sind schneller,Streicht Euer Xiwyllag-Flugfahrboot oder Eure Mechanokatze in Mechagon in einer anderen Farbe.,132,217486,91023,50,0,0,0
Projekt zur Rückgewinnung,Unterstützt die Rekonstruktion und Verteidigung des Rückgewinnungsturms in Mechagon.,133,217489,92099,75,87592,0,0
Zuhause: Seid ein guter Nachbar,Verrichtet hilfreiche und freundliche Taten in Eurer Nachbarschaft.,134,214565,91023,50,87592,0,0
Zuhause: Bringt die verirrten Mechahennen zurück,Findet die falsch kalibrierten Hennen in Eurer Nachbarschaft und bringt sie zurück.,135,217689,92099,75,87592,0,0
Zuhause: Mechagnomtransport,Testet die Mechagnomluftdüsen in Eurer Nachbarschaft.,136,217691,91023,50,87592,0,0
Zuhause: Strandschrott,"Helft Recyclern, Altmetall von den Stränden einzusammeln.",137,218132,92099,75,0,0,0
Sammelt Ressourcen: Scherbenwelt,"Sammelt Kräuter, Erz, Häute oder Fisch in der Scherbenwelt.",138,218431,91022,25,87592,0,0
Besiegt Pathaleon den Kalkulator,Besiegt Pathaleon den Kalkulator im Dungeon der Mechanar.,139,218435,91023,50,0,0,0
Besiegt Warpzweig,Besiegt Warpzweig im Dungeon der Botanika.,140,218437,91023,50,0,0,0
Besiegt Herold Horizontiss,Besiegt Herold Horizontiss im Dungeon der Arkatraz.,141,218439,91023,50,0,0,0
Astraleumauslöschung,Besiegt Mitglieder des Astraleums und ihre Verbündeten in Außenbereichen in der Scherbenwelt.,142,218548,91023,50,87592,0,0
Sammelt Holz: Midnight,Sammelt Holz in den Zonen von Midnight.,143,219644,91023,50,87592,0,0
Sonnenzorn töten,Besiegt Mitglieder des Sonnenzorns im Nethersturm.,144,220010,91023,50,87592,0,0
Lasst sie nicht mit der Fahndung allein,Schließt Gesucht-Quests für das Konsortium in Shattrath ab.,145,220012,91023,50,87592,0,0
Besiegt Nexusprinz Shaffar,Besiegt Nexusprinz Shaffar im Managruftdungeon.,146,220024,91023,50,0,0,0
Bezwingt Yor,Besiegt Yor im Managruftdungeon.,147,220026,91739,150,0,0,0
Wiederholung ist die Mutter des Lernens,Schließt Rufquests für das Konsortium in der Scherbenwelt ab.,148,220115,91022,25,87592,0,0
Klinge der Himmelswache,Schlagt den Angriff auf die Himmelswache am Landeplatz von Bash'ir am Schergrat zurück. Der Angriff beginnt jede zweite Stunde im Außenposten der Himmelswache am Schergrat.,149,220183,91739,150,87592,0,0
Bash'ir bezwigen,Besiegt Bash'ir oder einen seiner Leutnants auf dem Landeplatz von Bash'ir am Schergrat.,150,220206,91022,25,87592,0,0
Sammelt Ressourcen: Zaralekhöhle,"Sammelt Kräuter, Erz, Häute oder Fisch in der Zaralekhöhle.",151,221088,91022,25,87592,0,0
Weltquest: Zaralekhöhle,Schließt Weltquests in der Zaralekhöhle ab.,152,221096,91023,50,87592,0,0
Forscher unter Feuer,"Schleißt das Ereignis ""Forscher unter Feuer"" in der Zaralekhöhle ab.",153,221098,91023,50,87592,0,0
Besiegt Sarkareth,"Besiegt Sarkareth in Aberrus, Schmelztiegel der Schatten.",155,221104,91023,50,0,0,0
Haustierkämpfe im Untergrund,Schließt eine Haustierkampfweltquest mit mindestens einem Elementar in der Zaralekhöhle ab.,156,221164,91024,10,87592,0,0
Der Ruf ist alles,Erlangt Ruf bei den Niffen von Loamm in der Zaralekhöhle.,157,221174,91023,50,87592,0,0
Schnüffelsuchen,"Plündert Truhen, während Ihr mit Myritt die Zaralekhöhle erkundet.",158,221179,91023,50,87592,0,0
Wie Blut aus einem Stein,"Verhandelt mit Ponzo, um eine getauschte Ausgrabungskarte zu erhalten, und verwendet sie in der Zaralekhöhle.",159,221186,91023,50,0,0,0
"Langsam, aber sicher gewinnt man Rennen",Schließt eine tägliche Quest für Briggul in Glimmerogg in der Zaralekhöhle ab.,160,221188,91022,25,87592,0,0
Tötet seltene Kreaturen: Zaralekhöhle,Tötet seltene Kreaturen oder Elitekreaturen in der Zaralekhöhle.,161,221190,91023,50,87592,0,0
Himmelsreiten: Unterirdisch,Schließt Himmelsreitenrennen in der Zaralekhöhle ab.,162,221192,91024,10,87592,0,0
"Miese Münzen, prächtige Preise",Beschafft ausgegrabene duftende Münzen in der Zaralekhöhle.,163,221268,91023,50,87592,0,0
Heimat: Pflanzt Räucherwerk,"Stellt Räucherwerk in der Nachbarschaft auf, um Bienen anzulocken.",164,221576,91024,10,87592,0,0
Heimat: Stellt Räucherwerk her,"Sammelt Rohmaterial aus der Nachbarschaft, um den Niffen beim Herstellen von Räucherwerk zu helfen.",165,221584,91024,10,87592,0,0
Heimat: Helft Schnüffelsuchern,Heilt Schnüffelsucher der Niffen in der Nachbarschaft von ihrem Geruchsverlust.,166,221684,91024,10,87592,0,0
Heimat: Schneckenpost,"Helft dem größter Schleimer der Stadt, Post in der Nachbarschaft auszutragen. Sprecht mit Briggul, um zu beginnen.",167,221800,91023,50,87592,0,0
Heimat: Blumen bestäuben,"Führt Bienen zu Blumen in der Ortsmitte der Nachbarschaft, um sie zu bestäuben.",168,221878,91024,10,87592,0,0
Heimat: Arkane Akrobatik,Betretet ungebundenen Raum in Eurer Nachbarschaft und schafft es bis zum Ende des Parcours des letzten Architektenassistenten. Diese Aufgabe kann einmal pro Tag abgeschlossen werden.,169,221930,92099,75,87592,0,0
"Heimat: Es ist nicht weg, nur ungebunden","Betretet ungebundenen Raum in Eurer Nachbarschaft und helft Euren Nachbarn dabei, verlegte Gegenstände der Anwohner zu finden und zurückzubringen.",170,221932,91022,25,87592,0,0
Heimat: Schreibt ein paar Zeilen,Aktiviert eine ungebundene Leine oder verwendet eine phasenverlorene Abkürzung in Eurer Nachbarschaft.,171,222537,91022,25,0,0,0
Heimat: Mechagonluftdüse mal drei,"Testet die Mechagnomluftdüsen in Eurer Nachbarschaft dreimal hintereinander, ohne den Boden zu berühren.",172,222540,92099,75,0,0,0
Sammelt Holz: Scherbenwelt,Sammelt Holz in der Scherbenwelt.,173,222672,91023,50,87592,0,0
Tieftaucher,Schließt Abgrundfischenereignisse in Zul'Aman ab.,174,212255,91024,10,0,0,0
Tiger Test Niffen,Tiger Test Niffen,190,223750,0,10,0,0,0
