ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
826,Rugido Desnorteador,"Throngus solta um rugido tremendo, reduzindo em $74976s1% a velocidade de ataque e de lançamento de feitiços dos jogadores. Este efeito pode ser removido lançando-se um feitiço ou usando uma habilidade. $[!2,4

No modo Heroico, o Rugido Desnorteador reduz em 150% a velocidade de ataque e de lançamento de feitiços dos jogadores e, a cada vez que um jogador lança um feitiço ou usa uma habilidade, a quantidade reduzida é diminuída em $74976s1%.$]",132,11,823,0,827,2,0,0,0,132352,0,0,-1
827,Chamas Abrasadoras,"As lâminas flamejantes incendeiam o alvo dos ataques corpo-a-corpo de Throngus, causando $90764s1 de dano de Fogo a cada $90764t1 s durante $90764d. O efeito acumula, mas todas as aplicações são removidas com um único feitiço de dissipação.",132,12,823,0,0,2,0,0,0,135822,2,140,14
828,Habilidades com a Maça,,132,13,0,829,0,0,0,0,0,0,1,0,-1
829,Sobrecarregado,"O peso incrivelmente exagerado da maça de Throngus reduz a velocidade de movimento dele em $75007s2%, mas aumenta o dano de ataques corpo-a-corpo dele em $75007s1%.",132,14,828,0,830,2,0,0,0,133490,0,1,-1
830,Batida Empaladora,"Throngus salta sobre um alvo aleatório, empalando-o com sua maça e causando $75056s3 de dano Físico a cada $75056t3 s por $75056d.",132,15,828,0,831,2,0,0,0,133490,0,0,-1
831,Área de Lava,"Conforme Throngus anda com sua poderosa maça, ele deixa áreas de fogo no chão. Estas áreas causam $90754s1 de dano de Fogo a cada segundo a qualquer jogador que fique sobre elas.",132,16,828,0,0,2,0,0,0,135822,2,8,14
2010,Estágio um: Punhos de chama e gelo,,89,1,0,2011,2014,0,0,0,0,0,1,0,-1
2011,Punhos de Chama,"Falagrum embebe os punhos em chamas, fazendo com que cada ataque corpo a corpo dele cause $87874s1 de dano de Fogo.

Adicionalmente, quando Falagrum acerta um ataque corpo a corpo, ele tem chance de causar $87896s1 de dano de Fogo e jogar para o ar os inimigos próximos em um raio de $87896A1 metros.",89,2,2010,0,2012,2,0,0,0,135817,0,0,-1
2012,Punhos de Gelo,"Falagrum embebe os punhos em gelo, fazendo com que cada ataque corpo a corpo dele cause $87899s1 de dano de Gelo.

Adicionalmente, quando Falagrum acerta um ataque corpo a corpo, ele tem chance de causar $87901s1 de dano de Gelo, reduzir em $87901s2% a velocidade de movimento, reduzir a frequência dos ataques corpo a corpo e de longa distância em $87901s3% e aumentar em $87901s3% o tempo de lançamento de feitiços dos inimigos próximos em um raio de $87901A1 metros por $87901d.",89,3,2010,0,2013,2,0,0,0,135785,0,0,-1
2013,Lampejo,"Depois do fim do efeito Punhos de Fogo ou Punhos de Gelo, Falagrum se teleportará para um local próximo a um jogador aleatório.$[!2,4

No modo Heroico, quando Falagrum lança o feitiço Lampejo, ele reinicia a ameaça de todos os jogadores.$]",89,4,2010,0,0,2,0,0,0,135736,0,0,-1
2014,Estágio dois: Poder arcano!,"Com 50% de pontos de vida restantes, Falagrum lampeja para o centro da sala e passa a levitar. Ele então começa a lançar Flor de Fogo e Flor de Gelo aleatoriamente por toda a sala.",89,5,0,2015,0,0,0,0,0,0,1,0,-1
2015,Flor de Fogo,"Falagrum lança uma Flor de Fogo em um local aleatório na sala. Ela cai dois segundos depois. Ao cair, a flor causa $88173s1 de dano de Fogo e joga para o alto os inimigos em um raio de $88173A1 metros.$[!2,4

No modo Heroico, onde quer que o feitiço caia, uma criatura da Flor de Fogo se levanta das chamas e começa a atacar.$]",89,6,2014,2018,2016,2,0,0,0,135817,0,0,-1
2016,Florescer Gélido,"Falagrum lança uma Flor de Gelo em um local aleatório na sala, que cai dois segundos depois. Ao cair, a flor causa $88177s1 de dano de Gelo, reduz em $88177s2% a velocidade de movimento, reduz em $88177s3% a frequência dos ataques corpo a corpo e de longa distância e aumenta em $88177s3% o tempo de lançamento de feitiços de todos os inimigos em um raio de $88177A1 metros por $88177d.$[!2,4

No modo Heroico, sempre que o feitiço cai, uma criatura Flor de Gelo se forma no gelo e começa a atacar.$]",89,8,2014,2019,2017,2,0,0,0,135785,0,0,-1
2017,Muralha de Fogo,"Depois de lançar o Poder Arcano, Falagrum cria uma única parede de fogo que começa a rodar vagarosamente em torno dele. Jogadores que não conseguirem evitar a Muralha de Fogo receberão $91397s1 de dano de Fogo a cada segundo.",89,10,2014,0,0,2,0,0,0,135926,2,8,14
2018,Flor de Fogo,Esse Elemental tem poucos pontos de vida.,89,7,2015,0,0,1,4607,0,0,0,2,8,14
2019,Flor de Gelo,Esse Elemental tem poucos pontos de vida.,89,9,2016,0,0,1,30160,0,0,0,2,8,14
2020,Estágio um: Lançar bombas!,Helix Quebracâmbio salta nas costas do Parvo Desorientado e começa a comandá-lo enquanto joga Bombas Grudentas.,90,1,0,2021,2026,0,0,0,0,0,1,0,-1
2021,Bomba Grudenta,"Helix jogará periodicamente uma Bomba Grudenta no chão perto de um jogador aleatório. Após seis segundos, se a bomba detectar um jogador em um raio de um metro, a bomba explode. Uma Bomba Grudenta também se autodestrói e explode se não for ativada por um jogador depois de mais dezoito segundos. Quando uma Bomba Grudenta explode, ela repele e causa $88321s1 de dano aos inimigos em um raio de $88321A1 metros.",90,2,2020,0,2022,2,0,0,0,136173,0,0,-1
2022,Parvo Esmaga,"O Parvo Desorientado periodicamente segura um jogador e corre para o lado mais distante da entrada da sala. O Parvo, então, corre e bate contra a tora de madeira no lado oposto, repelindo o jogador e causando 100 de dano Físico.$[!2,4

No modo Heroico, o impacto do Parvo Esmaga causa dano Físico igual a $88300s2% dos pontos de vida do alvo. $]",90,3,2020,0,2023,2,0,0,0,132318,0,0,-1
2023,Lançar Helix,"O Parvo Desorientado pega Helix de suas costas e arremessa o goblin no rosto de um jogador aleatório por 10 segundos. Enquanto Helix está preso, ele soca o jogador, causando o dano normal corpo a corpo.",90,4,2020,0,2024,2,0,0,0,370769,0,0,-1
2024,Bomba no Peito,"Quando Helix pula de volta no Parvo Desorientado depois de estar preso a um jogador, ele deixa uma bomba presa ao peito dele. Depois de dez segundos, a bomba explode. A explosão joga o jogador alvo para o alto, causando $88250s1 de dano de Fogo aos aliados próximos em um raio de $88250A1 metros.",90,5,2020,0,2025,2,0,0,0,133712,2,8,14
2025,Bando do Helix,Quatro membros do Bando do Helix aparecem no tronco acima dos jogadores. Cada membro joga periodicamente uma Bomba Grudenta no chão perto de um jogador aleatório.,90,6,2020,0,0,1,36379,0,0,0,2,8,14
2026,Estágio dois: Eu não precisava dele mesmo!,"Depois da morte do Parvo Desorientado, Helix Quebracâmbio é jogado no chão. Helix passa a usar a habilidade Bomba Grudenta com mais frequência.",90,7,0,2027,0,0,0,0,0,0,1,0,-1
2027,Salto,"Helix salta e se prende ao rosto de um jogador aleatório por dez segundos. Depois, ele escolhe um novo jogador e pula para ele. Enquanto Helix está preso, ele soca o jogador, causando dano normal corpo a corpo.",90,8,2026,0,2028,2,0,0,0,370769,0,0,-1
2028,Bomba no Peito,"Quando Helix se desvencilha de um jogador, ele deixa uma bomba presa ao peito dele. Depois de dez segundos, a bomba explode. A explosão joga o jogador alvo bem para o alto, enquanto causa $88250s1 de dano de Fogo aos aliados próximos em um raio de $88250A1 metros.",90,9,2026,0,2029,2,0,0,0,133712,2,8,14
2029,Tripulação do Helix,Quatro membros adicionais da Tripulação do Helix aparecem no tronco acima dos jogadores.,90,10,2026,0,0,1,36380,0,0,0,2,8,14
2031,Golpe do Ceifador,"O Ceifador de Inimigos 5000 não tem um ataque corpo a corpo normal. Em vez disso, o Ceifador de Inimigos 5000 usa o Golpe do Ceifador, um ataque que causa dano Físico a todos os alvos num raio de $88490A1 m à frente em uma área cônica de 60 graus de amplitude.",91,2,0,0,2032,2,0,0,0,236303,0,0,-1
2032,Superaceleração,"O Ceifador de Inimigos 5000 ativa o motor de superaceleração, causando $88484s1 de dano Físico aos inimigos próximos a cada segundo por $88481d. Depois de dois segundos, o Ceifador de Inimigos 5000 também começa a mover-se selvagemente pela sala, com o dobro da velocidade normal.",91,3,0,0,2033,2,0,0,0,132369,0,0,-1
2033,Colher,"O Ceifador de Inimigos 5000 mira em um jogador aleatório e vai até ele. Conforme o Ceifador se move, ele causa $88501s1 de dano Físico repetidamente a todos os inimigos em uma área cônica de $88501A1 metros de raio e 60 graus de amplitude em frente a ele. Ao chegar no alvo, o Ceifador lança Colheita Descontrolada. Este ataque repele e causa $88521s1 de dano Físico a todos os alvos inimigos em um raio de $88521A1 metros.",91,4,0,0,2034,2,0,0,0,132338,0,0,-1
2034,Restrições de Segurança: Off-line,"Quando o Ceifador de Inimigos 5000 é danificado até ficar com menos de 30% dos pontos de vida totais, ele desliga as restrições de segurança internas. Isso aumenta em $88522s1% o dano causado pelo Ceifador de Inimigos pelo resto da luta.",91,5,0,0,2035,2,0,0,0,135829,0,0,-1
2035,Escória Derretida,"A ativação do Ceifador de Inimigos 5000 causa uma Sobrecarga no Fosso de Lava, resultando no aparecimento periódico de Escória Derretida.",91,6,0,2036,2038,1,36419,0,0,0,2,8,14
2036,Fixar,"Uma Escória Derretida periodicamente se fixará em um inimigo aleatório, atacando somente a ele durante $91830d.",91,7,2035,0,2037,2,0,0,0,136088,2,0,14
2037,Escudo Derretido,A Escória Derretida recebe apenas 50% de dano de fontes mágicas e causa $91819s1 de dano de Fogo a todos os alvos próximos em um raio de $91819A1 metros a cada $91815t2 s.,91,8,2035,0,0,2,0,0,0,135818,2,0,14
2038,Protótipo de Ceifador,Somente um Protótipo de Ceifador foi deixado intocado pelos trabalhadores Défias na fuga enlouquecida da Fundição dos Goblins. Um dos jogadores pode entrar no Protótipo de Ceifador e usá-lo para lutar contra o Ceifador de Inimigos 5000. As habilidade do Protótipo de Ceifador são abastecidas por vapor.,91,9,0,2039,0,1,36412,0,0,0,2,8,14
2039,Liga de Obsidiana,O Protótipo de Ceifador é imune a dano de Fogo.,91,10,2038,0,2040,2,0,0,0,132360,2,0,14
2040,Golpe do Ceifador,O Protótipo de Ceifador causa $91723s1 de dano Físico a todos os alvos em uma área cônica de $91723A1 metros de raio e 60 graus de amplitude. O Golpe do Ceifador também concede $91723s2 de vapor ao Protótipo de Ceifador.,91,11,2038,0,2041,2,0,0,0,236303,2,0,14
2041,Investida Ceifadora,"O Protótipo de Ceifador investe contra um alvo inimigo, causando $91726s2 de dano Físico e atordoando o alvo por $91726d. A Investida Ceifadora custa $91726c de energia a vapor.",91,12,2038,0,2042,2,0,0,0,132337,2,0,14
2042,Golpe Pressurizado,"A pressão do vapor é liberada em um ataque poderoso contra um alvo inimigo, causando $91727s2 de dano Físico e repelindo-o. O Golpe Pressurizado custa $91727c de energia a vapor.",91,13,2038,0,0,2,0,0,0,135906,2,0,14
2044,Sede de Sangue,"Sempre que o Almirante Rosnarrasga desfere um golpe corpo a corpo bem-sucedido, ele recebe $88737s1% de velocidade de ataque, $88737s3% de velocidade de movimento e aumenta em $88737s2% o tamanho por $88737d. Este efeito pode acumular até 20 vezes.",92,1,0,0,2045,2,0,0,0,132334,0,0,-1
2045,Patada,"O Almirante Rosnarrasga dá uma patada violenta no alvo principal e atinge dois alvos próximos em distância corpo a corpo, causando $88839s1% do dano normal.",92,2,0,0,2046,2,0,0,0,134296,0,0,-1
2046,O Nevoeiro,"Quando o Almirante Rosnarrasga chega a 75%, 50% e 25% dos pontos de vida, ele foge para o nevoeiro e fica invulnerável por um curto período de tempo.",92,3,0,2047,0,0,0,0,0,0,1,0,-1
2047,Mirar na Jugular,"Quando o Almirante Rosnarrasga sai da névoa, ele pula em um inimigo aleatório, causando $88836s2% do dano normal corpo a corpo e atordoando o alvo por $88836d.$[!2,4

No modo Heroico, o Almirante Rosnarrasga usará Mirar na Jugular durante todo o encontro.$]",92,4,2046,0,2048,2,0,0,0,132337,0,0,-1
2048,Evocar Vapor,"Depois que o nevoeiro cobre o convés, criaturas de vapor periodicamente atacam um jogador próximo. Quando o Almirante Rosnarrasga some no nevoeiro, mais criaturas são criadas.$[!2,4

No modo Heroico, quando o Almirante Rosnarrasga chega a menos de 10% dos pontos de vida, três criaturas de vapor adicionais se formam na névoa.$]",92,5,2046,0,2049,2,0,0,0,135861,0,0,-1
2049,Vapor,Esta criatura ataca a partir da névoa.,92,6,2046,2050,0,1,35786,0,0,0,0,0,-1
2050,Condensação,"Depois que um Vapor é criado, a condensação da umidade na névoa começa a fazê-lo crescer. Se o Vapor não for destruído em 8 segundos, ele se transforma em um Vapor Volteante com mais $92017s2% de pontos de vida e causando mais $92017s3% de dano.

Se o Vapor Volteante não for destruído em mais 8 segundos, ele se transforma em Vapor Condensado, com mais $92021s2% de pontos de vida e causando mais $92021s3% de dano.

Se o Vapor Condensado não for destruído em 8 segundos, ele finalmente se transforma em um Vapor Congelante, com mais $92038s2% de pontos de vida e causando $92038s3% a mais de dano.",92,7,2049,0,2051,2,0,0,0,135833,2,32,14
2051,Vapor Volteante,"Quando um Vapor se transforma em Vapor Volteante, ele ganha a habilidade de lançar um feitiço com o mesmo nome. O Vapor Volteante causa $92007s2 de dano de Gelo e reduz em $92007s1% a velocidade de movimento de todos os alvos em uma área cônica de $92007A1 metros de raio e 60 graus de amplitude por $92007d.",92,8,2049,0,2052,2,0,0,0,135852,2,0,14
2052,Vapor Condensado,"Quando um Vapor Volteante se transforma em Vapor Condensado, ele ganha a habilidade lançar um feitiço com o mesmo nome. O Vapor Condensado causa $92008s2 de dano de Gelo e reduz em $92008s1% a velocidade de movimento de todos os alvos em uma área cônica de $92008A1 metros de raio e 60 graus de amplitude por $92007d.",92,9,2049,0,2053,2,0,0,0,135852,2,0,14
2053,Coalescer,"Quando um Vapor se transforma completamente em um Vapor Congelante, ele explode, causando $92042s2 de dano de Gelo e repelindo todos os alvos inimigos em um raio de $92042A1 metros.",92,10,2049,0,0,2,0,0,0,135863,2,0,14
2055,Lançar Comida,"O ""Capitão"" Biscoito lança comida rapidamente e de forma aleatória contra os jogadores, alternando entre comidas deliciosas e comidas podres.",93,1,0,0,2056,2,0,0,0,350571,0,0,-1
2056,Aura Apodrecida,A comida apodrecida no chão emana $89735s1 de dano de Natureza às unidades próximas em um raio de $89735A1 metros.,93,2,0,0,2057,2,0,0,0,237334,0,0,-1
2057,Nauseado,"Os jogadores podem clicar com o botão direito para comer a comida podre no convés. Fazer isto remove a comida e a Aura Apodrecida, mas causa o efeito Nauseado no jogador, causando $89732s2 de dano de Natureza a cada $89732t2 s por $89732d. O efeito Nauseado é cumulativo.",93,3,0,0,2058,2,0,0,0,237555,0,0,-1
2058,Saciado,"Jogadores podem clicar com o botão direito para comer a comida deliciosa do convés. Fazer isto remove a comida, mas o jogador recebe o efeito Saciado. O efeito aumenta em $89267s2% as velocidades de ataque corpo a corpo e de longo alcance, além da velocidade de lançamento de feitiços, por $89267d. O efeito é cumulativo. 

Cada vez que um efeito Saciado é recebido, uma aplicação do efeito Nauseado é removida.",93,4,0,0,0,2,0,0,0,237554,0,0,-1
2060,Deflexão,"Vanessa deflete todos os ataques corpo a corpo, de longa distância e todos os feitiços por $92615d. Ela só usará esta habilidade enquanto ainda tiver mais de 25% dos pontos de vida totais.",95,1,0,0,2061,2,0,0,0,132369,2,0,14
2061,Lâminas Mortais,"Vanessa começa a saltar rapidamente de um inimigo para o outro, aparecendo atrás deles e causando o efeito Talho Pelas Costas em inimigos aleatórios a cada $92622t1 s por $92622d.",95,2,0,0,2062,2,0,0,0,135639,2,0,14
2062,Talho Pelas Costas,"Vanessa corta as costas do alvo inimigo, causando $92619s2 de dano Físico a cada $92619t2 segundos por $92619d.",95,3,0,0,2063,2,0,0,0,132303,2,0,14
2063,Labareda Abrasadora,"Depois de Vanessa ter perdido mais de 50% dos pontos de vida, ela salta para o topo do navio e detona explosivos por todo o navio. Os explosivos criam Labaredas Abrasadoras em todo o convés. Jogadores em um raio de $93485A1 metros do fogo recebem $93485s1 de dano de Fogo por segundo. 

Jogadores podem evitar a maior parte do fogo usando as cordas na lateral do convés.",95,4,0,0,2064,2,0,0,0,135826,2,16,14
2064,Vingança de VanCleef,"Depois de Vanessa detonar o primeiro grupo de bombas ao chegar a 50% dos pontos de vida, ela lança a Vingança de VanCleef repetidamente até entrar novamente em combate. Cada aplicação deste efeito aumenta em $95542s1% o dano Físico, em $95542s2% a velocidade de ataque e em $95542s3% o tamanho dela. O efeito pode acumular até 40 vezes.

Depois de detonar o segundo grupo de bombas, ao chegar a 25% dos pontos de vida, Vanessa usa esta habilidade repetidamente até ser morta.",95,5,0,0,2065,2,0,0,0,236409,2,0,14
2065,Explosão de Pó,"Quando Vanessa estiver com apenas 1% do total de pontos de vida, ela puxará um último barril de pólvora negra e o acenderá. A explosão mata ela e causa $96283s2 de dano de Fogo a qualquer inimigo em um raio de $96283A2 metros.",95,6,0,0,2066,2,0,0,0,236216,2,16,14
2066,Impositor Défias,"Enquanto os pontos de vida de Vanessa VanCleef ainda estiverem acima de 50%, ela chamará periodicamente um Impositor Défias para ajudá-la, vindo de uma cabana próxima.",95,7,0,2067,2070,1,36166,0,0,0,2,0,14
2067,Investida,O Impositor entra na batalha investindo.,95,8,2066,0,2068,2,0,0,0,132337,2,0,14
2068,Banho de Sangue,O Impositor começa a atacar rapidamente o alvo inimigo com uma série de seis ataques sucessivos ao longo de $90925d. Cada um causa $90923s1% do dano corpo a corpo normal.,95,9,2066,0,2069,2,0,0,0,136124,2,0,14
2069,Temeridade,"O Impositor torna-se imune a efeitos de medo e a chance de acerto crítico aumenta em $90929s1% por $90929d. Porém, a armadura dele é reduzida em $90929s2%.

O Impositor pode usar esta habilidade quando tiver menos de 20% dos pontos de vida.",95,10,2066,0,0,2,0,0,0,132109,2,0,14
2070,Guarda Sombrio Défias,"Logo depois de chamar o Impositor Défias, Vanessa chama um Guarda Sombrio Défias para se juntar à luta, se os pontos de vida dela ainda estiverem acima de 50%.",95,11,0,2071,2075,1,184,0,0,0,2,0,14
2071,Golpe Sinistro,O Guarda Sombrio causa $90951s1% do dano corpo a corpo normal ao alvo inimigo atual.,95,12,2070,0,2072,2,0,0,0,136189,2,0,14
2072,Passo Furtivo,O Guarda Sombrio periodicamente andará pelas sombras e reaparecerá atrás do alvo inimigo.,95,13,2070,0,2073,2,0,0,0,132303,2,0,14
2073,Lâminas Rodopiantes,O Guarda Sombrio cerca o alvo inimigo com um conjunto de Lâminas Rodopiantes por $90960d. As lâminas causam $90962s1 de dano Físico a todas as unidades próximas em um raio de $90962A1 metros a cada segundo.,95,14,2070,0,2074,2,0,0,0,236273,2,0,14
2074,Evasão,"O Guarda Sombrio aumenta em $90958s1% a chance de esquiva por $90958d. 

O Guarda Sombrio pode usar Evasão quando restarem menos de 30% dos pontos de vida.",95,15,2070,0,0,2,0,0,0,136205,2,0,14
2075,Teurgo de Sangue Défias,"Logo depois de chamar o Guarda Sombrio Défias, Vanessa chama um Teurgo de Sangue Défias para se juntar à luta, se os pontos de vida dela ainda estiverem acima de 50%.",95,16,0,2076,3585,1,2448,0,0,0,2,0,14
2076,Seta de Sangue,Causa $90938s1 de dano Físico e reduz em $90938s2% a velocidade de movimento do alvo atual por $90938d.,95,17,2075,0,2077,2,0,0,0,136168,2,0,14
2077,Área Colérica,O Teurgo de Sangue cria um campo instável de magia no local de um inimigo aleatório por $90932d. O campo tem $90932A1 metros de raio e todas as unidades dentro dele recebem $90932s2% a mais de dano.,95,18,2075,0,0,2,0,0,0,136088,2,0,14
2107,Asfixiar,"O Barão Ashbury joga os jogadores para o alto, atordoando-os e causando dano de Sombra ao longo de $93423d. Este dano é o suficiente para deixar os jogadores com um ponto de vida.",96,1,0,0,2108,2,0,0,0,237532,0,0,-1
2108,Suspensão da Execução,"Depois de lançar Asfixiar, o Barão Ashbury lança imediatamente a Suspensão da Execução. Este feitiço cura 50% do máximo dos pontos de vida de todos os jogadores.$[!2,4

No modo Heroico, em vez de curar os jogadores ao fim do lançamento, o Barão Ashbury começa a canalizar Suspensão da Execução até ser interrompido. Os jogadores recebem $93706s1% do máximo de pontos de vida a cada segundo, mas o Barão Ashbury também cura $93706s2% do máximo dos pontos de vida dele.$]",96,2,0,0,2109,2,0,0,0,135917,0,96,-1
2109,Dor e Sofrimento,"O Barão Ashbury canaliza em um jogador aleatório, causando inicialmente $93581s1 de dano de Sombra a cada $93581t1 s por $93581d. O dano causado aumenta conforme o feitiço continua a ser canalizado.",96,3,0,0,3457,2,0,0,0,136207,0,128,-1
2110,Calamidade,"Ao chegar a 25% dos pontos de vida, o Barão Ashbury assume a forma de um Arcanjo Negro e libera o verdadeiro poder dele. O Barão Ashbury causa $93810s1 de dano de Sombra em seus inimigos e aumenta em $93810s2% o dano de Sombra recebido por eles a cada $93812t1 s até que ele ou os jogadores morram. O efeito é cumulativo.",96,5,0,0,0,2,0,0,0,237514,2,8,14
2118,Véu de Sombras,"O Barão Silverlaine amaldiçoa o alvo inimigo atual, reduzindo em $23224s1% os efeitos de cura mágica por $23224d.",97,1,0,0,2119,2,0,0,0,136160,0,256,-1
2119,Véu Amaldiçoado,O Barão Silverlaine causa $93956s2 de dano de Sombra e reduz em $93956s1% a cura realizada em todos os alvos em um raio de $93956A1 metros por $93956d.,97,2,0,0,2120,2,0,0,0,136160,2,136,14
2120,Evocar Espírito Worgen,"O Barão Silverlaine evoca um dos quatro Espíritos Worgen do passado ao chegar a 70% e a 35% dos pontos de vida: Odo, o Vigia Cego; Garraguda, o Açougueiro; Rethilgore ou Nandos, o Mestre de Lobos.$[!2,4

No modo Heroico, o Barão Silverlaine evoca um Espírito Worgen ao chegar a 90%, 60% e 30% dos pontos de vida.$]",97,3,0,2121,0,2,0,0,0,366940,1,32,-1
2121,"Odo, o Vigia Cego",,97,4,2120,2122,2125,1,522,0,0,0,0,0,-1
2122,Raiva Uivante,"Odo, o Vigia Cego, aumenta em $93931s1% o dano Físico causado e em $93931s2% o tamanho dele por $93931d. O efeito acumula até 5 vezes.",97,5,2121,0,2123,2,0,0,0,136088,0,0,-1
2123,Sombras Cegantes,"Odo, o Vigia Cego, causa $93952s1 de dano de Sombra a cada segundo por $93952d.",97,6,2121,0,0,2,0,0,0,132291,0,0,-1
2125,"Garraguda, o Açougueiro",,97,7,2120,2126,2128,1,36849,0,0,0,0,0,-1
2126,Ímpeto Espectral,"Garraguda salta sobre o alvo inimigo mais longe, atordoando-o e causando $93928s1 de dano Físico a cada $93930t2 s por $93930d.",97,8,2125,0,2127,2,0,0,0,132103,0,0,-1
2127,Drenagem Sanguinária,"Quando Garraguda causa dano corpo a corpo, mais $7485s1 pontos de vida são drenados do alvo.",97,9,2125,0,0,2,0,0,0,136208,0,0,-1
2128,Rethilgore,,97,10,2120,2129,2130,1,36851,0,0,0,0,0,-1
2129,Drenar Alma,"Rethilgore canaliza em um alvo aleatório, imobilizando-o e drenando $93863s1 pontos de vida a cada $93863t1 s por $93863d. Rethilgore se cura o equivalente ao dobro dos pontos de vida drenados.",97,11,2128,0,0,2,0,0,0,136169,0,0,-1
2130,"Nandos, o Mestre de Lobos",,97,12,2120,2131,0,1,36850,0,0,0,0,0,-1
2131,Garra,"Nandos arranha o alvo atual, causando $93861s1% do dano de ataque corpo a corpo normal como dano Físico.",97,13,2130,0,2132,2,0,0,0,132140,0,0,-1
2132,Evocar Espírito Lupino,"Quando Nandos, o Mestre de Lobos, entra em combate, ele evoca três Espectros Lupinos para lutar ao lado dele por $94199d.",97,14,2130,2133,0,2,0,0,0,366940,0,0,-1
2133,Espectro Lupino,Esta criatura tem poucos pontos de vida.,97,15,2132,0,0,1,2446,0,0,0,0,0,-1
2137,Golpe Maléfico,"O Comandante Floraval corta o alvo principal, causando instantaneamente $93685s1% do dano Físico normal e gerando uma carga de Poder Profano o qual ele pode usar para outras habilidades.",98,1,0,0,2138,2,0,0,0,237530,0,0,-1
2138,Escudo do Pérfido,"Quando o Comandante Floraval acumula três cargas de Poder Profano, ele consome as cargas e libera o poder do escudo dele. O Escudo do Pérfido causa $93722s1 de dano de Sombra a cada $93693t1 s em um cone estreito de 25 graus à frente dele por $93693d. $[!2,4

No modo Heroico, o cone se expande para 150 graus.$]",98,2,0,0,2139,2,0,0,0,132390,0,0,-1
2139,Profanação,O Comandante Floraval profana o solo em um raio de $93691A1 metros sob um jogador aleatório. Todos os jogadores que estiverem no solo profano têm a velocidade de movimento reduzida em $93691s1% e recebem $93691s2 de dano de Sombra a cada $93690t1 segundos.,98,3,0,0,2140,2,0,0,0,136199,0,0,-1
2140,Palavra da Vergonha,"Quando o Comandante Floraval acumula três cargas de Poder Profano, ele pode consumi-las e lançar este feitiço em um jogador inimigo aleatório. A Palavra da Vergonha causa dano equivalente a $93852s1% do máximo de pontos de vida do jogador como dano de Sombra a cada $93852t1 segundos. O efeito dura até o jogador ou o Comandante Floraval morrer.",98,4,0,0,2142,2,0,0,0,237555,2,8,2
2142,Guarda Lamuriento,O Comandante Floraval começa com um Guarda Lamuriento e um Oficial Atormentado ao seu lado e periodicamente mais dois se juntarão à luta.,98,5,0,2143,2146,1,37289,0,0,0,2,8,2
2143,Potencialização Profana,"Um Guarda Lamuriento tenta potencializar o Comandante Floraval. Se o feitiço for bem-sucedido, o Comandante Floraval cura $93844s2% dos pontos de vida totais e recebe uma carga de Poder Profano.",98,6,2142,0,2144,2,0,0,0,136194,2,64,2
