ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Field_10_1_0_48480_005,Field_10_1_0_48776_006
Amor en el aire: completa Bombardeo de bombones,"Del 6 al 20 de febrero, completa la misión Bombardeo de bombones.",45,137621,150,0,0
Amor en el aire: derrota al boticario Hummel,"Del 6 al 20 de febrero, derrota al boticario Hummel en el Castillo de Colmillo Oscuro.",46,137623,150,0,0
Amor en el aire: Regala una pulsera de talismanes preciosos,"Del 6 al 20 de febrero, regálale una pulsera de talismanes preciosos uno de tus líderes de facción.",47,137625,150,0,0
Abraza a un jugador muerto,Usa /abrazar con un jugador muerto.,48,137634,50,0,0
Resucitar jugadores,,49,137636,50,0,0
Usa el veneno de acción lenta de Zanzil,"Utiliza el veneno de acción lenta de Zanzil, que se obtiene de Gerald Black en Ventormenta o de Alpheus Cain en Orgrimmar.",50,137645,50,0,0
Obtén oro en la casa de subastas,,52,137647,100,0,0
"Cómete un pedazo de pastel de chocolate, un pedazo de pastel precioso y un pedazo de tarta de bayas","Cómete un pedazo de pastel de chocolate, un pedazo de pastel precioso y un pedazo de tarta de bayas, que se obtienen de Aimee en el antiguo Dalaran.",53,137651,50,0,0
Eclosión de los hipogrifos: prole Plumavieja en el hombro,"El 23 de febrero, incuba un huevo Plumavieja para que una prole Plumavieja se te suba al hombro.",54,137655,150,0,0
Despertar del Hipogrifo: usa una pluma espectral,"El 23 de febrero, obtén una pluma espectral de Lorthalium y úsala.",55,137657,150,0,0
Feria de la Luna Negra: Prepara una tarta de bayas grande,"Del 5 al 11 de febrero, prepara una tarta de bayas grande en la Isla de la Feria de la Luna Negra.",56,137659,50,0,0
Prueba de Estilo: consigue 100 fichas de la Prueba de Estilo,"Del 1 al 7 de agosto, participa en la Prueba de Estilo y consigue fichas de la Prueba de Estilo.",61,137688,100,266,0
Pesca en las Islas Abruptas,,63,137731,100,0,0
Consigue un juguete que te haga lucir un estilazo,,64,137776,50,0,0
Prueba de Estilo: utiliza /animar con otros jugadores,"Del 20 al 24 de marzo, utiliza /animar con otros jugadores mientras participas en la Prueba de Estilo.",65,137787,50,0,0
"Prueba de Estilo: usa las llamas, la pista de baile y el foco de la Prueba de Estilo","Del 20 al 24 de marzo, usa la pista de baile, las llamas y el foco de la Prueba de Estilo mientras participas en esta.",66,137789,100,0,0
Prueba de Estilo: usa la carta de tu fan,"Del 20 al 24 de marzo, usa la carta de tu fan mientras participas en la Prueba de Estilo.",67,137793,50,0,0
Derrota a Kael'thas Caminante del Sol en el Bancal del Magister,,68,137795,150,0,0
Locura de Un'Goro: Despoja mojo jurásico,"Del 17 al 19 de marzo, despoja mojo jurásico en el Cráter de Un'Goro.",69,137797,150,0,0
"Locura de Un'Goro: obtén la adaptación ""Alucinante""","Del 17 al 19 de marzo, usa mojo jurásico para aumentar tu efecto de adaptación hasta llegar a Alucinante.",70,137799,150,0,0
Feria de la Luna Negra: completa La bala humana,"Del 5 al 11 de marzo, completa la misión La bala humana en la Isla de la Feria de la Luna Negra.",71,137801,50,0,0
Usa el juguete gafas de corgi ultracalibradas,,72,137803,50,0,0
Cambia tu apariencia,Visita la peluquería de una capital para cambiar tu apariencia.,73,137805,20,0,0
Prueba de Estilo: Consigue la apariencia de bicornio de comerciante,"Del 20 al 24 de marzo, consigue la apariencia del bicornio de comerciante al participar en la Prueba de Estilo.",74,137807,20,0,0
Enséñale al resto lo /cachas que estás con un estilazo,Utiliza /cachas frente a otro jugador mientras estás bajo un efecto que te otorgue un estilazo.,75,137809,50,0,0
Muestra tu /cortesia a un jugador de la facción contraria,Muestra tu /cortesia a un jugador de la facción contraria.,76,137811,20,0,0
Utiliza /sobrecoger con un jugador con un estilazo,Utiliza /sobrecoger con un jugador con el efecto de un juguete que te otorgue un estilazo.,77,137813,50,0,0
Consigue reputación por las Islas Dragón,,79,137872,150,0,0
Completa 15 mazmorras míticas+,,81,140979,200,0,5
Completa grandes cacerías de los Centauros Maruuk,Completa grandes cacerías de los Centauros Maruuk en las Islas Dragón.,82,140981,150,0,0
Pesca un morrocotudo con un amigo,Usa un arpón para pescar un morrocotudo con otro jugador en las Islas Dragón.,83,140983,50,0,0
Completa tareas durante el festín comunitario de los Colmillarr de Iskaara,Completa tareas durante el festín comunitario de Iskaara en las Islas Dragón.,84,140985,50,0,0
Completa el Asedio en la Fortaleza de Ruinadragón,"En las Islas Dragón, completa el asedio en la Fortaleza de Ruinadragón en las Orillas del Despertar.",85,140987,50,0,0
Usa el sistema de colegas mientras escalas,Usa el sistema de colegas durante las misiones del mundo de escalada en las Islas Dragón.,86,140989,50,0,0
Derrota a criaturas especiales durante las tormentas primalistas,Durante los eventos de las tormentas primalistas de las Islas Dragón aparecerán criaturas especiales.,87,140991,100,0,0
Completa 4 carreras de jinete de dragones en las Islas Dragón,Habla con un vigilante del tiempo bronce en un punto de reunión activo de las Islas Dragón.,88,141010,250,265,0
Completa una misión del mundo de JcJ en las Islas Dragón,,89,141012,100,0,0
Derrota a un jefe del mundo de las Islas Dragón,,90,141021,100,0,0
Completa las tramas opcionales de las Orillas del Despertar,,91,141032,200,0,0
Completa misiones de recolección semanales,Habla con un instructor de profesión en el Mercado de los Artesanos de Valdrakken.,92,141044,100,0,0
Completa misiones de artesanía semanales,Habla con un instructor de profesión en el Mercado de los Artesanos de Valdrakken.,93,141057,100,0,0
Despoja cofres de suministros de guerra en las Islas Dragón,,94,141095,100,0,0
Pesca objetos en las Islas Dragón,,95,141125,100,0,0
Muestra tu /amor a los dragones Aspecto,Muestra tu /amor a los dragones Aspecto en Valdrakken.,96,141883,50,0,0
Utiliza /amor con dragones caídos,Utiliza /amor con 2 dragones caídos en su banda.,97,141887,50,0,0
Consigue un juguete primaveral,,98,141941,50,0,0
Jardín Noble: come chocolates del Jardín Noble en Iskaara,"Del 10 al 17 de abril, come chocolates del Jardín Noble de Iskaara en las Islas Dragón.",99,141949,100,0,0
Jardín Noble: Usa flores primaverales en una arena o un campo de batalla,"Del 10 al 17 de abril, usa flores primaverales sobre un jugador enemigo en una arena o un campo de batalla.",100,141951,50,0,0
Jardín Noble: Reúne huevos de colores vivos,"Del 10 al 17 de abril, reúne huevos de colores vivos.",101,141953,100,0,0
Fotografía a pescadores legendarios,Fotografía pescadores legendarios durante las misiones del mundo de catalogación en las Islas Dragón.,102,141960,50,0,0
Completa misiones del mundo de catalogación,Completa misiones del mundo de catalogación en las Islas Dragón.,103,141971,50,0,0
Consigue desbordamiento elemental,Obtén desbordamiento elemental de criaturas afectadas por las tormentas primalistas en las Islas Dragón.,104,141979,100,0,0
Completa carreras de jinete de dragones en las Islas Dragón,Habla con un vigilante del tiempo bronce en las Islas Dragón.,105,141981,100,0,0
Jardín Noble: Coloca huevos,"Del 10 al 17 de abril, coloca 12 huevos delicadamente pintados o 1 huevo magníficamente pintado.",106,141983,50,0,0
Marcha de los Renacuajos: completa Un regalo de tu renacuajo,"El 5 de abril, completa la misión Un regalo de tu renacuajo.",107,141986,150,0,0
Completa las tramas opcionales de Llanuras de Ohn'ahra,,108,141988,150,0,0
Derrota a jefes de la gran cacería,Derrota a jefes de grandes cacerías de los Centauros Maruuk en las Islas Dragón.,109,141997,100,0,0
Pesca morrocotudos con un arpón,Utiliza un arpón para pescar morrocotudos en las Islas Dragón.,110,142034,50,0,0
Entrega llaves obsidiana,Entrega llaves obsidiana a individuos de la Ciudadela Obsidiana en las Islas Dragón.,111,142036,100,0,0
Cambia la apariencia de tu montura de jinete de dragones,Visita un podio de transformación en las Islas Dragón.,112,142038,20,0,0
Consigue honor en el Campo de Entrenamiento de la Galería Cobalto de las Tierras Azures,,113,142733,100,0,0
Día de la Guardia Voluntaria: Acaba con los invasores de la ciudad,"El 28 de abril, utiliza /saludo con guardias de Ventormenta u Orgrimmar y mata invasores de la ciudad.",114,142040,200,0,0
Feria de la Luna Negra: completa El baile de la Luna Negra,"Del 2 al 8 de abril, completa la misión El baile de la Luna Negra en la Isla de la Feria de la Luna Negra.",115,142044,50,0,0
Feria de la Luna Negra: utiliza /animar mientras montas en el carrusel o en un tigre balancín,"Del 2 al 8 de abril, usa /animar mientras montas en el carrusel o en un tigre balancín en la Isla de la Feria de la Luna Negra.",116,142048,50,0,0
Usa la red de teletransporte de las Islas Dragón,Interactúa con una puerta ancestral para usar la red de teletransporte en las Islas Dragón.,117,142050,100,0,0
Mata criaturas en la Cima Fuentes de Dragón,"Mata criaturas que otorguen experiencia en la Cima Fuentes de Dragón, que está al sureste de las Llanuras de Ohn'ahra.",118,142052,50,0,0
Completa la prueba del diluvio,Completa la prueba del diluvio en los Manantiales Ohn'iri de las Islas Dragón.,119,142054,50,0,0
Completa la trama de la Sauna de Sueños Serenos,"Completa la trama de la Sauna de Sueños Serenos en Thaldraszus, en las Islas Dragón.",120,142056,50,0,0
Derrota a mascotas de élite de las Islas Dragón con mascotas de la familia de los dragonantes,Derrota a 2 mascotas de élite de las Islas Dragón con una formación de al menos 2 mascotas de la familia Dragonante.,121,142058,200,0,0
Pesca objetos con un estilazo,Pesca objetos mientras llevas reductores de brillo de ónice o un monóculo de artesano.,122,142063,50,0,0
Fabrica objetos con un estilazo,Fabrica objetos mientras llevas reductores de brillo de ónice o un monóculo de artesano.,123,142065,50,0,0
Completa las tramas opcionales de las Tierras Azures,,124,142067,150,0,0
Consigue honor en el Bastión Nokhudon,Consigue honor en el Bastión Nokhudon en las Islas Dragón.,125,142046,100,0,0
Cambia la apariencia de tu compañero de la gran cacería,Habla con el instructor Frodrum en la ubicación de una gran cacería en las Islas Dragón.,126,142080,20,0,0
Descubre cúmulos de gemas ocultas en las Islas Dragón,Utiliza mapas de cúmulos de gemas en las Islas Dragón.,127,142082,50,0,0
Derrota a los maestros domadores de las Islas Dragón con mascotas de la familia mecánica,Derrota a 2 maestros domadores de las Islas Dragón con una formación de al menos 2 mascotas de la familia mecánica.,128,142725,200,0,0
Despoja una recompensa y un cofre de suministros de guerra en las Llanuras de Ohn'ahra,Despoja una recompensa del modo guerra de un jugador asesinado y abre un cofre de suministros de guerra en las Llanuras de Ohn'ahra.,129,142087,150,0,0
Completa misiones de artesanía semanales,Puedes obtener misiones de profesión semanales en el Mercado de los Artesanos en Valdrakken.,130,0,100,0,0
Completa misiones de recolección semanales,Puedes obtener misiones de profesión semanales en el Mercado de los Artesanos en Valdrakken.,131,0,100,0,0
Completa carreras de jinete de dragón en solitario,Habla con un vigilante del tiempo bronce en las Islas Dragón para participar en una carrera en solitario.,132,0,100,0,0
Completa el Asedio en la Fortaleza de Ruinadragón,Completa el escenario Asedio en la Fortaleza de Ruinadragón en las Orillas del Despertar.,133,0,50,0,0
Completa misiones del mundo de escalada,Completa misiones del mundo de escalada en las Islas Dragón.,135,142099,100,0,0
Deja que te golpeen los tornados de la tormenta primalista,Deja que te golpee un tornado durante una tormenta de truenos primalista.,136,142112,50,0,0
Completa misiones de la caravana Aylaag,"En las Islas Dragón, completa las misiones de la caravana Aylaag de las Llanuras de Ohn'ahra.",137,142114,100,0,0
Vuela a través de los Vientos de las Islas con tu draco,Vuela a través de los Vientos de las Islas con tu draco en las Islas Dragón.,138,142133,50,0,0
Pesca objetos en los agujeros de pesca colmillarr de Iskaara,,139,142135,50,0,0
Consigue marcas sangrientas en las Islas Dragón,Completa actividades JcJ en las Islas Dragón.,140,142224,150,0,0
Jardín Noble: Completa misiones diarias,"Del 10 al 17 de abril, completa misiones diarias del Jardín Noble.",141,142243,100,0,0
Utiliza /botar con alimañas de las Islas Dragón,Utiliza /botar con alimañas de las Islas Dragón.,142,142248,50,0,0
Cómete una sopa con un estilazo,Toma sopa de la olla de fraternidad de Iskaara bajo el efecto de un juguete que te otorgue un estilazo.,143,142261,50,0,0
Muestra tu /amor en el puesto comercial,Muestra tu /amor a los mercaderes del puesto comercial y sus mercancías.,144,142268,50,0,0
Derrota a 25 jefes de banda,,145,142290,250,0,10
Pesca un morrocotudo con amigos,Usa un arpón para pescar un morrocotudo con al menos 5 jugadores en las Islas Dragón.,146,142297,50,0,0
Completa pedidos de fabricación públicos,Habla con un funcionario de pedidos de fabricación en el Mercado de los Artesanos de Valdrakken para acceder a los pedidos de fabricación.,147,142299,100,0,0
Completa pedidos de fabricación personales.,Habla con un instructor de profesión en el Mercado de los Artesanos de Valdrakken.,148,142303,100,0,0
Jardín Noble: completa una mazmorra de Dragonflight con una diadema primaveral,"Del 10 al 17 de abril, completa una mazmorra de Dragonflight con una diadema primaveral.",149,142324,50,0,0
Derrota a jefes de la Furia de la Tormenta,Derrota a jefes de la Furia de la Tormenta en el Futuro Primalista de las Islas Dragón.,150,142527,100,0,0
Completa pedidos de fabricación públicos,Habla con un funcionario de pedidos de fabricación en el Mercado de los Artesanos de Valdrakken para acceder a los pedidos de fabricación.,152,142299,100,0,0
Abre puertas de las Cámaras de Zskera,Utiliza llaves de las Cámaras de Zskera para abrir puertas en ellas.,154,143906,100,0,0
Completa grandes cacerías de los Centauros Maruuk,Completa grandes cacerías de los Centauros Maruuk en las Islas Dragón.,155,143919,150,0,0
"Di ""¡Sí, chef!"" durante un festín comunitario","Di ""¡Sí, chef!"" en un festín comunitario de Iskaara en las Islas Dragón.",156,143922,50,0,0
Completa misiones del mundo de carreras de jinetes de dragones,,157,144066,50,0,0
Completa misiones del mundo de la Expedición Dragontina,Completa misiones del mundo de la Expedición Dragontina en las Islas Dragón.,158,143930,100,0,0
Derrota a jefes de tormenta primigenia del Confín Olvidado,Derrota a jefes de tormenta primigenia en el Confín Olvidado de las Islas Dragón.,159,143936,50,0,0
"Completa las misiones de ""Chispas de vida""","Completa las misiones de ""Chispas de vida"" en las Islas Dragón.",160,143949,100,0,0
Completa misiones semanales de las Cámaras de Zskera,"En las Islas Dragón, completa las misiones semanales de las Cámaras de Zskera en el Confín Olvidado.",161,143955,75,0,0
Derrota a los domadores de mascotas de las Islas Dragón con mascotas de la familia Dragonante,Derrota a domadores de mascotas de las Islas Dragón con una formación de al menos 2 mascotas de la familia de los dragonantes,162,143959,200,0,0
Utiliza el juguete arenas cambiantes en una mazmorra de Warlords of Draenor,,163,143966,50,0,0
Semana de los Niños: completa una misión,"Del 1 al 8 de mayo, completa una misión de la Semana de los Niños.",164,143968,100,0,0
Semana de los Niños: completa misiones diarias junto a un huérfano,"Del 1 al 8 de mayo, completa misiones diarias mientras te acompaña un huérfano.",165,143977,100,0,0
Semana de los Niños: pesca morrocotudos con un arpón junto a un huérfano,"Del 1 al 8 de mayo, utiliza un arpón para pescar morrocotudos mientras te acompaña un huérfano.",166,143998,50,0,0
Semana de los Niños: completa misiones,"Del 1 al 8 de mayo, completa 4 misiones de la Semana de los Niños.",167,144000,150,0,0
Semana de los Niños: utiliza /animar con Paera Brisafina junto a un huérfano,"Del 1 al 8 de mayo, usa la emoción /animar con Paera Brisafina en Iskaara mientras te acompaña un huérfano.",168,144011,50,0,0
Semana de los Niños: completa mazmorras míticas+ junto a un huérfano,"Del 1 al 8 de mayo, completa mazmorras míticas+ mientras te acompaña un huérfano.",169,144013,100,0,0
Festival de Primavera del Globo: completa un paseo en globo aerostático,"Del 10 al 12 de mayo, súbete a un globo aerostático y disfruta del paseo.",170,144015,100,0,0
Festival del Fluochampiñón: presencia el auge y caída de Posí,"El 27 de mayo, ayuda a mantener con vida al gran Posí todo el tiempo que puedas en Esporaggar, en la Marisma de Zangar.",171,144017,150,0,0
Feria de la Luna Negra: completa Comandante de tonque,"Del 7 al 13 de mayo, completa la misión Comandante de tonque en la Isla de la Feria de la Luna Negra.",172,144021,50,0,0
Feria de la Luna Negra: Globo + poni = diversión,"Del 7 al 13 de mayo, monta en un poni de la Luna Negra por la Isla de la Feria de la Luna Negra mientras llevas un globo.",173,144028,50,0,0
Pesca con pato chillón,Utiliza el juguete cajón de corchos: pato de goma y luego pesca objetos en las Islas Dragón.,174,144039,50,0,0
Mata criaturas en representación del Filo Ardiente,Mata criaturas que otorgan experiencia bajo los efectos del juguete estandarte de los Filo Ardiente en las Islas Dragón.,175,144041,50,0,0
Utiliza el juguete murgafas,"Utiliza el juguete murgafas en Valdrakken, Iskaara, Maruukai y el Campamento Base Dragontina.",176,144043,100,0,0
Utiliza /bailar con murgafas,Utiliza /bailar con un jugador bajo el efecto de las murgafas.,177,144048,50,0,0
Da la vuelta a un tablero de Hearthstone,Utiliza el tablero de Hearthstone e interactúa con un juego de mesa de Hearthstone en la posada La Bisagra Desaparecida en las Tierras Azures.,178,144050,50,0,0
Arrastra o monta en un trineo de arrastre de Iskaara,Utiliza el juguete trineo de arrastre de Iskaara para deslizarte o monta en el de otra persona.,179,144056,50,0,0
Derrota a domadores de mascotas de Draenor,,180,144059,150,0,0
Completa circuitos inversos de jinete de dragones en el Confín Olvidado,"En las Islas Dragón, habla con un vigilante del tiempo bronce en el Confín Olvidado.",181,144100,100,0,0
Pesca peces de lava en las Islas Dragón,,182,144559,100,0,0
[DNT] Test: Noblegarden: Complete a Dragonflight Dungeon in a Spring Circlet,"[DNT]  Test: From 4/10 - 4/17, complete a Dragonflight dungeon wearing any Spring Circlet.",184,144640,150,0,0
Recupera vigor sobre tu draco mientras vuelas a ras de suelo,,185,144628,100,0,0
Completa misiones del mundo de la Expedición Dragontina en la Caverna Zaralek,Completa misiones del mundo de escalada y de catalogación en la Caverna Zaralek.,186,144630,100,0,0
Atrapa morrocotudos de lava con un arpón,Usa un arpón de Iskaara para pescar morrocotudos de lava cerca de un avistamiento de morrocotudo colmillarr en los agujeros de pesca de las Islas Dragón.,187,144835,100,0,0
Mata jugadores en las Orillas del Despertar,,188,144916,100,0,0
Derrota a jefes de tormenta con mascotas de la familia Elemental en el Confín Olvidado,Derrota a jefes de mascotas del Confín Olvidado con al menos 2 mascotas de la familia Elemental.,189,146075,200,0,0
Festival del Fuego del Solsticio de Verano: completa misiones diarias,"Del 21 al 30 de junio, completa misiones diarias del Festival del Fuego del Solsticio de Verano.",190,145066,200,0,0
Festival del Fuego del Solsticio de Verano: honra las llamas en Pandaria,"Del 21 al 30 de junio, honra las llamas en Pandaria.",191,145072,200,0,0
Festival del Fuego del Solsticio de Verano: profana la hoguera en Pandaria,"Del 21 al 30 de junio, profana la hoguera del Valle de la Flor Eterna en Pandaria.",192,145087,100,0,0
Festival del Fuego del Solsticio de Verano: honra las llamas en las Islas Dragón,"Del 21 al 30 de junio, honra las llamas en las Islas Dragón.",193,145090,200,0,0
Festival del Fuego del Solsticio de Verano: celebra el fuego en el Trono Obsidiana,Usa la emoción /bailar en un juguete blandón de llamas bailarinas en el Trono Obsidiana de las Orillas del Despertar.,194,145097,100,0,0
Festival del Fuego del Solsticio de Verano: derrota a Ahune,"Del 21 al 30 de junio, derrota al Señor de la Escarcha Ahune.",195,145187,200,0,0
Completa misiones en Pandaria,Completa misiones que otorguen experiencia.,196,145189,150,0,0
Paseo en el tiempo: completa 5 mazmorras de Paseo en el tiempo de Mists of Pandaria,"Del 13 al 20 de junio, completa mazmorras de Paseo en el tiempo de Mists of Pandaria.",197,145198,200,0,0
Pesca peces en Pandaria,,200,145221,100,0,0
Derrota a maestros domadores de Pandaria,Derrota a 3 maestros domadores de Pandaria.,201,145232,100,0,0
Azote de los Mil Barcos: crea un barco pequeño,"Del 6 al 8 de junio, completa las misiones de Azote de los Mil Barcos para conseguir y combinar piezas y fabricar un barco pequeño.",202,145239,100,0,0
Azote de los Mil Barcos: Navega por las Islas Dragón,"Del 6 al 8 de junio, usa un barco pequeño para navegar por las Islas Dragón.",203,145241,150,0,0
Feria de la Luna Negra: completa El desafío del pájaro de fuego,"Del 4 al 10 de junio, completa la misión El desafío del pájaro de fuego en la Isla de la Feria de la Luna Negra.",205,145281,50,0,0
Feria de la Luna Negra: utiliza el juguete aro en llamas en la Isla de la Feria de la Luna Negra y en Valdrakken,"Del 4 al 10 de junio, usa el juguete aro en llamas en la Isla de la Feria de la Luna Negra y en Valdrakken.",206,145285,50,0,0
Derrota a Kokia Pezuña de Fuego en dificultad mítica tras calentar los Estanques de Vida,Derrota a Kokia Pezuña de Fuego tras calentar 4 Estanques de Vida con roca fundida en los Estanques de Vida Rubí en dificultad mítica.,207,145290,100,0,0
Completa circuitos de jinete de dragones en la Caverna Zaralek,"En las Islas Dragón, habla con un vigilante del tiempo bronce en la Caverna Zaralek.",209,145403,100,0,0
Mata jugadores en la Caverna Zaralek,,210,145405,100,0,0
Completa misiones del mundo de duelos de mascotas en la Caverna Zaralek,Completa las misiones del mundo de duelos de mascotas en la Caverna Zaralek con un equipo completo de mascotas de nivel 25.,211,145407,150,0,0
Completa misiones del mundo de escalada en la Caverna Zaralek,,212,145414,100,0,0
Paseo en el tiempo: completa 1 mazmorra de Paseo en el tiempo de Warlords of Draenor,"Del 4 al 11 de julio, completa mazmorras de Paseo en el tiempo de Warlords of Draenor.",213,145430,20,0,-10
Paseo en el tiempo: completa 1 mazmorra de Paseo en el tiempo de Legion,"Del 25 al 31 de julio, completa mazmorras de Paseo en el tiempo de Legion.",214,145441,20,0,-30
Paseo en el tiempo: completa 5 mazmorras de Paseo en el tiempo de Legion,"Del 25 al 31 de julio, completa mazmorras de Paseo en el tiempo de Legion.",215,145457,100,0,-31
Completa una misión de desafío de duelo de mascotas,"Visita la tienda de mascotas de Dalaran, a Tizzy Sacudejuntas en Boralus o a Radek Cierraplomo en Dazar'alor para comenzar un desafío.",216,145477,100,0,0
Espectáculo de fuegos artificiales: utiliza /bailar con los juerguistas,"El 4 de julio, usa la emoción /bailar en un juerguista en Ventormenta, en Orgrimmar y en Bahía del Botín.",217,145546,100,0,-4
Utiliza el juguete medallón de defensor ardiente y mata criaturas,Mata criaturas que otorgan experiencia bajo los efectos del juguete medallón de defensor ardiente en las Islas Dragón.,218,145550,100,0,0
Mata criaturas en el Castillo Quiebrascama o en la Ciudadela Obsidiana,"Mata a criaturas en el Castillo Quiebrascama o en la Ciudadela Obsidiana, que está en las Orillas del Despertar",219,145554,100,0,0
Lumbreras luminosas: compra mermelada,"El 13 de julio, compra mermelada a Max Megabomba en Vashj'ir.",220,145559,120,0,-13
Lumbreras luminosas: compra un dispositivo de propulsión sumergible,"El 13 de julio, compra un dispositivo de propulsión sumergible a Max Megabomba en Vashj'ir.",221,145563,130,0,-13
Lumbreras luminosas: compra una escafandra dañada,"El 13 de julio, compra una escafandra dañada a Max Megabomba en Vashj'ir.",222,145565,150,0,-13
Utiliza la emoción /frío en un jugador al que haya prendido fuego el juguete paquete de cerillas,Utiliza la emoción /frío en un jugador bajo el efecto del juguete paquete de cerillas.,223,145567,50,0,0
Baile de la Casa de Subastas: utiliza /discrepar con una comerciante enfadada,"El 22 de julio, utiliza la emoción /discrepar con una comerciante enfadada a las afueras de la casa de subastas en Ventormenta u Orgrimmar.",224,145569,100,0,-22
Utiliza el juguete paquete de cerillas,"Utiliza el juguete paquete de cerillas en Valdrakken, Iskaara, el Campamento Base Dragontina y Maruukai.",225,145571,100,0,0
Baile de la Casa de Subastas: obtén Ritmo en el cuerpo,"El 22 de julio, obtén el efecto Ritmo en el cuerpo al subirte al escenario de la casa de subastas de Ventormenta u Orgrimmar.",226,145586,100,0,-22
Festival del Fuego del Solsticio de Verano: roba una llama,"Del 1 al 4 de julio, completa las misiones Robar la llama de Orgrimmar o Robar la llama de Ventormenta.",227,145588,150,0,-2
Utiliza /animar en el puesto comercial,Usa la emoción /animar con los mercaderes del puesto comercial y sus mercancías.,228,145597,20,0,0
Utiliza /animar con la superpandilla de Shellkhan,Utiliza el juguete superpandilla de Shellkhan y usa la emoción /animar con ellos.,230,145600,20,0,0
Utiliza /animar con los dragones Aspecto,Usa la emoción /animar con los dragones Aspecto en Valdrakken.,231,145602,20,0,0
Usa el juguete plantillas de baile aislantes,Utiliza el juguete plantillas de baile aislantes en Valdrakken y en Loamm.,232,145606,50,0,-30
Utiliza /hurra con las plantillas de baile aislantes,Utiliza /hurra con un jugador de la facción opuesta bajo el efecto Pies de llamas del juguete plantillas de baile aislantes.,233,145613,100,0,-30
