Name_lang,ID,Field_9_0_1_33978_001,PlayerConditionID,ReagentType,Field_10_0_2_46091_005
Personalizar estadística secundaria,243,2,0,0,0
Otorga nivel de objeto de JcJ,244,0,0,0,1
Otorga nivel de objeto de JcJ,245,0,0,0,1
Otorga nivel de objeto de JcJ,246,0,0,0,1
Chispa,247,4,0,0,1
Shadowed Alloy (DNT),248,0,0,1,0
Polvo de salvadera,249,0,0,2,2
Wildercloth Bandage (DNT),250,0,0,1,0
Ranura,251,0,0,3,3
Ranura,252,0,0,3,3
Potion of Withering Vitality (DNT),253,0,0,1,0
Escudo de armas de competidor,255,4,0,0,1
Chispa,256,4,0,0,1
Micoflor,257,0,0,1,0
Cebo mortal,258,0,0,1,0
Orbínida,259,0,0,1,0
Flor de la bendición,260,0,0,1,0
Lanza de Arathor,261,0,0,1,0
Bismuto,262,0,0,1,0
Aqirita,263,0,0,1,0
Mena de colmilloférreo,264,0,0,1,0
Vial dorado,267,0,0,1,0
Horticultura armoniosa,268,0,0,1,0
Cuero cargado de tormenta,269,0,0,1,0
Quitina penumbrosa,270,0,0,1,0
Pellejo atronador,271,0,0,1,0
Caparazón del sol ausente,272,0,0,1,0
Gemas machacadas,275,0,0,1,0
Tallador de gemas grabado,276,0,0,1,0
Lente decorativa,277,0,0,1,0
Piedra veteada,278,0,0,1,0
Prisma invertido,279,0,0,1,0
Polvo de gema y paño para pulir,280,2,0,2,0
Añadir adorno,281,0,0,0,1
Amplificar estadística secundaria,282,2,0,0,0
Personalizar estadísticas secundarias,283,2,0,0,0
Imbuir de poder,284,2,0,0,1
Armadura de cuero,286,2,0,2,2
Armadura de malla,287,2,0,2,2
Clave mortal,288,0,0,1,0
Clave rápida,289,0,0,1,0
Clave maestra,290,0,0,1,0
Clave versátil,291,0,0,1,0
Pellejo reforzado con caparazón,293,0,0,1,0
Pellejo de cristal imbuido,294,0,0,1,0
Pellejo tembloroso,295,0,0,1,0
Pellejo cubierto de esporas,296,0,0,1,0
Pellejo imbuido de esencia Ley,297,0,0,1,0
Pellejo Furiahonda,298,0,0,1,0
Cubrearmas tocado por la tormenta,299,0,0,1,0
Banda de armadura quitinosa,300,0,0,1,0
Polvo de tormenta,301,0,0,1,0
Fragmento reluciente,302,0,0,1,0
Cristal refulgente,303,0,0,1,0
Puñado de tornillos de bismuto,304,0,0,1,0
Cableado caprichoso,305,0,0,1,0
Engranaje giratorio,306,0,0,1,0
Interruptor de seguridad,307,0,0,1,0
Circuito de caos,308,0,0,1,0
Potenciador de entropía,309,0,0,1,0
Seleccionar componente de seguridad,311,2,0,0,0
Añadir adorno,312,2,0,0,1
Núcleo de aleación,313,0,0,1,0
Aleación cargada,314,0,0,1,0
Aleación santificada,315,0,0,1,0
Aleación de colmilloférreo,316,0,0,1,0
Accesorios de forja,317,2,0,2,2
Ingrediente secreto,318,0,0,2,2
Monteverde codificado,319,0,0,1,0
Clave sin límite,320,0,0,1,0
Tinta de marta cibelina,321,0,0,1,0
Pigmento de cebo mortal,322,0,0,1,0
Tinta cálida,323,0,0,1,0
Pigmento cálido,324,0,0,1,0
Bobina de hilo crepuscular,327,0,0,1,0
Bobina de hilo del alba,328,0,0,1,0
Bobina de tejehilo,329,0,0,1,0
Rollo de tela crepuscular,330,0,0,1,0
Rollo de tela del alba,331,0,0,1,0
Rollo de tejetela,332,0,0,1,0
Hilo de bordado,333,2,0,2,2
Añadir adorno,334,2,0,0,1
Añadir adorno,340,2,0,0,1
Añadir adorno,341,0,0,0,1
Potenciar,342,0,0,0,1
Personalizar estadística de recolección,344,0,0,0,0
Personalizar estadística de fabricación,345,0,0,0,0
Autenticidad de artesano,346,2,0,2,0
Piezas de repuesto,347,2,0,2,0
Poción del guepardo renacido,348,0,0,1,0
Poción de sanación algariana,349,0,0,1,0
Deleite de morador de cuevas,350,0,0,1,0
Poción templada,351,0,0,1,0
Personalizar estadística de fabricación,352,2,0,0,0
Personalizar estadística de recolección,353,2,0,0,0
Autenticidad de artesano,354,0,0,2,0
Pigmento de orbínida,355,0,0,1,0
Pigmento de flor,356,0,0,1,0
Rollo de tejetela exquisito,357,0,0,1,0
Componentes fabricados,358,2,0,2,2
Suministros de bocetos,359,2,0,2,2
Componentes radiantes,360,0,0,2,0
Brebaje misterioso,362,0,0,2,0
Ranura,363,0,0,3,3
Ranura,364,0,0,3,3
Personalizar estadísticas secundarias,365,0,0,0,0
Imbuir de poder,366,0,0,0,1
Componentes radiantes,367,2,0,2,0
Potenciar,368,0,0,0,1
Accesorios de forja,369,2,0,2,2
Hilo de bordado,370,2,0,2,2
Suministros de bocetos,371,2,0,2,2
Componentes radiantes,372,0,0,2,0
Componentes radiantes,374,0,0,2,0
Hilo de bordado,375,2,0,2,2
Piezas de repuesto,376,2,0,2,0
Hilo de bordado,377,2,0,2,2
Encantamientos y equipo,378,0,0,2,2
Consumibles y componentes,379,0,0,2,2
Engarce,380,0,0,3,3
Engarce,381,0,0,3,3
Accesorios de forja,382,0,0,2,2
Residuo de sangre negra,383,0,0,1,0
