ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
192,Consigue renombre 8 para continuar la campaña.,88565,4,0,119
193,Consigue renombre 11 para continuar la campaña.,86212,5,0,119
194,Consigue renombre 13 para continuar la campaña.,86213,6,0,119
195,Consigue renombre 17 para continuar la campaña.,86214,7,0,119
196,Consigue renombre 20 para continuar la campaña.,86215,8,0,119
197,"Completa el capítulo ""Enfocando la Mirada"" de Cadenas de Dominación para continuar esta campaña.",92548,2,0,117
198,Consigue renombre 5 para continuar la campaña.,88563,3,0,117
199,Consigue renombre 8 para continuar la campaña.,88567,4,0,117
200,Consigue renombre 11 para continuar la campaña.,86972,5,0,117
201,Consigue renombre 13 para continuar la campaña.,86975,6,0,117
202,Consigue renombre 17 para continuar la campaña.,86979,7,0,117
203,Consigue renombre 20 para continuar la campaña.,86982,8,0,117
204,"Completa el capítulo ""Enfocando la Mirada"" de Cadenas de Dominación para continuar esta campaña.",92548,2,0,115
205,Consigue renombre 5 para continuar la campaña.,88562,3,0,115
206,Consigue renombre 8 para continuar la campaña.,88566,4,0,115
207,Consigue renombre 11 para continuar la campaña.,86973,5,0,115
208,Consigue renombre 13 para continuar la campaña.,86976,6,0,115
209,Consigue renombre 17 para continuar la campaña.,86980,7,0,115
210,Consigue renombre 20 para continuar la campaña.,86983,8,0,115
211,"Continúa la campaña aceptando la misión ""Prisión de los Olvidados"" en Las Fauces.",88895,1,0,117
212,"Continúa la campaña aceptando la misión ""Prisión de los Olvidados"" en Las Fauces.",88895,1,0,113
213,"Continúa la campaña aceptando la misión ""Prisión de los Olvidados"" en Las Fauces.",88895,1,0,115
214,"Continúa la campaña aceptando la misión ""Prisión de los Olvidados"" en Las Fauces.",88895,1,0,119
215,,0,0,0,111
216,,88933,0,0,124
217,,89130,1,0,114
218,,89131,2,0,114
221,Consigue renombre 20 para continuar la campaña.,86984,8,0,113
240,Rescata a Laurent del Distrito de las Ascuas para continuar la campaña.,88026,10,0,113
246,Completa la campaña de tu curia para continuar esta campaña.,92551,0,0,138
247,Consigue renombre 44 para continuar la campaña.,92797,1,0,138
248,Consigue renombre 47 para continuar la campaña.,91334,2,0,138
249,Consigue renombre 50 para continuar la campaña.,91335,3,0,138
250,"Completa la misión ""El prisionero del Torreón del Alba"" en Revendreth para seguir la campaña.",96305,4,0,138
251,Consigue renombre 52 para continuar la campaña.,91336,5,0,138
252,Consigue renombre 56 para continuar la campaña.,91337,6,0,138
253,Consigue renombre 22 para continuar la campaña.,86216,9,0,119
254,Consigue renombre 22 para continuar la campaña.,86989,9,0,115
255,Consigue renombre 22 para continuar la campaña.,86988,9,0,117
256,Vuelve más tarde para ver qué ha planeado Bolvar.,95984,0,0,158
257,Vuelve más tarde para ver qué ha planeado Bolvar.,95985,1,0,158
258,Vuelve más tarde para ver qué ha planeado Bolvar.,95986,2,0,158
259,Vuelve más tarde para ver qué ha planeado Bolvar.,95987,3,0,158
261,Consigue renombre 58 para continuar la campaña.,91338,7,0,138
266,,102816,0,0,189
269,,103531,0,0,174
271,,103529,1,0,174
272,,103530,2,0,174
273,,103799,0,0,165
277,,103948,0,0,199
279,Alcanza el nivel de renombre 11 con los Colmillarr de Iskaara para continuar la historia.,34450,0,0,194
280,Alcanza el nivel de renombre 13 con la Expedición Dragontina para continuar la historia.,34450,0,0,197
281,Alcanza el nivel de renombre 24 con la Expedición Dragontina para continuar la historia.,34450,1,0,197
282,Alcanza el nivel de renombre 19 con el Acuerdo de Valdrakken para continuar la historia.,99211,0,0,190
285,El contenido no está disponible en la beta actualmente.,34450,2,0,197
286,El contenido no está disponible en la beta actualmente.,34450,1,0,194
289,,78570,0,0,118
307,"Acepta la misión ""Siempre firme"" del soldado Cole para continuar la campaña.",108912,0,1,212
318,Los exploradores buscan otra buena posición en Zandalar.|n|nAlcanza el nivel 114 para continuar.,62173,0,0,1
319,Los exploradores buscan azerita para financiar la campaña.|n|nAlcanza el nivel 116 para continuar.,62174,1,0,1
320,,108981,1,0,215
322,,109025,2,0,215
323,Los exploradores buscan otra buena posición en Kul Tiras.|n|nAlcanza el nivel 114 para continuar.,62184,0,0,2
324,Los exploradores buscan azerita para financiar la campaña.|n|nAlcanza el nivel 48 para continuar.,62185,1,0,2
345,,109197,1,0,216
346,,109200,2,0,216
350,,109223,3,0,216
351,,109640,4,0,216
352,,109651,0,0,217
353,,109679,5,0,216
354,,109791,0,1,218
355,,109813,0,1,222
356,,109651,0,0,223
357,,109197,1,0,225
358,,109200,2,0,225
359,,109223,3,0,225
360,,110188,4,0,225
361,,109679,5,0,225
362,,109866,1,0,226
363,,109868,2,0,226
364,,110020,0,0,216
365,,110020,0,0,225
374,,119768,0,0,247
375,,119784,1,0,247
376,,119786,2,0,247
378,,119802,3,0,247
379,,119938,1,0,246
380,,119768,0,0,248
381,,119784,1,0,248
382,,119786,2,0,248
383,,119802,3,0,248
384,,119916,1,0,249
385,,119918,2,0,249
386,,119921,3,0,249
387,,119922,4,0,249
388,,119923,5,0,249
389,,119924,6,0,249
390,,119925,7,0,249
391,,119927,8,0,249
392,,119928,9,0,249
393,,119929,10,0,249
394,,119930,11,0,249
395,,119805,2,0,246
396,,119939,3,0,246
397,,119940,4,0,246
398,,119942,5,0,246
399,,119941,6,0,246
400,,119937,7,0,246
401,,119936,8,0,246
402,,119935,9,0,246
403,,119934,10,0,246
404,,119932,11,0,246
405,,119951,0,0,250
406,,119951,0,0,251
408,,119968,0,0,252
409,,119969,0,0,253
410,,119969,0,0,254
412,Alcanza el nivel 80 para continuar la campaña.,127956,0,0,240
414,,119967,0,0,246
415,,119967,0,0,249
419,,123559,0,0,256
420,,123560,1,0,256
421,,123561,2,0,256
425,,124973,0,1,215
426,,124976,0,1,226
427,Espera a recibir noticias de Alleria Brisaveloz.,34450,1,0,240
428,Espera a recibir noticias de Alleria Brisaveloz.,34450,2,0,240
430,Completa la campaña de The War Within para empezar.,34450,0,0,265
431,Completa la campaña de Sombras persistentes para empezar.,34450,1,0,265
433,Alcanza el rango de renombre 4 con las facciones de renombre de The War Within para continuar la campaña.,127075,3,0,240
434,Habla con Khadgar en Dalaran para partir hacia Khaz Algar.,127637,1,0,235
435,Espera a recibir noticias de Alleria Brisaveloz.,127958,4,0,240
436,Espera a recibir noticias de Alleria Brisaveloz.,127960,5,0,240
437,Espera a recibir noticias de Alleria Brisaveloz.,127961,6,0,240
441,Espera a recibir noticias de Khadgar.,34450,2,0,265
445,,132762,0,0,235
446,,132761,0,0,201
449,Espera a que Renzik convenza a Gazlowe.,135473,0,0,264
451,Continúa la campaña de la sede de clase de tu clase para empezar la campaña de Azsuna.,136286,0,1,275
452,Continúa la campaña de la sede de clase de tu clase para empezar la campaña de Val'sharah.,136286,0,1,277
453,Continúa la campaña de la sede de clase de tu clase para empezar la campaña de Tormenheim.,136286,0,1,280
454,Continúa la campaña de la sede de clase de tu clase para empezar la campaña de Monte Alto.,136286,0,1,278
455,Continúa o abandona la campaña de Monte Alto antes de comenzar la de Azsuna.,136338,1,1,275
456,Continúa o abandona la campaña de Tormenheim antes de comenzar la de Azsuna.,136340,2,1,275
457,Continúa o abandona la campaña de Val'sharah antes de comenzar la de Azsuna.,136337,3,1,275
458,Continúa o abandona la campaña de Azsuna antes de comenzar la de Val'sharah.,136339,1,1,277
459,Continúa o abandona la campaña de Monte Alto antes de comenzar la de Val'sharah.,136338,2,1,277
460,Continúa o abandona la campaña de Tormenheim antes de comenzar la de Val'sharah.,136340,3,1,277
461,Continúa o abandona la campaña de Azsuna antes de comenzar la de Tormenheim.,136339,1,1,280
462,Continúa o abandona la campaña de Monte Alto antes de comenzar la de Tormenheim.,136338,2,1,280
463,Continúa o abandona la campaña de Val'sharah antes de comenzar la de Tormenheim.,136337,3,1,280
464,Continúa o abandona la campaña de Azsuna antes de comenzar la de Monte Alto.,136339,1,1,278
465,Continúa o abandona la campaña de Tormenheim antes de empezar la de Monte Alto.,136340,2,1,278
466,Continúa o abandona la campaña de Val'sharah antes de empezar la de Monte Alto.,136337,3,1,278
467,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,286
469,"Completa la misión ""Unir las Islas"" en Dalaran.",136860,0,1,290
470,Continúa la campaña del Ocaso de la Legión para desbloquear la campaña de Sombras de Argus.,136942,0,1,291
472,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,292
473,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,293
474,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,294
475,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,295
476,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,296
477,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,297
478,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,298
479,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,299
480,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,1,0,300
481,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,3,0,301
482,"Completa la misión ""Ocaso de la Legión"" en Dalaran para continuar la campaña.",136470,2,0,302
509,Vuelve al Oasis esta semana.,137010,0,0,283
510,Vuelve al Oasis la próxima semana.,137012,1,0,283
511,Vuelve al Oasis esta semana.,137013,2,0,283
512,Vuelve al Oasis la próxima semana.,137014,3,0,283
513,Vuelve al Oasis esta semana.,137024,4,0,283
514,Vuelve al Oasis la próxima semana.,137025,5,0,283
515,Vuelve al Oasis esta semana.,137056,6,0,283
538,"Continúa la campaña aceptando la misión ""Paraíso perdido"" en el mapa de exploración de la sede de tu clase.",137883,4,0,275
539,"Continúa la campaña aceptando la misión ""El bosque tranquilo"" en el mapa de exploración de la sede de tu clase.",137907,4,0,277
540,"Continúa la campaña aceptando la misión ""La montaña solitaria"" en el mapa de exploración de la sede de tu clase.",137908,4,0,278
541,"Continúa la campaña aceptando la misión ""Tormenheim"" en el mapa de exploración de la sede de tu clase.",137909,4,0,280
542,La primera arcanista Thalyssra se está marchitando. Aliméntala con maná antiguo en Shal'Aran para continuar la campaña.,137945,0,0,288
543,El telemántico jefe Oculeth se está marchitando. Aliméntalo con maná antiguo en Shal'Aran para continuar la campaña.,137946,1,0,288
544,"Entra en la Ciudad de Suramar y utiliza la facultad ""Mascarada "" para disfrazarte.",137947,3,0,288
545,La arcanista Valtrois se está marchitando. Aliméntala con maná antiguo en Shal'Aran para continuar la campaña.,137950,2,0,288
546,Entra en Baldío Antoran para continuar la campaña.,137951,1,0,291
547,Continúa la campaña de la sede de tu clase para continuar la campaña del Ocaso de la Legión.,137965,1,1,290
548,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,286
549,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,302
550,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,4,0,301
551,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,2,0,300
552,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,299
553,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,298
554,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,297
555,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,296
556,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,295
557,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,294
558,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,293
559,"Completa la misión ""Campeones del Ocaso de la Legión"" en la Costa Abrupta para continuar la campaña.",137966,3,0,292
561,Espera a que tus aliados se reúnan para enfrentaros a la Guardia de las Sombras.,138189,0,0,311
575,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,286
576,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,298
577,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,296
578,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,294
579,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,295
580,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,292
581,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,299
582,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,297
583,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,293
584,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,300
585,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,1,1,301
586,Llega al nivel 30 para continuar la campaña de la sede de tu clase.,143528,0,1,302
588,Consulta el tomo de historia en Valdrakken.,5703,0,0,323
591,"Empieza la misión ""El futuro del Martillo Vil"" y elige a tu adalid para continuar con la campaña.",147290,0,1,301
596,"Completa la cadena de misiones ""Una reunión con Minn'da"" de la campaña ""Visiones de un sol ensombrecido"" para continuar esta campaña.",147463,0,0,271
602,"Completa la cadena de misiones ""Los caminos a seguir"" de la campaña ""Visiones de un sol ensombrecido"" para continuar esta campaña.",147863,1,0,271
603,,148221,1,1,297
604,,148221,1,1,286
605,,148221,1,1,292
606,,148221,1,1,293
607,,148221,1,1,294
608,,148221,1,1,295
609,,148221,1,1,296
610,,148221,1,1,298
611,,148221,1,1,299
613,,148221,2,1,301
614,,148221,1,1,302
622,,150842,3,0,256
