ID,Name_lang,GameType_lang,ShortDescription_lang,LongDescription_lang,InstanceType,MinLevel,MaxLevel,RatedPlayers,MinPlayers,MaxPlayers,GroupsAllowed,MaxGroupSize,HolidayWorldState,Flags,IconFileDataID,Required_Player_Condition_ID
816,Caduta di Grigiomanto,,,,4,10,80,5,0,5,1,5,0,8,1389175,0
844,Arena di Spinaguzza,,,,4,10,80,5,0,5,1,5,0,8,460861,0
846,Battaglia per Gilneas (Vecchia Mappa),Rissa,,,3,0,0,10,5,10,1,5,0,33,460871,0
847,Inverno del Bacino d'Arathi,Rissa,,,3,50,80,10,8,15,1,5,0,32,136322,0
848,Bacino d'Arathi - Prova IA,,,,3,0,0,10,8,15,1,15,12812,1,0,0
849,Schiacciate a Ventotetro,Rissa,,,3,50,80,10,8,15,1,5,0,32,875925,0
853,Resa dei Conti degli Shandaren,Rissa,,,4,50,80,5,0,5,1,5,0,96,0,0
856,[TEMP] RaceTrackBG,Dominio,,,3,0,0,10,5,10,1,5,0,1,875925,0
857,Battaglia per il Massiccio Roccianera,,,,3,0,0,0,2,2,1,2,0,33,136326,0
858,Scempio di Kotmogu,Rissa,,,3,50,80,10,1,10,1,5,0,32,791651,0
859,Anomalia Gravitazionale,Rissa,,,3,50,80,15,8,15,1,5,0,32,525912,0
860,Schiacciate a Ventotetro,Rissa,,,3,50,80,10,8,15,1,5,0,32,875925,0
861,Zuffa dei Cantaguerra,Rissa,,,3,50,80,10,5,10,1,5,0,32,136365,0
862,Occhio del Corno,Rissa,,,3,50,80,15,8,15,1,5,0,32,525912,0
866,Tutte le Arene,Rissa,,,4,50,80,5,8,15,1,5,0,96,525915,0
868,Rovine di Lordaeron,,,,3,50,80,5,0,15,1,5,0,96,460869,0
869,Fogne di Dalaran,,,,3,50,80,5,0,15,1,5,0,96,460862,0
870,Arena Tol'viron,,,,3,50,80,5,0,15,1,5,0,96,791652,0
871,Picco della Tigre,,,,3,50,80,5,0,15,1,5,0,96,875926,0
872,Arena del Forte Corvonero,,,,3,50,80,5,0,15,1,5,0,96,1389174,0
873,Arena di Nagrand,,,,3,50,80,5,0,15,1,5,0,96,460867,0
874,Caduta di Grigiomanto,,,,3,50,80,5,0,15,1,5,0,96,1389175,0
875,Arena di Spinaguzza,,,,3,50,80,5,0,15,1,5,0,96,460861,0
878,Forra dei Cantaguerra - Prova IA,,,,3,0,0,10,5,10,1,10,0,1,0,0
879,Sei di Sei,Rissa,,,3,50,80,6,5,6,1,6,0,32,0,0
880,Bacino d'Arathi,Rissa,,,3,50,80,6,6,6,1,6,0,32,0,0
881,Scavi di Ventotetro,Rissa,,,3,50,80,6,6,6,1,6,0,32,0,0
882,Occhio del Ciclone,Rissa,,,3,50,80,6,6,6,1,6,0,32,0,0
883,Miniere di Cupargento,Rissa,,,3,50,70,6,6,6,1,6,0,32,0,0
884,Tempio di Kotmogu,Rissa,,,3,50,70,6,6,6,1,6,0,32,0,0
885,Battaglia per Gilneas,Rissa,,,3,50,80,6,6,6,1,6,0,32,0,0
886,Forra dei Cantaguerra,Rissa,,,3,50,80,6,6,6,1,6,0,32,0,0
887,Cucina Impossibile,,,,3,50,80,10,5,10,1,5,0,32,875925,0
890,Spiaggia Ribollente,Dominio,,,3,0,0,10,8,15,1,5,0,1,875925,0
893,8.0 BG Temp,Dominio,,,3,0,0,10,8,15,1,5,0,1,875925,0
894,Spiaggia Ribollente,Gara di risorse,,,3,40,80,10,5,10,1,5,0,24,1864730,0
897,Presidio della Pesca,,,,4,10,80,5,0,5,1,5,0,8,0,0
901,Campo di battaglia casuale epico,,,,3,20,80,0,5,40,1,5,0,0,0,0
903,Mugambala,,,,4,10,80,5,0,5,1,5,0,8,0,0
904,Rissa - Tutte le Arene,,,,4,50,80,3,3,3,1,3,0,32,525915,0
1014,Forra dei Cantaguerra,Cattura la bandiera,,,3,10,80,10,5,10,1,5,1942,24,136365,0
1017,Battaglia per Lungoinverno,Campo di battaglia epico,,,3,20,80,25,10,40,1,5,0,152,136324,0
1018,Bacino d'Arathi,Dominio,,,3,10,80,10,8,15,1,5,1943,24,136322,0
1019,Picchiaduro del Bacino d'Arathi,,,,3,0,0,15,1,15,1,15,0,0,0,0
1020,Ashran,Campo di battaglia epico,,,3,20,80,35,10,35,1,5,0,152,1398842,0
1021,Ashran classica,Campo di battaglia infinito epico,,,3,20,80,25,10,25,1,5,1941,40,1398842,0
1022,Bacino d'Arathi,Rissa,,,3,50,80,10,8,15,1,5,0,32,136322,0
1025,Robodromo,,,,4,20,80,5,0,5,1,5,0,8,0,0
1029,Campo di battaglia casuale,,,,3,10,60,25,5,40,1,5,0,1,525915,0
1030,Battaglia per Lungoinverno,Campo di battaglia epico,,,3,50,80,25,10,40,1,5,0,32,136324,0
1031,Mappa dei Programmatori - Campo di Battaglia,,,,3,0,0,0,1,20,0,0,0,0,0,0
1033,Vendetta di Korrak,Evento a tempo limitato,,,3,20,80,25,10,40,1,40,1941,32,136324,0
1036,,,,,3,0,0,40,10,40,1,5,0,1,0,0
1037,Scavi di Ventotetro,Dominio,,,3,40,80,10,8,15,1,5,0,24,875925,0
1039,Scavi di Ventotetro,Dominio,,,3,50,80,10,8,15,1,5,0,32,875925,0
1041,Dominio Empireo,,,,4,60,80,5,0,5,1,5,0,8,0,0
1047,Mugambala,,,,4,50,80,5,0,15,1,5,0,32,0,0
1048,Robodromo,,,,4,50,80,5,0,15,1,5,0,32,0,0
1049,Presidio della Pesca,,,,4,50,80,5,0,15,1,5,0,32,0,0
1050,Dominio Empireo,,,,4,50,80,5,0,15,1,5,0,32,0,0
1053,Mugambala,,,,4,10,80,6,6,6,0,3,0,76,0,0
1054,Caduta di Grigiomanto,,,,4,10,80,6,6,6,0,3,0,76,1389175,0
1055,Arena Tol'viron,,,,4,10,80,6,6,6,0,3,0,76,791652,0
1056,Robodromo,,,,4,10,80,6,6,6,0,3,0,76,0,0
1057,Picco della Tigre,,,,4,10,80,6,6,6,0,3,0,76,875926,0
1058,Rovine di Lordaeron,,,,4,10,80,6,6,6,0,3,0,76,460869,0
1059,Arena di Nagrand,,,,4,10,80,6,6,6,0,3,0,76,460867,0
1060,Presidio della Pesca,,,,4,10,80,6,6,6,0,3,0,76,0,0
1061,Dominio Empireo,,,,4,10,80,6,6,6,0,3,0,76,0,0
1062,Fogne di Dalaran,,,,4,10,80,6,6,6,0,3,0,76,460862,0
1063,Arena di Spinaguzza,,,,4,10,80,6,6,6,0,3,0,76,460861,0
1064,Arena del Forte Corvonero,,,,4,10,80,6,6,6,0,3,0,76,1389174,0
1065,Tutte le Arene,,,,4,60,80,6,6,6,0,1,0,76,525915,0
1066,Colosseo di Maldraxxus,,,,4,20,80,5,0,5,1,5,0,8,3759934,0
1068,Arena dell'Enigma,,,,4,60,60,5,0,5,1,5,0,9,0,0
1070,Rovine di Lordaeron,,,,3,50,80,5,0,15,1,5,0,96,460869,0
1071,Colosseo di Maldraxxus,,,,4,10,80,6,6,6,0,3,0,76,3759934,0
1075,Detonazione Ventotetro,Rissa,,,3,50,80,10,8,15,1,5,0,32,875925,0
1076,Crogiolo dell'Enigma,,,,4,60,80,5,0,5,1,5,0,8,525915,0
1077,Crogiolo dell'Enigma,,,,4,60,80,0,0,6,0,1,0,76,0,0
1088,Arena d'Addestramento di Nokhudon,,,,4,61,80,5,0,5,1,5,0,8,0,0
1092,Arena d'Addestramento di Nokhudon,,,,4,61,80,6,6,6,1,3,0,76,0,0
1094,Tutte le Arene,,,,4,20,80,5,0,5,1,3,0,0,525915,0
1095,Tutte le Arene,,,,4,20,80,5,0,5,1,3,0,0,525915,0
1096,Tutte le Arene,,,,4,20,80,5,0,5,1,3,0,0,525915,0
1101,Blitz nel Campo di Battaglia,,,,3,60,80,8,6,8,1,2,0,776,136324,0
1102,Forra dei Cantaguerra,Rissa,,,3,60,80,8,6,8,1,2,0,520,136365,0
1103,Picchi Gemelli,Rissa,,,3,60,80,8,6,8,1,2,0,520,525913,0
1104,Battaglia per Gilneas,Rissa,,,3,60,80,8,6,8,1,2,0,520,460871,0
1105,Miniere di Cupargento,Rissa,,,3,60,80,8,6,8,1,2,0,520,791650,0
1106,Tempio di Kotmogu,Rissa,,,3,60,80,8,6,8,1,2,0,520,791651,0
1107,Occhio del Ciclone,Rissa,,,3,60,80,8,6,8,1,2,0,520,460625,0
1108,Bacino d'Arathi,Rissa,,,3,60,80,8,6,8,1,2,0,520,136322,0
1109,Scavi di Ventotetro,Rissa,,,3,60,80,8,6,8,1,2,0,520,875925,0
1110,Gola Cavafonda,Carico,,,3,19,80,10,5,10,1,5,0,24,6031736,0
1111,Nel Vivo della Battaglia,Rissa,,,3,50,70,6,6,6,1,3,0,96,0,0
1112,Arena d'Addestramento di Nokhudon,,,,4,61,70,6,6,6,1,3,0,104,0,0
1117,Gabbia della Carneficina,,,,4,61,80,5,0,5,1,5,0,8,0,0
1118,Gola Cavafonda,Rissa,,,3,60,80,8,6,8,1,2,0,520,460625,0
1123,Gabbia della Carneficina,,,,4,71,80,6,6,6,0,3,0,12,0,0
1134,Gabbia della Carneficina,,,,4,10,80,5,0,5,1,5,0,8,460867,0
1142,Arena Tol'viron,,,,4,50,80,5,0,15,1,5,0,96,791652,0
