String_lang,ID,Flags
"Il Generale deve considerarti ""Complice"".",1011,1
"La Tessitrice deve considerarti ""Collaboratore"".",1012,1
"La Tessitrice deve considerarti ""Favoreggiatore"".",1013,1
"La Tessitrice deve considerarti ""Istigatore"".",1014,1
"La Tessitrice deve considerarti ""Cospiratore"".",1015,1
"Il Visir deve considerarti ""Conoscente"".",1016,1
"Il Visir deve considerarti ""Socio"".",1017,1
"Il Visir deve considerarti ""Complice"".",1018,1
"Il Visir deve considerarti ""Collaboratore"".",1019,1
"Il Visir deve considerarti ""Favoreggiatore"".",1020,1
"Il Visir deve considerarti ""Istigatore"".",1021,1
"Il Visir deve considerarti ""Cospiratore"".",1022,1
"Il Visir deve considerarti ""Orchestratore"".",1023,1
"Il Generale deve considerarti ""Orchestratore"".",1024,1
Devi acquistare altri Schianti del Tuono,1025,1
Richiede il talento $@spellname120517,1026,0
Richiede il talento $@spellname73325,1027,0
Richiede il talento $@spellname121536,1028,0
Richiede il talento $@spellname374348,1029,0
Richiede il talento $@spellname367226,1030,0
Richiede il talento $@spellname370553,1031,0
Richiede il talento $@spellname6343,1032,0
Richiede il talento $@spellname46968,1033,0
Richiede il talento $@spellname29725,1034,0
Richiede il talento $@spellname227847,1036,0
Richiede il talento $@spellname265187,1037,0
Richiede il talento $@spellname1122,1038,0
Richiede il talento $@spellname108558,1039,0
Richiede il talento $@spellname386997,1041,0
Richiede il talento $@spellname375982,1042,0
Richiede il talento $@spellname200071 o il talento $@spellname73685,1043,0
Richiede il talento $@spellname51564,1044,0
Richiede il talento $@spellname79206,1045,0
Richiede il talento $@spellname210689,1046,0
Richiede il talento $@spellname6343 e il talento $@spellname107574,1047,0
Richiede il talento $@spellname108416,1049,0
Richiede il talento $@spellname107570,1050,0
Richiede il talento $@spellname3411,1051,0
Richiede il talento $@spellname268358,1052,0
Richiede il talento $@spellname4584,1053,0
Richiede il talento $@spellname106898,1054,0
Richiede il talento $@spellname274837,1055,0
Richiede il talento $@spellname80313,1056,0
Richiede il talento $@spellname202770 o il talento $@spellname274281,1057,0
Richiede il talento $@spellname204066,1058,0
Richiede il talento $@spellname203964,1059,0
Richiede il talento $@spellname102401,1060,0
Richiede il talento $@spellname205636,1061,0
Richiede il talento $@spellname102693,1062,0
Richiede il talento $@spellname392356,1063,0
Richiede il talento $@spellname390378 o il talento $@spellname450184,1064,0
Richiede il talento $@spellname102793,1065,0
Richiede il talento $@spellname194878,1066,0
Richiede il talento $@spellname279302,1067,0
Richiede il talento $@spellname42650,1068,0
Richiede il talento $@spellname232893,1070,0
Richiede il talento $@spellname179057,1071,0
Richiede il talento $@spellname360194,1072,0
Richiede il talento $@spellname382245,1073,0
Richiede il talento $@spellname57934,1074,0
Richiede il talento $@spellname381988,1075,0
Richiede il talento $@spellname359844,1076,0
Richiede il talento $@spellname288613,1077,0
Richiede il talento $@spellname19574,1078,0
Richiede il talento $@spellname360952,1079,0
Richiede il talento $@spellname153561,1080,0
Richiede il talento $@spellname153595,1081,0
Richiede il talento $@spellname342245,1082,0
Richiede il talento $@spellname389713,1083,0
Richiede il talento $@spellname382440,1084,0
Richiede il talento $@spellname55342,1085,0
Richiede il talento $@spellname365350,1086,0
Richiede il talento $@spellname12472,1087,0
Richiede il talento $@spellname190319,1088,0
Richiede il talento $@spellname384581,1089,0
Richiede il talento $@spellname2948,1090,0
Richiede il talento $@spellname157980,1091,0
Requires $@spellname399491 talent,1092,0
Requires $@spellname388917 talent,1093,0
Requires $@spellname322118 talent or $@spellname325197 talent,1094,0
Requires $@spellname123904 talent,1095,0
Requires $@spellname457397 talent,1096,0
Requires $@spellname451505 talent,1097,0
Requires $@spellname388193 talent,1098,0
Requires $@spellname322507 talent,1099,0
Requires $@spellname123986 talent or $@spellname450391 talent,1100,0
Requires $@spellname116841 talent,1101,0
Requires $@spellname255937 talent,1102,0
Requires $@spellname114165 talent or $@spellname148039 talent,1103,0
Requires $@spellname384376 talent,1104,0
Requires $@spellname53595 talent or $@spellname204019 talent,1105,0
Requires $@spellname387174 talent,1106,0
Requires $@spellname375576 talent,1107,0
Requires $@spellname6940 talent,1108,0
Requires $@spellname190784 talent,1109,0
