Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Sable de hielo moteado,|cFFFFD200Vendedor: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,"El feroz apetito de esta robusta montura le ganó el apodo de ""barriga de dragón"" en el idioma elfo de la noche.",31,230,0,2,10789,0,0,4,0,0
Tigre,|cFFFFD200Legado|r,,32,230,64,5,10790,0,0,4,0,0
Sable de la noche rayado,|cFFFFD200Vendedor: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Considerados como unos de los depredadores más perfectos de Azeroth, estas ágiles bestias pueden correr sobre densos bosques sin hacer ni un solo ruido.",34,230,0,2,10793,0,0,4,0,0
Raptor de marfil,|cFFFFD200Legado|r,Producto de la cruza del más feroz ganado existente. Se garantiza que no muerde (mucho).,35,230,64,2,10795,0,0,4,0,0
Raptor de turquesa,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Producto de la cruza del más feroz ganado existente. Se garantiza que no muerde (mucho).,36,230,0,2,10796,0,0,4,0,0
Raptor violeta,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Producto de la cruza del más feroz ganado existente. Se garantiza que no muerde (mucho).,38,230,0,2,10799,0,0,4,0,0
Mecazancudo rojo,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Los exotrazadores terradinámicos están unidos por un escáner hidráulico con los potenciadores de equilibrio... -Binjy Plumasilba,39,230,0,2,10873,0,0,4,0,0
Mecazancudo azul,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Los exotrazadores terradinámicos están unidos por un escáner hidráulico con los potenciadores de equilibrio... -Binjy Plumasilba,40,230,0,2,10969,0,0,4,0,0
Caballo de guerra,|cFFFFD200Paladín|r|n,Entrenado para mantenerse firme y honesto en combate.,41,230,4,1,13819,27943,0,4,0,0
Mecazancudo blanco modelo B,|cFFFFD200Legado|r,"Obligados a retirar el modelo del mercado tras muchas quejas de un ""acelerador incontrolable"", los gnomos ingenieros ahora se refieren a un error de prototipo como ""modelo B"".",42,230,64,2,15779,0,0,4,0,0
Mecazancudo verde,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Los exotrazadores terradinámicos están unidos por un escáner hidráulico con los potenciadores de equilibrio... -Binjy Plumasilba,43,230,64,2,15780,0,0,4,0,0
Sable de la noche negro,|cFFFFD200Legado|r,"Considerados como unos de los depredadores más perfectos de Azeroth, estas ágiles bestias pueden correr sobre densos bosques sin hacer ni un solo ruido.",45,230,64,2,16055,0,0,4,0,0
Sable de hielo anciano,|cFFFFD200Legado|r,La falta de marcas y rayas hacen de esta bestia uno de los descendientes más antiguos del linaje sable de hielo.,46,230,64,2,16056,0,0,4,0,0
Lobo rojo,|cFFFFD200Legado|r,Casi no queda ninguno en todo Azeroth; Solo los más experimentados podrán ver uno.,50,230,64,2,16080,0,0,4,0,0
Lobo ártico,|cFFFFD200Legado|r,"Una vez creído casi extinto, este lobo aún se puede ver ocasionalmente en compañía de algunos veteranos de la Horda.",51,230,64,0,16081,0,0,4,0,0
Palomino,|cFFFFD200Legado|r,Los nobles humanos han favorecido por mucho tiempo a esta majestuosa raza por su hermoso pelaje dorado y su blanca y larga melena.,52,230,64,2,16082,0,0,4,0,0
Semental blanco,|cFFFFD200Legado|r,El firme y poderoso corcel blanco aparece frecuentemente en los antiguos mitos de las tribus humanas.,53,230,64,2,16083,0,0,4,0,0
Raptor rojo jaspeado,|cFFFFD200Legado|r,Producto de la cruza del más feroz ganado existente. Se garantiza que no muerde (mucho).,54,230,64,2,16084,0,0,4,0,0
Sable de hielo de Cuna del Invierno,|cFFFFD200Misión: |rCrecen tan deprisa|n|cFFFFD200Zona: |rCuna del Invierno,"Adiestrar a esta raza salvaje requiere de paciencia, fuerza y una gran reserva de ratones falsos y cuerda.",55,230,4,1,17229,0,0,4,0,0
Raptor de marfil,|cFFFFD200Legado|r,Producto de la cruza del más feroz ganado existente. Se garantiza que no muerde (mucho).,56,230,64,2,17450,0,0,4,0,0
Mecazancudo verde,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Los exotrazadores terradinámicos están unidos por un escáner hidráulico con los potenciadores de equilibrio... -Binjy Plumasilba,57,230,0,2,17453,0,0,4,0,0
Mecazancudo sin pintar,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Los exotrazadores terradinámicos están unidos por un escáner hidráulico con los potenciadores de equilibrio... -Binjy Plumasilba,58,230,0,2,17454,0,0,4,0,0
Mecazancudo azul hielo modelo A,|cFFFFD200Legado|r,"Esta pieza histórica de ingeniería gnómica fue forzada a retirarse debido a su ""delicado"" giroscómetro.",62,230,64,2,17459,0,0,4,0,0
Carnero de escarcha,|cFFFFD200Legado|r,"No he visto esta raza en años, pero si son tan fuertes como un carnero, entonces son duraderos. -Veron Semperámbar",63,230,64,2,17460,0,0,4,0,0
Carnero negro,|cFFFFD200Legado|r,"No he visto esta raza en años, pero si son tan fuertes como un carnero, entonces son duraderos. -Veron Semperámbar",64,230,64,2,17461,0,0,4,0,0
Caballo esquelético rojo,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los renegados creen que sin un propósito, incluso las bestias de carga sufren en la no muerte.",65,230,0,2,17462,0,0,4,0,0
Caballo esquelético azul,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los renegados creen que sin un propósito, incluso las bestias de carga sufren en la no muerte.",66,230,0,2,17463,0,0,4,0,0
Caballo esquelético marrón,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los renegados creen que sin un propósito, incluso las bestias de carga sufren en la no muerte.",67,230,0,2,17464,0,0,4,0,0
Caballo de guerra esquelético verde,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Cuando los héroes caídos se levantan como no muertos, también lo hacen sus caballos.",68,230,0,2,17465,0,0,4,0,0
Destrero de la muerte de Osahendido,|cFFFFD200Botín:|r Lord Aurius Osahendido|n|cFFFFD200Ubicación:|r Stratholme,"Cuando el Barón Osahendido se convirtió en campeón de la Plaga, condenó a su caballo favorito a unirse a él en la no-muerte.",69,230,0,0,17481,0,0,4,0,0
Kodo de montar,|cFFFFD200Legado|r,"El kodo es la base de nuestra gente. Donde vaya la Horda, ya sea en comercio, establecimiento o guerra, encontrarás al poderoso kodo. -Harb Garrapezuña",70,230,64,2,18363,0,0,4,0,0
Kodo gris,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"El kodo es la base de nuestra gente. Donde vaya la Horda, ya sea en comercio, establecimiento o guerra, encontrarás al poderoso kodo. -Harb Garrapezuña",71,230,0,2,18989,0,0,4,0,0
Kodo marrón,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"El kodo es la base de nuestra gente. Donde vaya la Horda, ya sea en comercio, establecimiento o guerra, encontrarás al poderoso kodo. -Harb Garrapezuña",72,230,0,2,18990,0,0,4,0,0
Kodo verde,|cFFFFD200Legado|r,"Un miembro alfa de la manada, este kodo es un gran ejemplo de las poderosas criaturas que retumban a través de Desolace.",73,230,64,2,18991,0,0,4,0,0
Kodo azulado,|cFFFFD200Legado|r,"El kodo es la base de nuestra gente. Donde vaya la Horda, ya sea en comercio, establecimiento o guerra, encontrarás al poderoso kodo. -Harb Garrapezuña",74,230,64,2,18992,0,0,4,0,0
Corcel de guerra negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Entrenando para soportar brutales combates mano a mano en los más feroces campos de batalla.,75,230,0,2,22717,0,0,4,0,0
Kodo de guerra negro,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Criados por los maestros de establos de Kor'kron por su comportamiento agresivo e impredecible, el fuerte bramido de los kodos de guerra negros significa que pronto se derramará sangre.",76,230,0,2,22718,0,0,4,0,0
Zancudo de batalla negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Un gnomo apropiadamente acelerado en batalla es algo terriblemente hermoso. -Manitas Mayor Mekkatorque,77,230,0,2,22719,0,0,4,0,0
Carnero de guerra negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Los enanos valoran a sus compañeros carneros por su arrojo para entrar en combate.,78,230,0,2,22720,0,0,4,0,0
Raptor de guerra negro,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Criado de la misma línea de despiadados raptores que engendraron a Ohgan y le trajeron la victoria al imperio Gurubashi.,79,230,0,2,22721,0,0,4,0,0
Caballo de guerra esquelético rojo,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Cuando los héroes caídos se levantan como no muertos, también lo hacen sus caballos.",80,230,0,2,22722,0,0,4,0,0
Tigre de guerra negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Al igual que sus distantes primos, los tigres son conocidos por sus garras afiladas como cuchillas, increíble agilidad y sus ganas de ser rascados por detrás de las orejas.",81,230,0,2,22723,0,0,4,0,0
Lobo de guerra negro,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Apreciado por los guardias de Orgrimmar por su agudo sentido del olfato.,82,230,0,2,22724,0,0,4,0,0
Corcel nefasto,|cFFFFD200Clase: |rBrujo,"PRECAUCIÓN: Solo se alimenta de energía vil, no manzanas. Odia las semillas.",83,230,0,1,23161,31504,0,4,0,0
Destrero,|cFFFFD200Paladín|r,Redimido por la Luz. Devoto a tu causa.,84,230,4,1,23214,27943,0,4,0,0
Sable de la niebla presto,|cFFFFD200Vendedor: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Algunos historiadores aseguran que el pelaje ligeramente gris de esta raza es el resultado de experimentos de antiguos altonatos realizados en sables de la noche.,85,230,0,2,23219,0,0,4,0,0
Sable de hielo presto,|cFFFFD200Vendedor:|r Lelanai|n|cFFFFD200Ubicación:|r Darnassus|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los elfos de la noche crían a los sable de hielo desde su infancia, formando vínculos de toda una vida entre jinete y bestia.",87,230,0,2,23221,0,0,4,0,0
Mecazancudo amarillo presto,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Hemos hecho muchas mejoras, pero aún se basan en los diseños de Mekkatorque. -Milli Plumasilba",88,230,0,2,23222,0,0,4,0,0
Mecazancudo blanco presto,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Hemos hecho muchas mejoras, pero aún se basan en los diseños de Mekkatorque. -Milli Plumasilba",89,230,0,2,23223,0,0,4,0,0
Mecazancudo verde presto,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Hemos hecho muchas mejoras, pero aún se basan en los diseños de Mekkatorque. -Milli Plumasilba",90,230,0,2,23225,0,0,4,0,0
Palomino presto,|cFFFFD200Vendedor: |rKatie Stokx|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Apreciado por criadores de caballos por su disciplina y constancia.,91,230,0,2,23227,0,0,4,0,0
Corcel blanco presto,|cFFFFD200Vendedor: |rKatie Stokx|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un veterano de algunas de las batallas más duras luchadas por la Cruzada Argenta.,92,230,0,2,23228,0,0,4,0,0
Corcel marrón presto,|cFFFFD200Vendedor: |rKatie Stokx|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un veterano de algunas de las batallas más duras luchadas por la Cruzada Argenta.,93,230,0,2,23229,0,0,4,0,0
Carnero marrón presto,|cFFFFD200Vendedor: |rVeron Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,El cráneo grueso y huesudo del carnero de Barak Tor'ol y sus masivos cuernos lo hacen la montura ideal para arremeter contra grupos de enemigos acorazados.,94,230,0,2,23238,0,0,4,0,0
Carnero gris presto,|cFFFFD200Vendedor: |rVeron Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,El cráneo grueso y huesudo del carnero de Barak Tor'ol y sus masivos cuernos lo hacen la montura ideal para arremeter contra grupos de enemigos acorazados.,95,230,0,2,23239,0,0,4,0,0
Carnero blanco presto,|cFFFFD200Vendedor: |rVeron Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,El cráneo grueso y huesudo del carnero de Barak Tor'ol y sus masivos cuernos lo hacen la montura ideal para arremeter contra grupos de enemigos acorazados.,96,230,0,2,23240,0,0,4,0,0
Raptor azul presto,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Viejos aliados de los trols, estos cazadores de la jungla crean un vínculo especial con sus amos. Se convierten en monturas, guardianes y amigos.",97,230,0,2,23241,0,0,4,0,0
Raptor oliva presto,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Viejos aliados de los trols, estos cazadores de la jungla crean un vínculo especial con sus amos. Se convierten en monturas, guardianes y amigos.",98,230,0,2,23242,0,0,4,0,0
Raptor naranja presto,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Viejos aliados de los trols, estos cazadores de la jungla crean un vínculo especial con sus amos. Se convierten en monturas, guardianes y amigos.",99,230,0,2,23243,0,0,4,0,0
Caballo de guerra esquelético morado,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Cuando los héroes caídos se levantan como no muertos, también lo hacen sus caballos.",100,230,0,2,23246,0,0,4,0,0
Gran kodo blanco,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un albino raro de la especie encontrado por primera vez en Desolace. Los centauros aseguran que un kodo blanco es un precursor de la destrucción.,101,230,0,2,23247,0,0,4,0,0
Gran kodo gris,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Un miembro alfa de la manada, este kodo es un gran ejemplo de las poderosas criaturas que retumban a través de Desolace.",102,230,0,2,23248,0,0,4,0,0
Gran kodo marrón,|cFFFFD200Vendedor:|r Harb Garrapezuña|n|cFFFFD200Ubicación:|r Mulgore|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Un miembro alfa de la manada, este kodo es un gran ejemplo de las poderosas criaturas que retumban a través de Los Baldíos del Norte.",103,230,0,2,23249,0,0,4,0,0
Lobo marrón presto,|cFFFFD200Vendedor: |rOgunaro Correlobo|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Uno no domestica a los lobos de la Horda, se hace amigo de ellos.",104,230,0,2,23250,0,0,4,0,0
Lobo gris presto,|cFFFFD200Vendedor: |rOgunaro Correlobo|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Uno no domestica a los lobos de la Horda, se hace amigo de ellos.",105,230,0,2,23251,0,0,4,0,0
Lobo grisáceo presto,|cFFFFD200Vendedor: |rOgunaro Correlobo|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Uno no domestica a los lobos de la Horda, se hace amigo de ellos.",106,230,0,2,23252,0,0,4,0,0
Sable de la tempestad presto,|cFFFFD200Vendedor: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Dicen que esta raza recibió su nombre del famoso archidruida Malfurion Tempestira.,107,230,0,2,23338,0,0,4,0,0
Aullador Lobo Gélido,|cFFFFD200Vendedor: |rJorek Ladohierro|n|cFFFFD200Zona: |rLaderas de Trabalomas|n|cFFFFD200Costo: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n,Criado en las Montañas de Alterac por el clan Lobo Gélido.,108,230,4,2,23509,0,0,4,0,0
Carnero de batalla Pico Tormenta,|cFFFFD200Vendedor: |rThanthaldis Brillaneve|n|cFFFFD200Zona: |rLaderas de Trabalomas|n|cFFFFD200Costo: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t,Los entrenadores de monturas del clan Pico Tormenta tienen la tradición de marcar sus nombres en el cuerno izquierdo de cada carnero de batalla que crían.,109,230,4,2,23510,0,0,4,0,0
Raptor Razzashi presto,|cFFFFD200Botín: |rSeñor sangriento Mandokir|n|cFFFFD200Ubicación: |rZul'Gurub,Se dice que los únicos raptor Razzashi conocidos estaban en custodia del Señor sangriento Mandokir en Zul'Gurub. Este tipo de raptor no se ha visto en muchos años.,110,230,64,0,24242,0,0,4,0,0
