ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
159,Emblema de reconocimiento,Aumenta %d p. tu reconocimiento con tu pacto.,0,0,3726261,5,0,1822
160,Prestigio de la Corte de Brasas,Aumenta la reputación de la Corte de Brasas un %d.,1,1000000,3641397,3,0,1837
161,Carta de agradecimiento perfumada de la Condesa,Aumenta tu amistad con la Condesa un %d.,1,1000000,1505932,3,0,1838
162,Nota de agradecimiento presurosamente escrita de Rendle,Aumenta tu amistad con Rendle y Garrotero un %d.,1,1000000,1505955,3,0,1839
163,Papiro con una gran huella de pulgar como aprobación,Aumenta tu amistad con Cefalopétreo un %d.,1,1000000,1505957,3,0,1840
164,Las 10 tesis de Kassir para el goce de una fiesta,Aumenta tu amistad con el guardián de criptas Kassir un %d.,1,1000000,134331,3,0,1841
165,Tarjeta de agradecimiento oficial de la baronesa Vashj,Aumenta tu amistad con la baronesa Vashj un %d.,1,1000000,133472,3,0,1842
166,Agradecimiento discreto y conciso de Mograine,Aumenta tu amistad con Alexandros Mograine un %d.,1,1000000,133473,3,0,1845
167,Nota de agradecimiento en el revés de un boleto de apuestas,Aumenta tu amistad con el gran maestro Vole un %d.,1,1000000,134329,3,0,1844
168,Nota de agradecimiento cubierta de baba,Aumenta tu amistad con el maestro de plagas Marileth un %d.,1,1000000,237246,3,0,1843
169,Un agradecimiento efusivo en un papiro formal,Aumenta tu amistad con Sika un %d.,1,1000000,1505958,3,0,1846
170,Nota de agradecimiento considerada de Pelagos,Aumenta tu amistad con Kleia y Pelegos un %d.,1,1000000,1505933,3,0,1847
171,Un agradecimiento frío y formal,Aumenta tu amistad con el polemarca Adrestes un %d.,1,1000000,1505935,3,0,1848
172,Un agradecimiento garabateado detrás de un plano medio terminado,Aumenta tu amistad con Mikanikos un %d.,1,1000000,134330,3,0,1849
173,Bellota brillante de Chufa,Aumenta tu amistad con Chufa un %d.,1,1000000,1052644,3,0,1850
174,Agradecimiento tallado con garras,Aumenta tu amistad con la droman Aliothe un %d.,1,1000000,442743,3,0,1851
175,Una misiva de agradecimiento de la capitana de los Cazadores,Aumenta tu amistad con la Capitana de los Cazadores Korayn un %d.,1,1000000,237247,3,0,1852
176,Una nota de agradecimiento encantada,Aumenta tu amistad con Lady Baya Lunar un %d.,1,1000000,237249,3,0,1853
182,Experiencia adicional,Aumenta significativamente los puntos de experiencia que obtiene el jugador.,1,9999999,1001982,3,0,1877
183,Mención de los Maestros de puntadas,Otorga %d p. de reputación con los Maestros de puntadas.,1,1000000,3622121,3,0,1878
184,Estudio sobre piedras de pecados,Aumenta %d p. tu reputación con los Declarados.,1,1000000,1506458,3,0,1884
185,Insignia de superviviente de las Fauces,Aumenta %d p. tu reputación con Ve'nari.,1,1000000,1362656,3,0,1880
186,Mención de la Avanzada de la Muerte,Otorga %d p. de reputación con la Avanzada de la Muerte.,1,1000000,4064729,3,0,1907
188,Volumen del Códice de los Archivistas,Aumenta un %d tu progreso con el Códice de los Archivistas.,1,1000000,442732,3,0,1997
189,Mención de los Iluminados,Otorga %d p. de reputación con los Iluminados.,1,1000000,4226232,3,0,1982
190,Alijo de suministros de las Islas Dragón,Contiene %d suministros valiosos que se usan para comerciar con las facciones de las Islas Dragón.,25,0,1518638,3,0,2003
191,Mención de los Colmillarr de Iskaara,Otorga %d p. de reputación con los Colmillarr de Iskaara.,1,1000000,4687629,3,0,2109
192,Mención de la Expedición Dragontina,Otorga %d p. de reputación con la Expedición Dragontina.,1,1000000,4687628,3,0,2031
193,Mención del Acuerdo de Valdrakken,Otorga %d p. de reputación con el Acuerdo de Valdrakken.,1,1000000,4687630,3,0,2106
194,Mención de los Centauros Maruuk,Otorga %d p. de reputación con los Centauros Maruuk.,1,1000000,4687627,3,0,2108
195,Arcana superior de la Asamblea Cobalto,Otorga %d p. de reputación con la Asamblea Cobalto.,26,1000000,132860,3,0,2134
196,Arcana moderada de la Asamblea Cobalto,Otorga %d p. de reputación con la Asamblea Cobalto.,10,25,132841,2,0,2134
197,Arcana inferior de la Asamblea Cobalto,Otorga %d p. de reputación con la Asamblea Cobalto.,1,9,237551,1,0,2134
198,Mención de los Olfatopos de Loamm,Otorga %d p. de reputación con los Olfatopos de Loamm.,1,1000000,5140835,3,0,2420
199,Mención de Soridormi,Otorga %d p. de reputación con Soridormi.,1,1000000,922527,3,0,2645
