ID,Description_lang,OrderIndex,ProfTraitTreeID
38,Aumenta tu habilidad de fabricación para todas las técnicas de inscripción.,0,147
39,Aumenta tu habilidad de fabricación para todos los patrones de peletería.,0,135
40,Aumenta tu habilidad de fabricación para todos los patrones de sastrería.,0,160
41,Aumenta tu velocidad de fabricación para todos los patrones de sastrería.,3,160
42,Aumenta tu habilidad de recolección cuando fabricas hierbas.,0,236
43,"Aumenta tu habilidad cuando desuellas cuero, escamas o pellejos.",0,143
44,Aumenta tu habilidad cuando extraes menas.,0,212
45,Mejoras en la creación de aleaciones y componentes opcionales con una calidad más alta.,1,103
46,Mejora en el arte de transmutar una cosa para convertirla en otra.,2,59
47,Mejoras en la creación de componentes básicos en grandes cantidades.,2,128
48,Produce bombas en grandes cantidades con menos componentes.,1,204
49,Mejora tu habilidad de fabricación cuando fabricas equipo de jugador contra jugador.,2,134
50,Mejora tu habilidad de fabricación cuando fabricas fórmulas de encantamiento.,0,240
51,Mejoras en tu habilidad de crear estatuas consumibles para obtener pequeñas bonificaciones de combate.,3,131
52,Aumenta la probabilidad de que tengas éxito cuando experimentas con ampollas.,0,84
53,Aumenta la probabilidad de que tengas éxito cuando experimentas con pociones.,0,58
54,Aumenta tu velocidad de fabricación para todas las recetas de herrería.,2,169
55,Mejoras en la cantidad de hierbas que encuentras durante la recolección.,2,236
56,Aumenta la cantidad de menas que encuentras durante la recolección.,2,212
57,Aumenta la duración de las ampollas que usas.,1,84
58,Aumenta la efectividad de delicadeza durante la recolección de hierbas.,3,236
59,Aumenta la efectividad del ingenio y la inventiva para todas las fórmulas.,3,245
60,Aumenta la efectividad del ingenio y la inventiva para todos los patrones.,3,135
61,Aumenta la efectividad del ingenio y la inventiva para todas las recetas.,1,160
62,Aumenta la efectividad del ingenio y la inventiva para todas las recetas.,1,169
63,Aumenta la efectividad del ingenio y la inventiva para todas las técnicas.,3,147
64,"Aumenta tu destreza, delicadeza y percepción cuando recolectas depósitos elementales.",3,213
65,"Aumenta tu destreza, delicadeza y percepción cuando recolectas hierbas elementales.",3,234
66,"Aumenta tu destreza, delicadeza y percepción cuando recolectas hierbas.",2,235
67,"Aumenta tu destreza, delicadeza y percepción cuando extraes menas.",2,211
68,"Aumenta tu destreza, delicadeza y percepción cuando desuellas.",2,143
69,"Aumenta tu destreza, delicadeza y percepción cuando desuellas.",2,145
70,"Aumenta tus capacidades de desencantamiento, para que a veces obtengas componentes adicionales.",1,244
71,"Aumenta tu percepción, que ayuda a que recojas materiales más raros.",3,144
72,"Infunde la carnada con poder elemental, que te permite recolectar elementos inquietos.",1,145
73,Inventa una variedad de juguetes para entretenerte a ti y a los que te rodean.,1,206
74,Aprende bocetos para tallar diamantes ilimitados con esencia elemental.,2,129
75,Aumenta tu inventiva cuando fabricas bolsas bordadas.,2,161
76,Convierte gemas poco comunes en cúmulos de gemas raras.,1,128
77,Crea y mejora el generador de agujero de vermis para teletransportarte rápidamente.,0,206
78,Crea brazales épicos con ranuras de artilugio que todos pueden usar.,0,205
79,Aprende a usar componentes de retoque para mejorar tus tallados de gemas.,0,129
80,Aprendes patrones para equipo y componentes opcionales con efectos especiales.,0,134
81,"Aprendes fórmulas poderosas para encantamientos dracónicos, de devoción y reanimados.",1,240
82,Aprendes esquemas para una variedad de bombas con distintos efectos.,0,204
83,Aprendes esquemas para artilugios nuevos que puedes usar en equipo con ranuras para artilugios.,2,206
84,Fabrica una antorcha de despertar primigenio y una vara de khaz'gorita rúnica.,1,245
85,"Talla las columnas de las Islas iluminadora y cinética, unos poderosos bastones.",1,148
86,Recolecta telas con más eficiencia y encuentra telas raras para deshilvanar.,2,160
87,Fabrica una caja de herramientas de herrero de khaz'gorita y fabrica herramientas de más alta calidad.,0,103
88,Fabrica una variedad de anillos y collares poderosos nuevos.,1,131
89,"Fabrica y personaliza portabarajas de la Luna Negra, unos poderosos abalorios de la Luna Negra.",1,176
90,"Fabrica armaduras con bonificaciones únicas, como el amito de los azules.",1,162
91,Fabrica cebos de pesca para peces específicos.,1,144
92,Fabrica armaduras de malla tocadas por las llamas.,0,124
93,"Fabrica armaduras de entramado azur y cronotela, cada una con bonificaciones de conjunto únicas.",0,162
94,Fabrica armaduras de cuero unidas a la vida.,0,126
95,Fabrica herramientas de minería y herrería.,1,102
96,Fabrica armas fundidas primigenias.,0,102
97,Fabrica la pluma resplandeciente del escriba.,0,148
98,"Fabrica el engarce de medallón con niveles, que sirve para agregar engarces a los collares.",0,131
99,Fabrica armaduras de tela salvaje vibrante.,0,164
100,Crea objetos ilusorios divertidos que todos pueden disfrutar.,2,245
101,Crea bombas más seguras que cualquiera puede usar.,3,204
102,"Crea el inhalador de almas zapacelerador, un dispositivo importante para recolectar componentes cruciales.",3,207
103,Encuentra objetos místicos que puedes desencantar para obtener componentes y elementos inquietos.,0,244
104,Encuentra elementos inquietos cuando deshilvanas telas raras.,0,161
105,Recolecta hierbas cuando estás montado.,0,235
106,Recolecta más elementos inquietos de depósitos elementales.,1,213
107,Recolecta más elementos inquietos de hierbas elementales.,1,234
108,Extrae depósitos de minerales cuando estás montado.,0,211
109,Fragmenta elementos despiertos para obtener bonificaciones de combate y fabricación temporales.,3,244
110,Fragmenta componentes de encantamiento para obtener versiones menos raras.,2,244
111,Escribe tratados dracónicos que otorgan conocimientos de profesión al lector.,3,176
112,"Domina la fabricación de mejoras de piedras, como piedras de afilar y contrapesos primigenios.",2,103
113,Domina la fabricación de equipamiento que otorga bonificaciones de conjunto.,1,134
114,"Dominas la creación de tintas, el componente principal que usan los escribas.",2,147
115,Dominas la creación de armaduras de tela mejoradas con magia.,2,162
116,Dominas la creación de accesorios y tambores de profesión.,2,135
117,"Domina la formulación de componentes básicos, opcionales y de retoque.",1,59
118,Aumenta tu habilidad y eficiencia de fabricación cuando mueles hierbas para obtener pigmentos.,1,147
119,Aumenta tu habilidad de fabricación cuando fabricas conjuntos de armadura y componentes.,1,135
120,Reduce el tiempo de reutilización de tu Sobrecargar depósito elemental cada vez que extraes menas.,0,213
121,Reduce el tiempo de reutilización de tu Sobrecargar hierba elemental cada vez que recolectas.,0,234
122,"Aumenta tu habilidad para manipular bombas, lo que reduce la probabilidad de que exploten por error cuando las colocas.",2,204
123,Reduce los efectos secundarios negativos de la extracción de depósitos elementales.,2,213
124,Reduce los efectos secundarios negativos de la recolección de hierbas elementales.,2,234
125,Refina hierbas de menor calidad a una calidad superior.,1,236
126,Refina menas de menor calidad a una calidad superior.,1,212
127,Refina componentes de menor calidad a una calidad superior.,1,143
128,Mejora los dispositivos para reducir la probabilidad de que se disparen por error cuando los colocas.,3,206
129,Encuentra gemas raras o diamantes ilimitados a veces cuando estás minando.,1,211
130,Aumenta tu fabricación múltiple y efectividad de fabricación múltiple cuando fabricas ampollas.,2,84
131,Mejora tu habilidad para fabricar pociones en grandes cantidades.,2,58
132,Domina la producción de miras y municiones para armas de ataque a distancia.,2,205
145,"Aumenta tu destreza, delicadeza y percepción cuando recolectas hierbas.",2,257
146,"Te enseña a plantar y cultivar semillas en Riqueza de Beledar, en Cristalia.",1,257
147,Recolecta hierbas cuando estás montado.,0,257
148,Aumenta tu delicadeza y percepción cuando recolectas hierbas potenciadas.,2,258
149,Reduce los efectos secundarios negativos de recolectar hierbas potenciadas y otorga beneficios adicionales.,1,258
150,Reduce el tiempo de reutilización de Sobrecargar hierbas potenciadas cuando recolectas.,0,258
151,Puedes recoger el raro y esquivo loto nulo de nuevas fuentes.,3,259
152,Te enseña a refinar hierbas para obtener una mejor calidad.,2,259
153,Aumenta el efecto de delicadeza cuando recolectas hierbas.,1,259
154,Aumenta tu habilidad cuando recolectas hierbas.,0,259
192,"Aumenta tu destreza, delicadeza y percepción cuando desuellas.",3,271
193,Fabrica cebos que se utilizan para atrapar peces específicos.,2,271
194,Recolecta más componentes raros de las criaturas desolladas.,1,271
195,Recolecta carne para cocinar de las criaturas desolladas.,0,271
196,"Aumenta tu destreza, delicadeza y percepción cuando desuellas.",2,272
197,"Infunde carnadas con la energía potenciada que se encuentra por Khaz Algar, lo que te permite recolectar más componentes.",1,272
198,Crea carnadas para atraer criaturas que otorgan materiales raros cuando las desuellas.,0,272
199,Refina componentes de menor calidad a una calidad superior.,2,273
200,Aumenta tu habilidad cuando desuellas.,1,273
201,Te enseña a Afilar tu cuchillo y garantiza que recibas pellejos cuando desuellas.,0,273
243,Otorga más habilidad e inventiva cuando fabricas refuerzos para armadura y otros objetos consumibles.,2,287
244,Te enseña a fabricar ornamentos con varios efectos.,1,287
245,Mejora tu habilidad para fabricar equipamiento de profesión.,0,287
249,Mejora tu habilidad para fabricar varios objetos consumibles y componentes al mismo tiempo.,2,289
250,Mejora tus capacidades para rescatar componentes cuando se activa tu inventiva.,1,289
251,Aumenta la efectividad de concentración e ingenio para todos los patrones.,0,289
252,"Aumenta tu ingenio, inventiva y habilidad cuando fabricas armaduras de cuero.",2,290
253,Personalizas las armaduras de cuero que fabricas con componentes opcionales y de retoque.,1,290
254,Te enseña a fabricar armaduras de cuero marcadas con runas épicas.,0,290
255,"Aumenta tu ingenio, inventiva y habilidad cuando fabricas armaduras de malla.",2,291
256,Personalizas las armaduras de malla que creas con componentes opcionales y de retoque.,1,291
257,Te enseña a fabricar armaduras de malla grabadas con glifos épicas.,0,291
279,"Los costos de habilidad, inventiva y concentración se reducen cuando fabricas objetos de joyería.",3,298
280,Mejora tu capacidad para fabricar accesorios de profesión.,2,298
281,Personaliza los objetos de joyería con componentes opcionales.,1,298
282,Te enseña a fabricar diseños poderosos de anillos y objetos para el cuello.,0,298
295,Crea prismas que contienen gemas sin tallar.,3,302
296,Otorga más habilidad cuando tallas gemas.,2,302
297,Conserva los fragmentos de componentes de retoque cuando tallas gemas para aumentar tu habilidad con las próximas gemas que talles.,1,302
298,Aprende a usar componentes de retoque para mejorar tus tallados de gemas.,0,302
299,Otorga más habilidad e inventiva cuando creas componentes.,2,303
300,Mejora tu capacidad para encontrar gemas y componentes cuando prospectas.,1,303
301,"Te enseña a fabricar varios componentes opcionales, como el lente de enfoque elemental.",0,303
334,Otorga excedente cuando fabricas frascos y ampollas.,3,312
335,"Aumenta tu fabricación múltiple, inventiva y habilidad cuando fabricas frascos y ampollas.",2,312
337,Te enseña a fabricar calderos para frascos.,1,312
338,Fabrica más frascos ligados al alma por día.,0,312
339,Aumenta tu habilidad e ingenio y reduce los costos de concentración cuando fabricas recetas con ciertas hierbas.,3,313
340,Crea componentes utilizando combinaciones de hierbas.,2,313
341,Mejora las probabilidades de descubrir nuevas fórmulas alquímicas.,1,313
342,Reduce los riesgos y aumenta los beneficios de la experimentación con hierbas de Khaz Algar.,0,313
343,"Aumenta tu fabricación múltiple, inventiva y habilidad cuando fabricas pociones.",2,314
344,Te enseña a fabricar calderos de pociones.,1,314
346,Fabrica más pociones conjuradas ligadas al alma por día.,0,314
347,"Aumenta tu inventiva, habilidad y rendimientos adicionales de tus actos de taumaturgia y transmutación.",2,315
348,Crea catalizadores horadados.,1,315
349,Otorga más transmutágeno cuando realizas actos de taumaturgia y transmutación.,0,315
350,Otorga más habilidad cuando fabricas armaduras y escudos.,3,316
351,Mejora tu capacidad para reparar equipo con el martillo de maestro.,2,316
352,Agrega componentes opcionales y de retoque cuando fabricas armaduras y escudos para aumentar su potencia.,1,316
353,Te enseña recetas para fabricar armaduras de placas y escudos épicos.,0,316
354,Otorga más cargas de ignición permaardiente y reduce su tasa de recuperación del tiempo de reutilización.,2,317
355,"Mejora la ignición permaardiente para otorgar incluso más ingenio, fabricación múltiple e inventiva.",1,317
356,Te enseña a fabricar ignición permaardiente y encender tu habilidad de fabricación.,0,317
361,Otorga más habilidad cuando fabricas armas.,3,320
362,Mejora tu capacidad para reparar equipo con el martillo de maestro.,2,320
363,Agrega componentes opcionales y de retoque cuando fabricas armas para aumentar su potencia.,1,320
364,Te enseña recetas para fabricar armas épicas.,0,320
367,"Mejora tu capacidad para fabricar objetos consumibles, como piedras para armas y marcos.",1,322
368,Agrega componentes opcionales y de retoque cuando fabricas equipamiento de profesión para aumentar su potencia.,0,322
369,Obtienes Fortuna favorecida cuando extraes naipes de la Luna Negra.,2,323
370,"Obtienes velocidad de fabricación que se acumula cuando fabricas runas vantus, contratos y misivas.",1,323
371,Desbloquea la capacidad de extraer y fabricar varios naipes de la Luna Negra.,0,323
372,Consumes menos concentración cuando fabricas armas y equipo de profesión.,2,324
373,Obtienes más inventiva y mejora su eficiencia cuando fabricas armas y equipo de profesión.,1,324
374,Learn to craft (NYI)T2 Inscription Quill.,0,324
375,"Obtienes cantidades considerables de ingenio, fabricación múltiple e inventiva.",1,325
376,Te enseña a fabricar tratados y obtienes la habilidad de usar un tratado más por semana.,0,325
377,Obtienes más habilidad cuando mueles o fabricas componentes.,1,326
378,Aumenta la velocidad con la que mueles y fabricas componentes a granel.,0,326
379,Desbloquea la habilidad que te permite algunas veces extraer esencias mágicas cuando desencantas objetos épicos.,2,327
380,Aumenta la cantidad de polvo de tormenta y esquirlas brillantes que recibes cuando desencantas.,1,327
381,Aumenta la calidad de componentes de encantamiento que creas al desencantar.,0,327
382,"Dominas las fórmulas de los artículos consumibles, lo que aumenta su efectividad.",2,328
383,Te enseña a fabricar varitas mágicas y varas de encantamiento poderosas.,1,328
384,"Mejora la calidad de tus ilusiones, lo que aumenta su duración.",0,328
385,Reduce la cantidad de concentración que necesitas para concentrarte en un encantamiento permanente cuando te especializas al máximo en ese encantamiento.,2,329
386,Te enseña una variedad de fórmulas nuevas para mejorar el equipo.,1,329
387,Mejora la calidad de tus encantamientos permanentes.,0,329
388,Mejora la fabricación múltiple que otorgan los productos consumibles.,2,330
389,Mejora la eficiencia de tu concentración e ingenio.,1,330
390,Te enseña a destrozar esencias mágicas que otorgan bonificaciones temporales que mejoran a medida que te especializas.,0,330
391,¡Mejora la velocidad con la que extraes menas para que tengas tiempo de extraer aún más!,3,331
392,Mejora tu habilidad para cosechar las escurridizas piedras nulas.,2,331
393,Te enseña fórmulas de refinamiento que te permiten mejorar la calidad de pequeñas cantidades de menas.,1,331
394,Obtienes aumentos de habilidad para obtener menas de mayor calidad cuando extraes las menas en las que elegiste especializarte.,0,331
395,Cuando extraes menas caen algunos trozos que también puedes extraer para obtener más.,2,332
396,"Mejora tu delicadeza, destreza y percepción cuando extraes menas en Khaz Algar.",1,332
397,Te enseña a extraer depósitos de minerales cuando estás montando.,0,332
398,Obtienes una carga más de Sobrecargar.,2,333
399,Te enseña a protegerte y mejora el rendimiento de los depósitos poco comunes por todo Khaz Algar.,1,333
400,Obtienes una reducción de tiempo de reutilización considerable para Sobrecargar cuando extraes.,0,333
401,Infunde hilos de tejido del alba y tejido del crepúsculo para fabricar equipo con bonificaciones de conjunto poderoso.,3,334
402,Fabricas madejas de tejido del crepúsculo y del alba con más frecuencia cada día.,2,334
403,Fabricas componentes opcionales únicos que cualquier aventurero podrá usar.,1,334
404,Te enseña fórmulas enfocadas en la consistencia mágica de la luz del alba y sombra del crepúsculo.,0,334
405,Infunde hilos de tejido del alba y tejido del crepúsculo para fabricar equipo con bonificaciones de conjunto poderoso.,3,335
406,Fabricas madejas de tejido del crepúsculo y del alba con más frecuencia cada día.,2,335
407,Fabricas componentes opcionales únicos que cualquier aventurero podrá usar.,1,335
408,Te enseña fórmulas enfocadas en la consistencia mágica de la luz del alba y sombra del crepúsculo.,0,335
409,Agrega componentes opcionales y de retoque para potenciar aún más el equipo consagrado.,3,336
410,Obtienes más habilidad cuando fabricas equipo consagrado.,2,336
411,Asciende tu equipo consagrado a un nivel de objeto más alto ,1,336
412,Consagra urditela para crear un poderoso equipo consagrado.,0,336
413,Agrega componentes opcionales y de retoque para potenciar aún más el equipo consagrado.,3,337
414,Obtienes más habilidad cuando fabricas equipo consagrado.,2,337
415,Asciende tu equipo consagrado a un nivel de objeto más alto ,1,337
416,Consagra urditela para crear un poderoso equipo consagrado.,0,337
417,Agrega componentes opcionales y de retoque para potenciar aún más el equipo consagrado.,3,338
418,Obtienes más habilidad cuando fabricas equipo consagrado.,2,338
419,Asciende tu equipo consagrado a un nivel de objeto más alto ,1,338
420,Consagra urditela para crear un poderoso equipo consagrado.,0,338
427,"Te enseña a mejorar tus fabricaciones de equipo con ornamentos, misivas y engranajes.",2,341
428,Desbloquea nuevas fórmulas para equipo de combate y profesión.,1,341
429,Obtienes bonificaciones de habilidad considerables cuando fabricas equipos de todo tipo.,0,341
430,Dominas una técnica no revelada para retener explosivos a pesar de sus explosiones esperables.,2,342
431,"Mejora tu habilidad para fabricar artilugios, explosivos y otros dispositivos eficientemente.",1,342
432,Tu confianza aumenta cada vez más en la manipulación de tus propios dispositivos para reducir la probabilidad de resultados catastróficos.,0,342
433,Te entiendes mejor con tu chatarra para obtener más eficiencia.,2,343
434,Aumentas tu habilidad de inventar nuevos dispositivos y aprendes de tus errores.,1,343
435,Obtienes mejoras considerables en la habilidad vinculada con todas las fabricaciones de ingeniería.,0,343
440,Mejoras la calidad de los materiales que usas y perfeccionas tu imperio de sastrería.,3,345
441,Te conviertes en un experto en bordar componentes de retoque de calidad que usas en distintas creaciones.,2,345
442,Perfeccionas tu habilidad para deshilvanar y tejer tela de la más alta calidad.,1,345
443,Fabrica poderosos hilos de hechizos que cualquier aventurero podrá usar.,0,345
444,Aumenta la efectividad de fabricación múltiple para todas las fórmulas.,3,346
445,Aumenta la efectividad de inventiva para todas las fórmulas.,2,346
446,Aumenta la efectividad de ingenio para todas las fórmulas.,1,346
447,Aumenta la cantidad de tela que encuentras por todo Khaz Algar.,0,346
448,Agrega componentes opcionales y de retoque para potenciar aún más el equipo consagrado.,3,347
449,Obtienes más habilidad cuando fabricas equipo consagrado.,2,347
450,Asciende tu equipo consagrado a un nivel de objeto más alto ,1,347
451,Consagra urditela para crear un poderoso equipo consagrado.,0,347
452,Embellece tu equipo con sigilos Luna Negra poderosos.,2,348
453,"Mejora tu habilidad para fabricar contratos, misivas y runas vantus.",1,348
454,Aprendes a transcribir y encontrar naipes de Luna Negra por todo Khaz Algar.,0,348
455,Pules la producción de equipos y ahorras recursos.,2,349
456,Fabricas bastones y objetos de mano izquierda de gran calidad que pueden usarse en combate.,1,349
457,Dominas tu pluma y perfeccionas otras herramientas de profesión.,0,349
458,"Aumenta considerablemente tus estadísticas de fabricación, como ingenio, inventiva y fabricación múltiple.",2,350
459,Extraes más conocimiento de los tratados cada semana.,1,350
460,Te conviertes en un experto en tratados algari que usan todas las profesiones.,0,350
461,Obtienes más habilidad cuando fabricas todos los componentes de inscripción.,1,351
462,Te enseña a crear componentes de inscripción rápidamente cuando fabricas a granel.,0,351
463,Embellece tu equipo con sigilos Luna Negra poderosos.,2,352
464,"Mejora tu habilidad para fabricar contratos, misivas y runas vantus.",1,352
465,Aprendes a transcribir y encontrar naipes de Luna Negra por todo Khaz Algar.,0,352
466,Agrega componentes opcionales y de retoque para potenciar aún más el equipo consagrado.,3,353
467,Obtienes más habilidad cuando fabricas equipo consagrado.,2,353
468,Asciende tu equipo consagrado a un nivel de objeto más alto ,1,353
469,Consagra urditela para crear un poderoso equipo consagrado.,0,353
470,Embellece tu equipo con sigilos Luna Negra poderosos.,2,354
471,"Mejora tu habilidad para fabricar contratos, misivas y runas vantus.",1,354
472,Aprendes a transcribir y encontrar naipes de Luna Negra por todo Khaz Algar.,0,354
483,Agrega componentes opcionales y de retoque para potenciar tu equipo fabricado.,3,356
484,Aprendes a fabricar equipo de tela poderoso.,2,356
485,Fabricas equipo de tela con niveles de objetos aun más altos.,1,356
486,Obtienes más habilidad cuando fabricas equipo de tela.,0,356
487,Desbloquea la habilidad de usar componentes opcionales y de retoque para mejorar y personalizar el equipo de profesiones que fabricas,2,357
488,Aprendes a fabricar el martillo y el juego de herramientas de herrería más potentes de Midnight,1,357
489,Obtienes más habilidad cuando fabricas equipo de profesiones.,0,357
490,"Mejoras en los fundamentos de herrería, por lo que obtienes más ingenio, fabricación múltiple e inventiva.",1,358
491,Aprendes a fabricar aleaciones de alta calidad.,0,358
492,Fabrica paños de tela de mejor calidad.,3,359
493,Obtienes conocimiento de las técnicas más eficientes para fabricar paños te tela.,2,359
494,Aprendes a fabricar conjuntos de armadura de tela poderosos.,1,359
495,Fabricas madejas de seda de fuego solar y de tejido arcano con más frecuencia.,0,359
496,Te vuelves más competente en sastrería de Midnight.,3,360
497,Aumenta la efectividad de la fabricación múltiple y la inventiva para todas las recetas.,2,360
498,Encuentras tela de alta calidad en humanoides.,1,360
499,Aumenta la cantidad de tela que encuentras en áreas de Midnight.,0,360
500,Usas menos recursos cuando te concentras.,3,361
501,Perfeccionas tu conocimiento de sastrería para producir más objetos a la vez.,2,361
502,Aprendes a sacarle más provecho a la tela que usas.,1,361
503,Fabricas hilos de hechizo para potenciarte a ti y a tus compañeros aventureros.,0,361
504,"Aumenta tu destreza, delicadeza y percepción cuando recolectas hierbas.",2,362
505,"Aprendes a buscar, plantar y cultivar semillas.",1,362
506,Aprendes a recolectar hierbas cuando estás montado en Midnight.,0,362
507,Puedes recoger el raro y esquivo loto nocturno de nuevas fuentes.,2,363
508,Aumenta el efecto de delicadeza cuando recolectas hierbas.,1,363
509,Aumenta tu habilidad cuando recolectas hierbas.,0,363
510,Otorga más habilidad cuando fabricas armaduras y escudos.,2,364
511,Usas componentes especiales para mejorar las armaduras y escudos que creas.,1,364
512,Aprendes a fabricar armaduras y escudos de placas épicos.,0,364
513,Otorga más habilidad cuando fabricas armas.,2,365
514,Usas componentes especiales para mejorar las armas que creas.,1,365
515,Aprendes a fabricar armas épicas.,0,365
516,Aumenta tu delicadeza y percepción cuando recolectas hierbas infundidas.,2,366
517,Reduce los efectos secundarios negativos de recolectar hierbas infundidas y otorga beneficios adicionales.,1,366
518,Reduce el tiempo de reutilización de Sobrecargar hierbas infundidas cuando recolectas.,0,366
563,¡Descubre que el valor oculto de las vetas va más allá de lo que guardan bajo tierra!,3,379
564,¡Te enriqueces cuando extraes de depósitos abundantes!,2,379
565,Te mueves más rápido después de extraer de una veta.,1,379
566,Aprendes a extraer cuando estás montado.,0,379
567,Te armonizas con la naturaleza para sacar el máximo provecho de los depósitos primigenios.,3,380
568,Aceptas los susurros del Vacío y disfrutas de más recursos de los depósitos unidos al Vacío.,2,380
569,Los depósitos salvajes no podrán contra tu técnica.,1,380
570,Tu técnica brillará a medida que aumente tu competencia en la recolección de depósitos de minerales fundiluz.,0,380
571,Te vuelves un experto en la búsqueda de torio deslumbrante.,2,381
572,Aumenta la cantidad de menas que encuentras.,1,381
573,Mejora tus habilidades de minería en general.,0,381
586,"Aumenta tu destreza, delicadeza y percepción cuando desuellas.",3,385
587,Creas difusores que hacen que las criaturas suelten más materiales mágicos al desollarlas.,2,385
588,Recolecta más componentes raros de las criaturas desolladas.,1,385
589,Recolecta carne para cocinar de las criaturas desolladas.,0,385
590,Aumenta tu velocidad de recolección general cuando desuellas.,2,386
591,Aumenta tu habilidad cuando desuellas.,1,386
592,Te enseña a Afilar tu cuchillo y garantiza que recibas pellejos cuando desuellas.,0,386
593,Obtienes más materiales de las ya lucrativas bestias reconocidas.,2,387
594,Recoges materiales majestuosos que sirven para la fabricación y solo se encuentran en bestias reconocidas.,1,387
595,Creas cebos que atraen a las bestias reconocidas cuando encuentras su guarida en las distintas zonas de Midnight.,0,387
596,Aprendes a usar componentes opcionales y de retoque en varias fabricaciones.,3,388
597,Perfeccionas las herramientas necesarias para la alquimia y la cocina.,2,388
598,Creas armas poderosas tallando azerraíz.,1,388
599,Estudias las herramientas necesarias para completar tareas por todo Azeroth.,0,388
600,Consolida tus códigos.,3,389
601,Dominas tu molido.,2,389
602,Perfeccionas tus tintas.,1,389
603,Te enseña a crear componentes de inscripción rápidamente cuando fabricas a granel.,0,389
604,"Aumenta considerablemente tus estadísticas de fabricación, como ingenio, inventiva y fabricación múltiple.",2,390
605,Extraes más conocimiento de los tratados cada semana.,1,390
606,Te conviertes en un experto en tratados de Midnight que usan todas las profesiones.,0,390
607,Refuerza tus mazos con dominios poderosos para darles más poder.,2,391
608,Miniaturizas su entropía en sigilos poderosos que pueden usarse en el equipo fabricado.,1,391
609,Fabrica cartas de la Luna Negra para combinarlas en mazos poderosos.,0,391
610,Descripción 3,3,392
611,Descripción 3,2,392
612,Descripción 2,1,392
613,Descripción 1,0,392
614,Descripción 3,3,393
615,Perfecciona tu armamento a distancia.,2,393
616,Potencia tu tropa con equipo de ingeniería creativo.,1,393
617,Fabrica equipo de combate poderoso para derribar a los enemigos más duros.,0,393
618,Descripción 3,3,394
619,Descripción 3,2,394
620,Descripción 2,1,394
621,Descripción 1,0,394
622,Descripción 3,3,395
623,Descripción 3,2,395
624,Descripción 2,1,395
625,Descripción 1,0,395
626,Descripción 4,3,396
627,Descripción 3,2,396
628,Descripción 2,1,396
629,Descripción 1,0,396
630,Te equipas de pie a cabeza con el equipo de ingeniería de la más alta calidad.,3,397
631,Atrapa los mejores peces con la caña de pescador sin'dorei.,2,397
632,Mejora a los mineros de tu vida con el casco más duro.,1,397
633,Ayuda a los sastres con herramientas cuidadosamente seleccionadas.,0,397
634,Domina el arte de convertir basura en tesoros con el reciclaje.,1,398
