ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
206,Obtén el nivel 8 de reconocimiento para continuar la campaña.,88566,4,0,115
207,Obtén el nivel 11 de reconocimiento para continuar la campaña.,86973,5,0,115
208,Obtén el nivel 13 de reconocimiento para continuar la campaña.,86976,6,0,115
209,Obtén el nivel 17 de reconocimiento para continuar la campaña.,86980,7,0,115
210,Obtén el nivel 20 de reconocimiento para continuar la campaña.,86983,8,0,115
211,"Para continuar la campaña, acepta la misión ""La prisión de los olvidados"" en las Fauces.",88895,1,0,117
212,"Para continuar la campaña, acepta la misión ""La prisión de los olvidados"" en las Fauces.",88895,1,0,113
213,"Para continuar la campaña, acepta la misión ""La prisión de los olvidados"" en las Fauces.",88895,1,0,115
214,"Para continuar la campaña, acepta la misión ""La prisión de los olvidados"" en las Fauces.",88895,1,0,119
215,,0,0,0,111
216,,88933,0,0,124
217,,89130,1,0,114
218,,89131,2,0,114
221,Obtén el nivel 20 de reconocimiento para continuar la campaña.,86984,8,0,113
240,Rescata a Laurent del Distrito de Brasas para continuar la campaña.,88026,10,0,113
246,Completa la campaña de tu Pacto para continuar esta campaña.,92551,0,0,138
247,Obtén el nivel 44 de reconocimiento para continuar la campaña.,92797,1,0,138
248,Obtén el nivel 47 de reconocimiento para continuar la campaña.,91334,2,0,138
249,Obtén el nivel 50 de reconocimiento para continuar la campaña.,91335,3,0,138
250,"Para continuar la campaña, acepta y completa la misión ""El prisionero de la Fortaleza del Alba"" en Revendreth.",96305,4,0,138
251,Obtén el nivel 52 de reconocimiento para continuar la campaña.,91336,5,0,138
252,Obtén el nivel 56 de reconocimiento para continuar la campaña.,91337,6,0,138
253,Obtén el nivel 22 de reconocimiento para continuar la campaña.,86216,9,0,119
254,Obtén el nivel 22 de reconocimiento para continuar la campaña.,86989,9,0,115
255,Obtén el nivel 22 de reconocimiento para continuar la campaña.,86988,9,0,117
256,Regresa más tarde para ver lo que ha planeado Bolvar.,95984,0,0,158
257,Regresa más tarde para ver lo que ha planeado Bolvar.,95985,1,0,158
258,Regresa más tarde para ver lo que ha planeado Bolvar.,95986,2,0,158
259,Regresa más tarde para ver lo que ha planeado Bolvar.,95987,3,0,158
261,Obtén el nivel 58 de reconocimiento para continuar la campaña.,91338,7,0,138
266,,102816,0,0,189
269,,103531,0,0,174
271,,103529,1,0,174
272,,103530,2,0,174
273,,103799,0,0,165
277,,103948,0,0,199
279,Alcanza el nivel 11 de reconocimiento con los Colmillarr de Iskaara para continuar la historia.,34450,0,0,194
280,Alcanza el nivel 13 de reconocimiento con la Expedición Dragontina para continuar la historia.,34450,0,0,197
281,Alcanza el nivel 24 de reconocimiento con la Expedición Dragontina para continuar la historia.,34450,1,0,197
282,Alcanza el nivel 19 de reconocimiento con el Acuerdo de Valdrakken para continuar la historia.,99211,0,0,190
285,El contenido no se encuentra disponible en la beta en este momento.,34450,2,0,197
286,El contenido no se encuentra disponible en la beta en este momento.,34450,1,0,194
289,,78570,0,0,118
307,"Para continuar la campaña, acepta la misión ""Mantén tu posición"" del soldado Cole.",108912,0,1,212
318,Los exploradores están buscando otra base adecuada en Zandalar.|n|nAlcanza el nivel 114 para continuar.,62173,0,0,1
319,Los exploradores están buscando azerita para financiar los esfuerzos de guerra.|n|nAlcanza el nivel 116 para continuar.,62174,1,0,1
320,,108981,1,0,215
322,,109025,2,0,215
323,Los exploradores están buscando otra base adecuada en Kul Tiras.|n|nAlcanza el nivel 114 para continuar.,62184,0,0,2
324,Los exploradores están buscando azerita para financiar los esfuerzos de guerra.|n|nAlcanza el nivel 48 para continuar.,62185,1,0,2
345,,109197,1,0,216
346,,109200,2,0,216
350,,109223,3,0,216
351,,109640,4,0,216
352,,109651,0,0,217
353,,109679,5,0,216
354,,109791,0,1,218
355,,109813,0,1,222
356,,109651,0,0,223
357,,109197,1,0,225
358,,109200,2,0,225
359,,109223,3,0,225
360,,110188,4,0,225
361,,109679,5,0,225
362,,109866,1,0,226
363,,109868,2,0,226
364,,110020,0,0,216
365,,110020,0,0,225
374,,119768,0,0,247
375,,119784,1,0,247
376,,119786,2,0,247
378,,119802,3,0,247
379,,119938,1,0,246
380,,119768,0,0,248
381,,119784,1,0,248
382,,119786,2,0,248
383,,119802,3,0,248
384,,119916,1,0,249
385,,119918,2,0,249
386,,119921,3,0,249
387,,119922,4,0,249
388,,119923,5,0,249
389,,119924,6,0,249
390,,119925,7,0,249
391,,119927,8,0,249
392,,119928,9,0,249
393,,119929,10,0,249
394,,119930,11,0,249
395,,119805,2,0,246
396,,119939,3,0,246
397,,119940,4,0,246
398,,119942,5,0,246
399,,119941,6,0,246
400,,119937,7,0,246
401,,119936,8,0,246
402,,119935,9,0,246
403,,119934,10,0,246
404,,119932,11,0,246
405,,119951,0,0,250
406,,119951,0,0,251
408,,119968,0,0,252
409,,119969,0,0,253
410,,119969,0,0,254
412,Alcanza el nivel 80 para continuar la campaña.,127956,0,0,240
414,,119967,0,0,246
415,,119967,0,0,249
419,,123559,0,0,256
420,,123560,1,0,256
421,,123561,2,0,256
425,,124973,0,1,215
426,,124976,0,1,226
427,Espera noticias de Alleria Brisaveloz.,34450,1,0,240
428,Espera noticias de Alleria Brisaveloz.,34450,2,0,240
430,"Completa la campaña de ""The War Within"" para comenzar.",34450,0,0,265
431,"Completa la campaña ""Sombras tenaces"" para comenzar.",34450,1,0,265
433,Alcanza el rango 4 de reconocimiento con las facciones de War Within Renown para continuar la campaña.,127075,3,0,240
434,Habla con Khadgar en Dalaran para partir hacia Khaz Algar.,127637,1,0,235
435,Espera noticias de Alleria Brisaveloz.,127958,4,0,240
436,Espera noticias de Alleria Brisaveloz.,127960,5,0,240
437,Espera noticias de Alleria Brisaveloz.,127961,6,0,240
441,Espera noticias de Khadgar.,34450,2,0,265
445,,132762,0,0,235
446,,132761,0,0,201
449,Espera a que Renzik convenza a Gazlowe.,135473,0,0,264
509,Regresa al Oasis más tarde en la semana.,137010,0,0,283
510,Regresa al Oasis la próxima semana.,137012,1,0,283
511,Regresa al Oasis más tarde en la semana.,137013,2,0,283
512,Regresa al Oasis la próxima semana.,137014,3,0,283
513,Regresa al Oasis más tarde en la semana.,137024,4,0,283
514,Regresa al Oasis la próxima semana.,137025,5,0,283
515,Regresa al Oasis más tarde en la semana.,137056,6,0,283
560,Espera a tus aliados y reúnanse contra la Guardia de las Sombras.,138189,0,0,271
561,Espera a tus aliados y reúnanse contra la Guardia de las Sombras.,138189,0,0,311
