ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
103,No Effect on this test finishing reagent (DNT),68,0,0,0,0
104,No Effect on this test finishing reagent (DNT),69,0,0,0,0
105,"Украшает доспех толстыми шипами и добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",87,3600,0,0,0
106,,71,0,0,0,0
107,Изменяет уровень предмета чертежа 1-го уровня на 249-й.,83,0,0,0,4
109,,72,0,0,0,0
110,,74,0,0,0,0
111,,75,0,0,0,0
112,,73,0,0,0,0
113,,78,0,0,0,0
114,,77,0,0,0,0
115,,76,0,0,0,0
116,,79,0,0,0,0
117,,80,0,0,0,0
118,,81,0,0,0,0
119,,89,0,0,0,0
120,,90,0,0,0,0
121,,91,0,0,0,0
122,,92,0,0,0,0
123,,93,0,0,0,0
124,,94,0,0,0,0
125,,95,0,0,0,0
126,,96,0,0,0,0
127,,97,0,0,0,0
128,,98,0,0,0,0
129,,99,0,0,0,0
130,,100,0,0,0,0
131,,101,0,0,0,0
132,,102,0,0,0,0
133,,103,0,0,0,0
134,,104,0,0,0,0
136,,106,0,0,0,0
137,,492,0,0,0,0
138,,108,0,0,0,0
139,,109,0,0,0,0
140,,110,0,0,0,0
141,,111,0,0,0,0
142,,112,0,0,0,0
144,,114,0,0,0,0
145,,115,0,0,0,0
146,,116,0,0,0,0
148,,118,0,0,0,0
149,,119,0,0,0,0
150,,120,0,0,0,0
151,,121,0,0,0,0
152,,122,0,0,0,0
153,,123,0,0,0,0
154,,124,0,0,0,0
155,"Повышает сосредоточенность, которую вы восполняете во время прорыва, на $ev1%.",125,0,1,0,0
156,$en1 +$ev1 и $en2 +$ev2%.,126,0,1,0,0
157,"Вероятность улучшить владение профессией повышается на $ev1%, но уровень сложности рецепта повышается на $ev2.",127,0,0,0,0
158,"$en1 повышается на $ev1, а $en2 – на $ev2.",128,0,0,0,0
159,"$en1 повышается на $ev1, а $en2 – на $ev2.",129,0,0,0,0
160,"Продлевает время действия зелий Драконьих островов на 50%. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",130,3599,0,0,0
161,"Продлевает время действия эффектов сытости от блюд Драконьих островов на 100%. Кроме того, они продолжают действовать после смерти.",131,3598,0,0,0
163,Increases armor by x and reduces durability loss of this armor piece. (DNT),85,0,0,0,0
164,"Повышает параметр ""$en1"" на $ev1.",133,0,0,0,0
165,"Повышает параметр ""$en1"" на $ev1.",134,0,0,0,0
166,Критический удар и скорость.,135,3725,1,0,0
168,,57,0,0,0,0
169,,57,0,0,0,0
170,,57,0,0,0,0
171,,156,0,0,0,0
172,,157,0,0,0,0
173,,158,0,0,0,0
174,,159,0,0,0,0
175,,160,0,0,0,0
176,,161,0,0,0,0
177,,162,0,0,0,0
178,,139,0,0,0,0
179,,137,0,0,0,0
180,,138,0,0,0,0
181,,140,0,0,0,0
182,,141,0,0,0,0
183,,144,0,0,0,0
184,,142,0,0,0,0
185,,143,0,0,0,0
186,,145,0,0,0,0
187,,146,0,0,0,0
188,,147,0,0,0,0
189,,154,0,0,0,0
191,,0,0,0,0,0
192,,149,0,0,0,0
193,,151,0,0,0,0
194,,155,0,0,0,0
195,,163,0,0,0,0
196,"Вероятность улучшить навык начертания повышается на $ev1%, но уровень сложности рецепта повышается на $ev2.",152,0,0,0,0
197,"Повышает сосредоточенность, которую вы восполняете во время прорыва, на $ev1%, а также ""$en2"" на $ev2.",153,0,0,0,0
198,,170,0,0,0,0
199,,171,0,0,0,0
200,,172,0,0,0,0
201,,173,0,0,0,0
203,,175,0,0,0,0
204,,176,0,0,0,0
205,"Вероятность улучшить владение ювелирным делом повышается на $ev1%, но уровень сложности рецепта повышается на $ev2.",364,0,1,0,0
206,"Повышает сосредоточенность, которую вы восполняете во время прорыва, на $ev1%, а также ""$en2"" на $ev2.",365,0,0,0,0
207,"Вероятность улучшить навык портняжного дела повышается на $ev1%, но уровень сложности рецепта повышается на $ev2.",366,0,0,0,0
208,"Повышает сосредоточенность, которую вы восполняете во время прорыва, на $ev1%, а также ""$en2"" на $ev2%.",367,0,0,0,0
209,"Увеличивает количество реагентов, сэкономленных благодаря находчивости, на $ev1%.",368,0,0,0,0
210,,369,0,0,0,0
211,,370,0,0,0,0
212,,371,0,0,0,0
213,"Повышает вашу искусность при запасе здоровья более 90%. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",372,3843,0,0,0
214,,373,0,0,0,0
215,"Ваши заклинания иногда вызывают темпоральное эхо. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",374,3850,0,0,0
216,,375,0,0,0,0
217,,376,0,0,0,0
218,,377,0,0,0,0
219,,378,0,0,0,0
220,,379,0,0,0,0
221,,380,0,0,0,0
222,Универсальность и скорость.,390,3742,1,0,0
223,Искусность и скорость.,389,3743,1,0,0
224,Универсальность и искусность.,388,3744,1,0,0
225,Критический удар и искусность.,391,3741,1,0,0
226,Универсальность и критический удар.,392,3745,1,0,0
227,"Атаки, наносящие физический урон, могут нанести дополнительный физический урон. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",394,3747,0,0,0
228,"Заряжает предмет сущностью гнили. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",393,3749,0,0,0
229,,395,0,0,0,0
230,"Добавьте в рецепт этот деликатесный ингредиент, чтобы увеличить количество порций.",396,0,0,0,0
232,,399,0,0,0,0
233,Устанавливает уровень предмета в зависимости от качества (от 395 до 408).,84,3793,0,0,0
234,Устанавливает уровень предмета в зависимости от качества (от 408 до 421).,84,3794,0,0,0
235,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 330 до 343) и необходимый уровень игрока (64).",88,3795,0,0,0
236,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 343 до 356) и необходимый уровень игрока (70).",400,3796,0,0,0
237,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 356 до 369) и необходимый уровень игрока (70).",400,3797,0,0,0
238,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 369 до 382) и необходимый уровень игрока (70).",400,3798,0,0,0
239,"Точно отмеренные порции гарантируют, что ничего не пропадет. $en1 повышается еще на $ev1.",403,0,0,0,0
240,"Здоровый салат перед основным блюдом гарантирует, что хватит на всех и еще останется. $en1 повышается еще на $ev1.",404,0,0,0,0
241,,405,0,0,0,0
242,,408,0,0,0,0
243,,407,0,0,0,0
244,,409,0,0,0,0
245,,406,0,0,0,0
246,,410,0,0,0,0
247,,411,0,0,0,0
248,,412,0,0,0,0
249,,413,0,0,0,0
250,,443,3805,0,0,0
251,,442,3806,0,0,0
252,,422,3807,0,0,0
253,,445,3808,0,0,0
254,,444,3809,0,0,0
255,,426,0,0,0,0
256,,427,0,0,0,0
257,,414,0,0,0,0
258,,415,0,0,0,0
259,,416,0,0,0,0
260,,417,0,0,0,0
261,,418,0,0,0,0
262,,419,0,0,0,0
263,,420,0,0,0,0
264,Изменяет случайную характеристику на изобретательность.,429,3810,0,0,0
265,,430,0,0,0,0
266,,431,0,0,0,0
267,Сокращает вероятность сбоя при использовании на 15%. Не суммируется со схожими бонусами специализаций.,432,3811,0,0,0
268,"Гаджеты, вставленные в это устройство, больше не вызывают критических сбоев.",433,3812,0,0,0
269,"Гаджет, вставленный в это устройство, иногда выбрасывает батарейку вместо того, чтобы дать сбой.",434,3815,0,0,0
270,Вторичная характеристика инженерных очков или перчаток: вероятность критического удара.,435,3878,0,0,0
271,Вторичная характеристика инженерных очков или перчаток: скорость.,436,3877,0,0,0
272,Вторичная характеристика инженерных очков или перчаток: искусность.,437,3879,0,0,0
273,Вторичная характеристика инженерных очков или перчаток: универсальность.,438,3880,0,0,0
274,"Вероятность улучшить навык инженерного дела повышается на $ev1%, но уровень сложности рецепта повышается на $ev2.",439,0,0,0,0
275,"$en1 повышается на $ev1, а $en2 – на $ev2.",440,0,0,0,0
276,"Восполняя здоровье, вы можете выпустить в союзника исцеляющий дротик. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",441,3834,0,0,0
278,Изменяет случайную характеристику на находчивость.,450,3881,0,0,0
279,Изменяет случайную характеристику на перепроизводство.,451,3882,0,0,0
280,Изменяет случайную характеристику на скорость изготовления.,452,3883,0,0,0
281,Изменяет случайную характеристику на точность.,453,3884,0,0,0
282,Изменяет случайную характеристику на внимательность.,454,3885,0,0,0
283,Изменяет случайную характеристику на сноровку.,455,3886,0,0,0
284,,424,0,0,0,0
285,,425,0,0,0,0
287,"Оружие, изготовленное дренорским кузнецом, приобретает выдающийся внешний вид.",459,3986,0,0,0
288,"Оружие, изготовленное дренорским кузнецом, приобретает удивительный внешний вид.",459,3987,0,0,0
289,"Броня, изготовленная дренорским кузнецом, приобретает выдающийся внешний вид.",460,3986,0,0,0
290,"Броня, изготовленная дренорским кузнецом, приобретает удивительный внешний вид.",460,3987,0,0,0
291,"Очки, изготовленные дренорским инженером, приобретают выдающийся внешний вид.",461,3986,0,0,0
292,"Очки, изготовленные дренорским инженером, приобретают удивительный внешний вид.",461,3987,0,0,0
293,"Ружья, изготовленные дренорским инженером, приобретают выдающийся внешний вид.",462,3986,0,0,0
294,"Ружья, изготовленные дренорским инженером, приобретают удивительный внешний вид.",462,3987,0,0,0
295,"Броня, изготовленная дренорским кожевником, приобретает выдающийся внешний вид.",463,3986,0,0,0
296,"Броня, изготовленная дренорским кожевником, приобретает удивительный внешний вид.",463,3987,0,0,0
297,"Броня, изготовленная дренорским портным, приобретает выдающийся внешний вид.",464,3986,0,0,0
298,"Броня, изготовленная дренорским портным, приобретает удивительный внешний вид.",464,3987,0,0,0
299,"Оружие, изготовленное дренорским начертателем, приобретает выдающийся внешний вид.",465,3986,0,0,0
300,"Оружие, изготовленное дренорским начертателем, приобретает удивительный внешний вид.",465,3987,0,0,0
302,Улучшите изготовленное снаряжение совершенно незаметным но вполне действенным образом.,467,4049,0,0,0
303,На аренах и полях боя уровень предметов повышается до 450.,468,4076,0,0,0
304,На аренах и полях боя уровень предметов повышается до 450.,469,4076,0,0,0
305,На аренах и полях боя уровень предметов повышается до 450.,470,4076,0,0,0
306,На аренах и полях боя уровень предметов повышается до 437.,471,4077,0,0,0
307,На аренах и полях боя уровень предметов повышается до 437.,472,4077,0,0,0
308,На аренах и полях боя уровень предметов повышается до 437.,473,4077,0,0,0
309,Устанавливает базовый уровень предмета в зависимости от качества (от 382 до 395) и отмечает его как изготовленный с помощью искры искусности.,474,4107,0,0,0
310,Устанавливает базовый уровень предмета в зависимости от качества (от 411 до 424) и отмечает его как изготовленный с помощью пламени Тьмы.,475,4108,0,0,0
311,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 382 до 395) и необходимый уровень игрока (70).",400,4111,0,0,0
312,Устанавливает уровень предмета в зависимости от качества (от 395 до 408).,400,4112,0,0,0
313,Устанавливает уровень предмета в зависимости от качества (от 424 до 437).,476,4113,0,0,0
314,Устанавливает уровень предмета в зависимости от качества (от 408 до 418).,476,4114,0,0,0
315,Устанавливает уровень предмета в зависимости от качества (от 434 до 444).,476,4115,0,0,0
316,Устанавливает уровень предмета в зависимости от качества (от 434 до 447).,476,4116,0,0,0
317,"При нанесении урона вы можете также нанести противнику урон от пламени Тьмы (эффект суммируется). Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",477,4118,0,0,0
318,"Когда к вам применяют прерывание в момент, когда вы не произносите заклинание, вы получаете усиление. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",478,4129,0,0,0
319,"Увеличивает урон, когда на вас действуют замедляющие и обездвиживающие эффекты. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",479,4135,0,0,0
320,,480,0,0,0,0
321,Снижает скорость падения на 10 сек. Действует только на Драконьих островах.,481,4152,0,0,0
323,Улучшает бинты Драконьих островов. Действует только на Драконьих островах.,483,4153,0,0,0
324,,487,3481,0,0,0
325,,487,4165,0,0,0
326,,488,4010,0,0,0
327,,488,4166,0,0,0
328,,486,0,0,0,0
329,Устанавливает базовый уровень предмета в зависимости от качества (от 450 до 463) и отмечает его как изготовленный во Сне.,490,4183,0,0,0
330,Устанавливает уровень предмета в зависимости от качества (от 463 до 476).,491,4184,0,0,0
331,Устанавливает уровень предмета в зависимости от качества (от 473 до 486).,491,4185,0,0,0
332,Устанавливает уровень предмета в зависимости от качества (от 434 до 447).,400,4188,0,0,0
334,"Заклинания и способности иногда повышают вторичные характеристики. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",493,4226,0,0,0
335,На аренах и полях боя уровень предметов повышается до 476.,494,4234,0,0,0
336,На аренах и полях боя уровень предметов повышается до 476.,496,4234,0,0,0
337,На аренах и полях боя уровень предметов повышается до 476.,498,4234,0,0,0
338,На аренах и полях боя уровень предметов повышается до 489.,495,4235,0,0,0
339,На аренах и полях боя уровень предметов повышается до 489.,497,4235,0,0,0
340,На аренах и полях боя уровень предметов повышается до 489.,499,4235,0,0,0
341,"Суммирующийся бонус к вероятности критического удара при уровне здоровья выше 70%. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",500,4237,0,0,0
342,"Сертифицирует предмет для боев в PvP, позволяя ему масштабироваться до $ev1-го уровня.|n|nДля изготовления требуется несколько таких реагентов.",502,4273,0,0,0
343,"Сертифицирует предмет для боев в PvP, позволяя ему масштабироваться до $ev1-го уровня.|n|nДля изготовления требуется несколько таких реагентов.",503,4272,0,0,0
344,"Сертифицирует предмет для боев в PvP, позволяя ему масштабироваться до $ev1-го уровня.|n|nДля изготовления требуется несколько таких реагентов.",504,4274,0,0,0
345,,505,4281,0,0,0
346,,505,4214,0,0,0
347,"Ваши исцеляющие способности могут связать вас с союзником. При этом универсальность обоих игроков зависит от расстояния. Добавляет свойство ""Уникальный использующийся предмет: украшение (2)"".",507,4290,0,0,0
348,Микоцвет,508,0,0,0,0
349,Блесница,509,0,0,0,0
350,Кольчатка,510,0,0,0,0
351,Благоцвет,511,0,0,0,0
352,Копье Аратора,512,0,0,0,0
353,Обычная руда,513,0,0,0,0
354,Редкая руда 01,514,0,0,0,0
355,Редкая руда 02,515,0,0,0,0
357,"Устанавливает базовый уровень предмета в зависимости от качества (от 593 до 606), отмечает предмет как ""Изготовленный предзнаменованием"".",517,4321,0,0,0
358,"Устанавливает базовый уровень предмета в зависимости от качества (от 564 до 577), отмечает предмет как ""Изготовленный новичком"".",519,4337,0,0,0
359,"Устанавливает базовый уровень предмета в зависимости от качества (от 489 до 502), отмечает пробужденным.",520,4339,0,0,0
360,На аренах и полях боя уровень предметов повышается до 528.,524,4342,0,0,0
361,На аренах и полях боя уровень предметов повышается до 528.,522,4342,0,0,0
362,На аренах и полях боя уровень предметов повышается до 528.,523,4342,0,0,0
363,На аренах и полях боя уровень предметов повышается до 515.,525,4343,0,0,0
364,На аренах и полях боя уровень предметов повышается до 515.,526,4343,0,0,0
365,На аренах и полях боя уровень предметов повышается до 515.,527,4343,0,0,0
366,,528,0,0,100,0
367,Устанавливает уровень предмета в зависимости от качества (от 473 до 486).,400,4367,0,0,0
368,Устанавливает уровень предмета в зависимости от качества (от 502 до 515).,521,4368,0,0,0
369,Устанавливает уровень предмета в зависимости от качества (от 512 до 525).,521,4369,0,0,0
370,На аренах и полях боя уровень предметов повышается до 489.,529,4404,0,0,0
371,На аренах и полях боя уровень предметов повышается до 489.,530,4404,0,0,0
372,На аренах и полях боя уровень предметов повышается до 489.,531,4404,0,0,0
373,На аренах и полях боя уровень предметов повышается до 476.,532,4405,0,0,0
374,На аренах и полях боя уровень предметов повышается до 476.,533,4405,0,0,0
375,На аренах и полях боя уровень предметов повышается до 476.,534,4405,0,0,0
376,,535,0,0,0,0
377,,536,0,0,0,0
378,,537,0,0,0,0
379,,538,0,0,0,0
380,,539,0,0,0,0
383,,542,0,0,0,0
384,,543,0,0,0,0
385,,544,0,0,0,0
386,,545,0,0,0,0
387,,546,0,0,0,0
388,"$en2 повышается на $ev2. Количество реагентов, сэкономленных благодаря находчивости, повышается на $ev1%.",547,0,0,0,0
389,$en1 повышается на $ev1.,548,0,0,0,0
390,Ваши заклинания и способности могут с некоторой вероятностью нанести дополнительный магический урон. Выбор стихии зависит от самоцветов в снаряжении. $@spelldesc437127,549,4449,0,0,0
391,$@spelldesc435992 $@spelldesc437127,550,4446,0,0,0
392,"Когда вы получаете урон при низком уровне здоровья, вас защищает звездный свет. Частота срабатывания зависит от самоцветов в снаряжении. $@spelldesc437127",551,4456,0,0,0
393,$en1 повышается на $ev1. Вероятность повышения навыка: +$ev2%.,552,0,0,0,0
394,,553,0,0,0,0
395,,554,0,0,0,0
396,,555,0,0,0,0
397,,556,0,0,0,0
398,,557,4640,0,0,0
399,,557,4461,0,0,0
400,"Когда вы наносите цели урон, ваше оружие может получить благословение, повышающее вашу наивысшую второстепенную характеристику. Со временем эффект постепенно рассеивается.$@spelldesc437127",559,4681,0,0,0
401,Примите объятия Тьмы. Вдвое усиливает положительные и отрицательные эффекты другого вашего нерубского предмета с украшениями.$@spelldesc437127,560,4682,0,0,0
402,,561,0,0,0,0
403,,562,0,0,0,0
404,,563,0,0,0,0
405,,564,0,0,0,0
406,,565,0,0,0,0
407,,566,0,0,0,0
408,,567,0,0,0,0
409,,568,0,0,0,0
410,Штормовая пыль,569,0,0,0,0
411,Сияющий осколок,570,0,0,0,0
412,Сверкающий кристалл,571,0,0,0,0
421,,580,0,0,0,0
422,,581,0,0,0,0
423,,582,0,0,0,0
424,,583,0,0,0,0
425,,584,0,0,0,0
426,,585,0,0,0,0
427,,586,0,0,0,0
428,$@spelldesc454558 $@spelldesc437127,587,4839,0,0,0
429,$@spelldesc458573$@spelldesc437127,588,4767,0,0,0
430,$@spelldesc463232$@spelldesc437127,589,4768,0,0,0
431,$@spelldesc454857 $@spelldesc437127,590,4769,0,0,0
432,Пригоршня висмутовых болтов,594,0,0,0,0
433,Причудливые провода,595,0,0,0,0
434,Вращающаяся шестеренка,596,0,0,0,0
435,Защитное реле,597,0,0,0,0
436,Схема хаоса,598,0,0,0,0
437,Усилитель энтропии,599,0,0,0,0
438,Вторичная характеристика инженерных очков или перчаток: вероятность критического удара.,600,4683,0,0,0
439,Вторичная характеристика инженерных очков или перчаток: скорость.,601,4685,0,0,0
440,Вторичная характеристика инженерных очков или перчаток: искусность.,602,4684,0,0,0
441,Вторичная характеристика инженерных очков или перчаток: универсальность.,603,4686,0,0,0
442,Сокращает вероятность сбоя при использовании на 15%. Не суммируется со схожими бонусами специализаций.,604,4723,0,0,0
443,"Когда с гаджетом в этом устройстве случается сбой, негативный эффект сбоя с высокой вероятностью поражает не вас, а ближайшего вражеского игрока.",605,4734,0,0,0
444,$@spelldesc454468,606,4736,0,0,0
445,$@spelldesc454455,607,4735,0,0,0
446,"Вероятность бросить карманную гранату, распределяющую урон между пораженными целями: $@spelldesc437127",608,4724,0,0,0
447,"Когда ваш уровень здоровья падает до критического уровня, вы разбрасываете вокруг себя мины, замедляющие наступивших на них противников и наносящие им урон. $@spelldesc437127",609,4727,0,0,0
448,$@spelldesc455147 $@spelldesc437127,610,4740,0,0,0
449,DNT does something awesome,649,0,0,0,0
450,DNT does something awesome,650,0,0,0,0
451,DNT does something awesome,651,0,0,0,0
452,DNT does something awesome,652,0,0,0,0
453,DNT does something awesome,653,0,0,0,0
454,DNT does something awesome,654,0,0,0,0
455,$en1 повышается на $ev1.,655,0,0,0,0
456,Перепроизводство приносит на $ev1% больше расходуемых предметов.,656,0,0,0,0
457,$en1 повышается на $ev1.,704,0,0,0,0
458,DNT does something awesome,658,0,0,0,0
459,DNT does something awesome,659,0,0,0,0
460,Универсальность и скорость.,660,3742,1,0,0
461,Искусность и скорость.,661,3743,1,0,0
462,Критический удар и скорость.,662,3725,1,0,0
463,Универсальность и искусность.,663,3744,1,0,0
464,Критический удар и искусность.,664,3741,1,0,0
465,Универсальность и критический удар.,665,3745,1,0,0
466,DNT does something awesome,666,0,0,0,0
467,DNT does something awesome,667,0,0,0,0
468,DNT does something awesome,668,0,0,0,0
469,DNT does something awesome,669,0,0,0,0
470,Изменяет случайную характеристику на изобретательность.,670,4784,0,0,0
471,Изменяет случайную характеристику на находчивость.,671,3881,0,0,0
472,Изменяет случайную характеристику на перепроизводство.,672,3882,0,0,0
473,Изменяет случайную характеристику на скорость изготовления.,673,3883,0,0,0
474,Изменяет случайную характеристику на точность.,674,3884,0,0,0
475,Изменяет случайную характеристику на внимательность.,675,3885,0,0,0
476,Изменяет случайную характеристику на сноровку.,676,3886,0,0,0
477,,677,0,0,0,0
478,,678,0,0,0,0
479,,679,0,0,0,0
480,,680,0,0,0,0
481,,681,0,0,0,0
482,,682,0,0,0,0
483,Повышает вероятность вашего критического удара при запасе здоровья более 80%.$@spelldesc437127,683,4770,0,0,0
484,Повышает вашу универсальность при запасе здоровья более 80%.$@spelldesc437127,684,4771,0,0,0
486,Перепроизводство приносит до $ev1% дополнительных расходуемых предметов.,686,0,0,0,0
488,$en1 повышается на $ev1.,685,0,0,0,0
489,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 577 до 590) и необходимый уровень игрока (80).",689,4700,0,0,0
490,Устанавливает уровень предмета в зависимости от качества (от 606 до 619).,591,4701,0,0,0
491,Устанавливает уровень предмета в зависимости от качества (от 623 до 636).,591,4702,0,0,0
492,При концентрации на изготовлении предмета используется на $ev1% меньше концентрации.,690,0,0,0,0
493,$en1 повышается на $ev1.,691,0,0,0,0
494,,692,0,0,0,0
495,Зелье возрожденного гепарда,693,0,0,0,0
496,Алгарийское лечебное зелье,694,0,0,0,0
497,Упоение обитателя пещер,695,0,0,0,0
498,Охлажденное зелье,696,0,0,0,0
499,,697,0,0,0,0
500,,698,0,0,0,0
501,,699,0,0,0,0
502,,700,0,0,0,0
503,,701,0,0,0,0
504,,702,0,0,0,0
505,,703,0,0,0,0
506,$en1 повышается на $ev1.,687,0,0,0,0
508,"Увеличивает количество реагентов, сэкономленных благодаря находчивости, на $ev1%.",688,0,0,0,0
510,"Добавьте в рецепт ложку этого секретного ингредиента, чтобы с некоторой вероятностью увеличить количество порций.",706,0,0,0,0
511,"Добавьте в рецепт долю этого секретного ингредиента, чтобы с некоторой вероятностью увеличить количество порций.",707,0,0,0,0
512,$en1 повышается на $ev1.,708,0,0,0,0
513,Вероятность повышения навыка: +$ev1%.,709,0,0,0,0
514,,711,4396,0,0,0
515,,711,4777,0,0,0
516,$en1 повышается на $ev1.,713,0,0,0,0
517,$en1 повышается на $ev1.,714,0,0,0,0
518,$en1 повышается на $ev1.,715,0,0,0,0
519,$en1 повышается на $ev1.,716,0,0,0,0
520,"Позволяет изготовить предмет $ev1-го уровня для персонажей не ниже $ev2-го уровня. Можно использовать вместе с дополнительными реагентами, чтобы еще больше усилить предмет.",717,4797,0,0,0
521,,718,0,0,0,0
522,,719,0,0,0,0
523,,720,0,0,0,0
524,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 545 до 558) и необходимый уровень игрока (74).",721,4799,0,0,0
525,"Делает предмет персональным, устанавливает уровень предмета в зависимости от качества (от 561 до 574) и необходимый уровень игрока (80).",722,4800,0,0,0
