ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
36,,영예 병참장교에게서 환영: 자연의 영혼을 구매할 수 있습니다.,환영: 자연의 영혼 구매 가능,3,36,0,0,0,0,0,0,0,0,0,0,71,64508,0
37,,영예 병참장교에게서 나이트 페이 귀환석 장난감을 구매할 수 있습니다.,나이트 페이 귀환석 구매 가능,3,11,0,0,1,180290,0,0,0,0,0,0,0,0,0
39,나이트 페이 대장정: 드러스트와 재,나이트 페이 대장정의 다음 장을 시작할 수 있습니다. 이 장을 완료하면 사냥대장 코레인과 영혼결속을 할 수 있게 됩니다.,새로운 대장정 퀘스트 수행 가능,3,22,1500884,1,0,0,0,0,0,0,0,0,0,64508,0
40,,영예 병참장교에게서 뿌리쟁이를 입양할 수 있습니다.,애완동물 입양 가능,3,27,0,0,1,182663,0,0,0,0,0,0,0,0,0
41,영혼결속 강화: 니야,니야의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,니야 영혼결속 줄 잠금 해제,3,18,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
42,,이 모험가를 영입하려면 감시자 베스퍼블룸과 대화하십시오.,새로운 모험가 영입 가능,3,27,0,0,0,0,0,0,0,0,0,1286,0,64508,0
43,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,3,16,0,0,1,0,0,0,0,2086,0,0,0,64508,0
44,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,3,26,0,0,0,0,0,0,0,2087,0,0,0,64508,0
45,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,3,32,0,0,1,0,0,0,0,2089,0,0,0,64508,0
48,영혼결속 강화: 드림위버,드림위버의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,드림위버 영혼결속 줄 잠금 해제,3,21,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
50,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,3,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
51,영혼결속 강화: 니야,니야의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,니야 영혼결속 줄 잠금 해제,3,25,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
52,영혼결속 강화: 드림위버,드림위버의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,드림위버 영혼결속 줄 잠금 해제,3,29,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
53,,영입하려면 감시자 베스퍼블룸과 대화하십시오.,새로운 모험가 영입 가능,3,33,0,0,0,0,0,0,0,0,0,1287,0,64508,0
55,영혼결속 강화: 코레인,코레인의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,코레인 영혼결속 줄 잠금 해제,3,28,3684885,2,0,0,0,0,0,0,0,0,0,64508,0
59,,이 모험가를 영입하려면 감시자 베스퍼블룸과 대화하십시오.,새로운 모험가 영입 가능,3,38,0,0,0,0,0,0,0,0,0,1288,0,64508,0
62,,,탈것 잠금 해제,3,39,0,0,0,0,0,1357,0,0,0,0,0,62415,0
63,,,칭호 잠금 해제,3,40,3641394,1,0,0,0,0,0,0,681,0,0,64508,0
64,,,새로운 형상 구매 가능,3,34,0,0,0,0,0,0,113566,0,0,0,0,0,0
67,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,4,0,0,0,0,0,0,0,0,0,1270,0,0,85540
68,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,4,0,0,0,0,0,0,0,0,0,1271,0,0,85541
69,영혼결속 강화: 펠라고스,펠라고스의 세 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,3,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
75,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,1,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
78,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,1,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
81,영혼결속 강화: 펠라고스,펠라고스의 네 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,7,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
82,영혼결속 강화: 펠라고스,펠라고스의 다섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,10,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
83,영혼결속 강화: 펠라고스,펠라고스의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,21,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
84,영혼결속 강화: 펠라고스,펠라고스의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,펠라고스 영혼결속 줄 잠금 해제,1,25,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
85,영혼결속 강화: 클레이아,클레이아의 네 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,클레이아 영혼결속 줄 잠금 해제,1,9,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
86,영혼결속 강화: 클레이아,클레이아의 다섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,클레이아 영혼결속 줄 잠금 해제,1,13,3684897,2,1,0,0,0,0,0,0,0,0,0,0
87,영혼결속 강화: 클레이아,클레이아의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,클레이아 영혼결속 줄 잠금 해제,1,18,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
88,영혼결속 강화: 클레이아,클레이아의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,클레이아 영혼결속 줄 잠금 해제,1,28,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
90,영혼결속 강화: 미카니코스,미카니코스의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,미카니코스 영혼결속 줄 잠금 해제,1,29,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
91,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,12,0,0,0,0,0,0,0,0,0,1272,0,64508,0
92,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,17,0,0,1,0,0,0,0,0,0,1273,0,0,0
93,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,27,0,0,0,0,0,0,0,0,0,1276,0,64508,0
94,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,33,0,0,0,0,0,0,0,0,0,1275,0,64508,0
95,,이 모험가를 영입하려면 코로스와 대화하십시오.,새로운 모험가 영입 가능,1,38,0,0,0,0,0,0,0,0,0,1274,0,64508,0
100,,영예 병참장교에게서 이 되찾은 기억을 구매할 수 있습니다.,새로운 되찾은 기억 구매 가능,1,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
103,,영예 병참장교에게서 펄럭깃을 입양할 수 있습니다.,애완동물 입양 가능,1,27,0,0,1,184350,0,0,0,0,0,0,0,0,0
104,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,1,16,0,0,1,0,0,0,0,2124,0,0,0,64508,0
105,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,1,26,0,0,0,0,0,0,0,2125,0,0,0,64508,0
106,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,1,32,0,0,1,0,0,0,0,2126,0,0,0,64508,0
108,,,새로운 형상 구매 가능,1,34,0,0,0,0,0,0,113552,0,0,0,0,0,0
109,,,탈것 잠금 해제,1,39,0,0,0,0,0,1399,0,0,0,0,0,62927,0
110,,,칭호 잠금 해제,1,40,3641395,1,0,0,0,0,0,0,678,0,0,64508,0
112,,,새로운 형상 구매 가능,1,6,0,0,0,0,0,0,113546,0,0,0,0,64508,0
113,,영예 병참장교에게서 키리안 귀환석 장난감을 구매할 수 있습니다.,키리안 귀환석 구매 가능,1,11,0,0,1,184353,0,0,0,0,0,0,0,0,0
114,,영예 병참장교에게서 환영: 초월적인 영혼을 구매할 수 있습니다.,환영: 초월적인 영혼 구매 가능,1,36,0,0,0,0,0,0,0,0,0,0,66,64508,0
117,영혼결속 강화: 나지아,나지아의 세 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,나지아 영혼결속 줄 잠금 해제,2,3,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
118,영혼결속 강화: 나지아,나지아의 네 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,나지아 영혼결속 줄 잠금 해제,2,7,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
119,영혼결속 강화: 나지아,나지아의 다섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,나지아 영혼결속 줄 잠금 해제,2,10,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
120,영혼결속 강화: 나지아,나지아의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,나지아 영혼결속 줄 잠금 해제,2,21,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
121,영혼결속 강화: 나지아,나지아의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,나지아 영혼결속 줄 잠금 해제,2,25,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
123,영혼결속 강화: 테오타르,테오타르의 네 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,테오타르 영혼결속 줄 잠금 해제,2,9,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
124,영혼결속 강화: 테오타르,테오타르의 다섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,테오타르 영혼결속 줄 잠금 해제,2,13,3485244,2,1,0,0,0,0,0,0,0,0,0,0
125,영혼결속 강화: 테오타르,테오타르의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,테오타르 영혼결속 줄 잠금 해제,2,18,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
126,영혼결속 강화: 테오타르,테오타르의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,테오타르 영혼결속 줄 잠금 해제,2,28,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
128,영혼결속 강화: 드레이븐,장군 드레이븐의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,드레이븐 영혼결속 줄 잠금 해제,2,29,3485245,2,0,0,0,0,0,0,0,0,0,64508,0
129,,이 모험가를 영입하려면 전술가 사카아와 대화하십시오.,새로운 모험가 영입 가능,2,4,0,0,0,0,0,0,0,0,0,1250,0,64508,0
130,,이 모험가를 영입하려면 전술가 사카아와 대화하십시오.,새로운 모험가 영입 가능,2,12,0,0,0,0,0,0,0,0,0,1251,0,64508,0
131,,이 모험가를 영입하려면 전술가 사카아와 대화하십시오.,새로운 모험가 영입 가능,2,17,0,0,1,0,0,0,0,0,0,1252,0,0,0
132,,이 모험가를 영입하려면 전술가 사카아와 대화하십시오.,새로운 모험가 영입 가능,2,27,0,0,0,0,0,0,0,0,0,1254,0,64508,0
133,,이 모험가를 영입하려면 전술가 사카아와 대화하십시오.,새로운 모험가 영입 가능,2,33,0,0,0,0,0,0,0,0,0,1255,0,64508,0
134,,이 모험가를 영입하려면 전술가 사카아와 대화하십시오.,새로운 모험가 영입 가능,2,38,0,0,0,0,0,0,0,0,0,1253,0,64508,0
139,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,2,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
142,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,2,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
149,,영예 병참장교에게서 이 되찾은 기억을 구매할 수 있습니다.,새로운 되찾은 기억 구매 가능,2,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
152,,이 형상을 구매할 수 있습니다.,새로운 형상 구매 가능,2,6,0,0,0,0,0,0,114934,0,0,0,0,64508,0
153,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,2,16,0,0,1,0,0,0,0,2099,0,0,0,64508,0
154,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,2,26,0,0,0,0,0,0,0,2100,0,0,0,64508,0
155,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,2,32,0,0,1,0,0,0,0,2101,0,0,0,64508,0
156,,,새로운 형상 구매 가능,2,34,0,0,0,0,0,0,114927,0,0,0,0,0,0
158,,,탈것 잠금 해제,2,39,0,0,0,0,0,1388,0,0,0,0,0,62925,0
159,,,칭호 잠금 해제,2,40,3641397,1,0,0,0,0,0,0,682,0,0,0,88267
160,,,칭호 잠금 해제,2,40,3641397,1,0,0,0,0,0,0,683,0,0,64508,88266
161,,영예 병참장교에게서 죄악의 심장을 입양할 수 있습니다.,애완동물 입양 가능,2,27,0,0,1,181555,0,0,0,0,0,0,0,0,0
162,,영예 병참장교에게서 환영: 죄악의 천벌을 구매할 수 있습니다.,환영: 죄악의 천벌 구매 가능,2,36,0,0,0,0,0,0,0,0,0,0,67,64508,0
163,,영예 병참장교에게서 벤티르 죄악석 장난감을 구매할 수 있습니다.,벤티르 죄악석 구매 가능,2,11,0,0,1,183716,0,0,0,0,0,0,0,0,0
166,영혼결속 강화: 메릴레트,역병 설계자 메릴레트의 세 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,메릴레트 영혼결속 줄 잠금 해제,4,3,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
167,영혼결속 강화: 메릴레트,역병 설계자 메릴레트의 네 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,메릴레트 영혼결속 줄 잠금 해제,4,9,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
168,영혼결속 강화: 메릴레트,역병 설계자 메릴레트의 다섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,메릴레트 영혼결속 줄 잠금 해제,4,10,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
169,영혼결속 강화: 메릴레트,역병 설계자 메릴레트의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,메릴레트 영혼결속 줄 잠금 해제,4,21,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
170,영혼결속 강화: 메릴레트,역병 설계자 메릴레트의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,메릴레트 영혼결속 줄 잠금 해제,4,25,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
172,영혼결속 강화: 에메니,공주 에메니의 네 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,에메니 영혼결속 줄 잠금 해제,4,7,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
173,영혼결속 강화: 에메니,공주 에메니의 다섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,에메니 영혼결속 줄 잠금 해제,4,13,3684875,2,1,0,0,0,0,0,0,0,0,0,0
174,영혼결속 강화: 에메니,공주 에메니의 여섯 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,에메니 영혼결속 줄 잠금 해제,4,18,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
175,영혼결속 강화: 에메니,공주 에메니의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,에메니 영혼결속 줄 잠금 해제,4,28,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
177,영혼결속 강화: 에어미르,뼈장장이 에어미르의 일곱 번째 영혼결속 특성 줄을 사용할 수 있도록 합니다.,에어미르 영혼결속 줄 잠금 해제,4,29,3684892,2,0,0,0,0,0,0,0,0,0,64508,0
183,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,4,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
186,전역 퀘스트 보상,전역 퀘스트 보상의 아이템 레벨이 증가합니다.,전역 퀘스트 최대 아이템 레벨 증가,4,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
193,,이 모험가를 영입하려면 메릭 펠드스카와 대화하십시오.,새로운 모험가 영입 가능,4,4,0,0,0,0,0,0,0,0,0,1300,0,64508,0
194,,이 모험가를 영입하려면 메릭 펠드스카와 대화하십시오.,새로운 모험가 영입 가능,4,12,0,0,0,0,0,0,0,0,0,1301,0,64508,0
195,,이 모험가를 영입하려면 메릭 펠드스카와 대화하십시오.,새로운 모험가 영입 가능,4,17,0,0,1,0,0,0,0,0,0,1302,0,0,0
196,,이 모험가를 영입하려면 메릭 펠드스카와 대화하십시오.,새로운 모험가 영입 가능,4,27,0,0,0,0,0,0,0,0,0,1303,0,64508,0
197,,이 모험가를 영입하려면 메릭 펠드스카와 대화하십시오.,새로운 모험가 영입 가능,4,33,0,0,0,0,0,0,0,0,0,1304,0,64508,0
198,,이 모험가를 영입하려면 메릭 펠드스카와 대화하십시오.,새로운 모험가 영입 가능,4,38,0,0,0,0,0,0,0,0,0,1305,0,64508,0
199,,영예 병참장교에게서 이 되찾은 기억을 구매할 수 있습니다.,새로운 되찾은 기억 구매 가능,4,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
202,,,새로운 형상 구매 가능,4,6,0,0,0,0,0,0,113745,0,0,0,0,64508,0
203,,,새로운 형상 구매 가능,4,34,0,0,0,0,0,0,113749,0,0,0,0,0,0
204,,영예 병참장교에게서 환영: 꺾이지 않는 결의를 구매할 수 있습니다.,환영: 꺾이지 않는 결의 구매 가능,4,36,0,0,0,0,0,0,0,0,0,0,70,64508,0
205,,영예 병참장교에게서 강령군주 귀환석 장난감을 구매할 수 있습니다.,강령군주 귀환석 구매 가능,4,11,0,0,1,182773,0,0,0,0,0,0,0,0,0
206,,영예 병참장교에게서 부들이를 입양할 수 있습니다.,애완동물 입양 가능,4,27,0,0,1,183601,0,0,0,0,0,0,0,0,0
207,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,4,16,0,0,1,0,0,0,0,2111,0,0,0,64508,0
208,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,4,26,0,0,0,0,0,0,0,2112,0,0,0,64508,0
209,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,4,32,0,0,1,0,0,0,0,2113,0,0,0,64508,0
210,,,탈것 잠금 해제,4,39,0,0,0,0,0,1369,0,0,0,0,0,62926,0
212,,,칭호 잠금 해제,4,40,3641396,1,0,0,0,0,0,0,679,0,0,0,88267
213,,,칭호 잠금 해제,4,40,3641396,1,0,0,0,0,0,0,680,0,0,64508,88266
216,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,3,23,0,0,0,0,0,1354,0,0,0,0,0,64508,0
225,키리안 대장정: 종은 울리고,키리안 대장정의 다음 장을 시작할 수 있습니다. 이 장을 완료하면 수석 제련장인 미카니코스와 영혼결속을 할 수 있게 됩니다.,새로운 대장정 퀘스트 수행 가능,1,22,1500886,1,0,0,0,0,0,0,0,0,0,64508,0
226,강령군주 대장정: 의식의 의회 공격,강령군주 대장정의 다음 장을 시작할 수 있습니다. 이 장을 완료하면 뼈장장이 에어미르와 영혼결속을 할 수 있게 됩니다.,새로운 대장정 퀘스트 수행 가능,4,22,1500887,1,0,0,0,0,0,0,0,0,0,64508,0
227,벤티르 대장정: 지배,벤티르 대장정의 다음 장을 시작할 수 있습니다. 이 장을 완료하면 장군 드레이븐과 영혼결속을 할 수 있게 됩니다.,새로운 대장정 퀘스트 수행 가능,2,22,1500885,1,0,0,0,0,0,0,0,0,0,64508,0
228,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,1,23,0,0,0,0,0,1398,0,0,0,0,0,64508,0
229,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,4,23,0,0,0,0,0,1365,0,0,0,0,0,64508,0
230,,영예 병참장교에게서 이 탈것을 구매할 수 있습니다.,새로운 탈것 구매 가능,2,23,0,0,0,0,0,1384,0,0,0,0,0,64508,0
231,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,4,16,0,0,1,0,0,0,0,2114,0,0,0,0,0
232,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,4,16,0,0,1,0,0,0,0,2117,0,0,0,0,0
233,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,4,16,0,0,1,0,0,0,0,2120,0,0,0,0,0
234,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,3,16,0,0,1,0,0,0,0,2090,0,0,0,0,0
235,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,3,16,0,0,1,0,0,0,0,2093,0,0,0,0,0
236,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 손목|n- 손|n- 허리,새로운 형상 구매 가능,3,16,0,0,1,0,0,0,0,2096,0,0,0,0,0
237,,나이트 페이와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,3,2,0,0,0,0,344052,0,0,0,0,0,0,62745,0
238,,나이트 페이와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,3,19,0,0,0,0,344053,0,0,0,0,0,0,62746,0
239,,나이트 페이와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,3,35,0,0,0,0,344057,0,0,0,0,0,0,62747,0
240,,강령군주와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,4,2,0,0,0,0,344076,0,0,0,0,0,0,62752,0
241,,강령군주와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,4,19,0,0,0,0,344077,0,0,0,0,0,0,62753,0
242,,강령군주와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,4,35,0,0,0,0,344078,0,0,0,0,0,0,62754,0
243,,벤티르와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,2,2,0,0,0,0,344068,0,0,0,0,0,0,62749,0
244,,벤티르와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,2,19,0,0,0,0,344069,0,0,0,0,0,0,62750,0
245,,벤티르와의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,2,35,0,0,0,0,344070,0,0,0,0,0,0,62751,0
246,,키리안과의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,1,2,0,0,0,0,344087,0,0,0,0,0,0,62755,0
247,,키리안과의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,1,19,0,0,0,0,344089,0,0,0,0,0,0,62756,0
248,,키리안과의 유대감이 커져 이동 속도가 1%만큼 증가합니다.,이동 속도 증가,1,35,0,0,0,0,344091,0,0,0,0,0,0,62757,0
250,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,3,26,0,0,0,0,0,0,0,2091,0,0,0,0,0
251,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,3,26,0,0,0,0,0,0,0,2094,0,0,0,0,0
252,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,3,26,0,0,0,0,0,0,0,2097,0,0,0,0,0
253,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,3,32,0,0,1,0,0,0,0,2092,0,0,0,0,0
254,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,3,32,0,0,1,0,0,0,0,2095,0,0,0,0,0
255,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 머리|n- 어깨|n- 가슴,새로운 형상 구매 가능,3,32,0,0,1,0,0,0,0,2098,0,0,0,0,0
256,,영예 병참장교에게서 다음 형상을 구매할 수 있습니다.|n- 등|n- 다리|n- 발,새로운 형상 구매 가능,4,26,0,0,0,0,0,0,0,2115,0,0,0,0,0
