ID,ClientPrefix,ClientFileString,Name_lang,Name_female_lang,Name_lowercase_lang,Name_female_lowercase_lang,Lore_name_lang,Lore_name_female_lang,Lore_name_lower_lang,Lore_name_lower_female_lang,LoreDescription_lang,Short_name_lang,Short_name_female_lang,Short_name_lower_lang,Short_name_lower_female_lang,Flags,FactionID,CinematicSequenceID,ResSicknessSpellID,SplashSoundID,Alliance,Race_related,UnalteredVisualRaceID,DefaultClassID,CreateScreenFileDataID,SelectScreenFileDataID,NeutralRaceID,LowResScreenFileDataID,AlteredFormStartVisualKitID[0],AlteredFormStartVisualKitID[1],AlteredFormStartVisualKitID[2],AlteredFormFinishVisualKitID[0],AlteredFormFinishVisualKitID[1],AlteredFormFinishVisualKitID[2],HeritageArmorAchievementID,StartingLevel,UiDisplayOrder,MaleModelFallbackRaceID,FemaleModelFallbackRaceID,MaleTextureFallbackRaceID,FemaleTextureFallbackRaceID,PlayableRaceBit,HelmetAnimScalingRaceID,TransmogrifyDisabledSlotMask,UnalteredVisualCustomizationRaceID,AlteredFormCustomizeOffsetFallback[0],AlteredFormCustomizeOffsetFallback[1],AlteredFormCustomizeOffsetFallback[2],AlteredFormCustomizeRotationFallback,Field_9_1_0_38312_030[0],Field_9_1_0_38312_030[1],Field_9_1_0_38312_030[2],Field_9_1_0_38312_031[0],Field_9_1_0_38312_031[1],Field_9_1_0_38312_031[2],Field_10_0_0_44649_045,BaseLanguage,CreatureType,MaleModelFallbackSex,FemaleModelFallbackSex,MaleTextureFallbackSex,FemaleTextureFallbackSex
11,Dr,Draenei,드레나이,드레나이,드레나이,드레나이,드레나이,,드레나이,,악마의 타락을 피해 빠져나온 드레나이는 작금에 이르러 아제로스 수호에 힘을 보태고 있습니다.,드레나이,,드레나이,,6291598,1629,163,15007,1096,0,10,0,2,623712,131934,0,651555,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
12,Fo,FelOrc,타락한 오크,타락한 오크,타락한 오크,타락한 오크,,,,,,,,,,262149,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
13,Na,Naga_,나가,나가,나가,나가,,,,,,,,,,1,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
14,Br,Broken,뒤틀린 드레나이,뒤틀린 드레나이,뒤틀린 드레나이,뒤틀린 드레나이,,,,,,,,,,5,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
15,Sk,Skeleton,해골,해골,해골,해골,,,,,,,,,,1,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
16,Vr,Vrykul,브리쿨,브리쿨,브리쿨,브리쿨,,,,,,,,,,9,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
17,Tu,Tuskarr,투스카르,투스카르,투스카르,투스카르,,,,,,,,,,262145,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
18,Ft,ForestTroll,숲트롤,숲트롤,숲트롤,숲트롤,,,,,,,,,,15,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
19,Wt,Taunka,타운카,타운카,타운카,타운카,,,,,,,,,,5,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
20,NS,NorthrendSkeleton,노스렌드 해골,노스렌드 해골,노스렌드 해골,노스렌드 해골,,,,,,,,,,5,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
21,It,IceTroll,얼음 트롤,얼음 트롤,얼음 트롤,얼음 트롤,,,,,,,,,,5,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
22,Wo,Worgen,늑대인간,늑대인간,늑대인간,늑대인간,길니아스인,,길니아스인,,저주를 받아 흉포한 늑대인간으로 변해버린 길니아스의 인간은 자신의 야수성을 받아들여 아군을 지원합니다.,늑대인간,,늑대인간,,6291526,2203,170,15007,1096,0,9,1,4,623712,313254,0,651555,0,47273,0,47268,47239,47268,0,1,0,0,0,0,0,21,0,0,23,-5.35,2.1,-0.5,0.2,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
23,Hu,Human,길니아스인,길니아스인,길니아스인,길니아스인,,,,,The worgen were first unleashed upon the Eastern Kingdoms by Archmage Arugal. <PH>,,,,,237,1,0,15007,1096,0,0,0,0,623712,313254,0,651555,0,0,0,47268,47268,47268,0,1,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
24,Pa,Pandaren,판다렌,판다렌,판다렌,판다렌,판다렌,,판다렌,,"영묘하고 탐구심이 강한 판다렌은 요리, 맥주, 모험에 깊은 애정을 품고 있습니다.",판다렌,,판다렌,,6543380,2395,259,15007,1096,2,0,0,10,623716,574549,0,651561,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,-1,-1,-1,-1
25,Pa,Pandaren,판다렌,판다렌,판다렌,판다렌,투슈이,,투슈이,,"영묘하고 탐구심이 강한 판다렌은 요리, 맥주, 모험에 깊은 애정을 품고 있습니다.",판다렌,,판다렌,,211460,2401,259,15007,1096,0,26,0,10,623712,574549,24,651555,0,0,0,0,0,0,0,1,0,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
26,Pa,Pandaren,판다렌,판다렌,판다렌,판다렌,후오진,,후오진,,"영묘하고 탐구심이 강한 판다렌은 요리, 맥주, 모험에 깊은 애정을 품고 있습니다.",판다렌,,판다렌,,211460,2402,259,15007,1096,1,25,0,10,623714,574549,24,651558,0,0,0,0,0,0,0,1,0,24,24,24,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,1
27,Nb,Nightborne,나이트본,나이트본,나이트본,나이트본,샬도레이,,샬도레이,,장장 일만 년이란 세월 동안 수라마르에 은둔해 있던 나이트본은 비전술에 있어 타의 추종을 불허하는 실력을 길렀습니다.,엘프,,엘프,,11010052,1610,0,15007,1096,1,29,0,8,623714,1662240,0,651558,0,0,0,0,0,0,12413,10,1,4,4,4,4,26,0,0,0,0,0,0,0,0,0.087,0,0,0.087,0,0,1,7,0,1,0,1
28,Ht,HighmountainTauren,높은산 타우렌,높은산 타우렌,타우렌,타우렌,타우렌,,타우렌,,"대지, 강, 하늘의 정령을 받드는 높은산 타우렌은 고결함과 힘을 체현하는 화신이라 해도 과언이 아닙니다.",타우렌,,타우렌,,8912902,6,0,15007,1096,1,30,0,3,623714,1662239,0,651558,0,0,0,0,0,0,12415,10,2,6,6,6,6,27,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,1,7,0,1,0,1
29,Ve,VoidElf,공허 엘프,공허 엘프,공허 엘프,공허 엘프,렌도레이,,렌도레이,,금단의 마법으로 변해버린 공허 엘프는 동포의 품에서 쫓겨나 이제는 얼라이언스를 위해 싸웁니다.,엘프,,엘프,,9961484,4,0,15007,1096,0,27,0,8,623712,1662242,0,651555,0,0,0,0,0,0,12291,10,1,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
30,Ld,LightforgedDraenei,빛벼림 드레나이,빛벼림 드레나이,드레나이,드레나이,빛벼림,,빛벼림,,빛벼림 드레나이는 성스러운 빛을 받아들여 악에 맞서는 살아있는 병기로 거듭났습니다.,드레나이,,드레나이,,8912910,1629,0,15007,1096,0,28,0,2,623712,1662241,0,651555,0,0,0,0,0,0,12414,10,2,11,11,11,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
31,Za,ZandalariTroll,잔달라 트롤,잔달라 트롤,잔달라,잔달라,잔달라,,잔달라,,신비로운 로아를 숭배하는 잔달라 부족의 함대는 아제로스 최강의 전력 중 하나로 손꼽힙니다.,트롤,,트롤,,15204358,116,0,15007,1096,1,32,0,0,623714,2743642,0,651558,0,0,0,0,0,0,13503,10,4,0,8,0,8,30,8,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0,1,7,-1,1,-1,1
32,Kt,KulTiran,쿨 티란,쿨 티란,쿨 티란,쿨 티란,쿨 티란,,쿨 티란,,긍지 넘치는 쿨 티란은 오랜 고립주의를 깨고 다시금 얼라이언스에 해상 전력을 보태고 있습니다.,인간,,인간,,15204364,1,0,15007,1096,0,31,0,0,623712,2575493,0,651555,0,0,0,0,0,0,13504,10,4,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1
33,Th,ThinHuman,인간,인간,인간,인간,,,,,Kul Tiras was founded by fearless explorers who sailed uncharted waters in search of adventure. <PH>,,,,,525,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,-1,0,-1
34,Di,DarkIronDwarf,검은무쇠 드워프,검은무쇠 드워프,드워프,드워프,검은무쇠,,검은무쇠,,불같은 기질과 매서운 결단력을 두루 갖춘 검은무쇠는 드워프 동포와 어깨를 맞대고 전장을 누빕니다.,드워프,,드워프,,8912908,3,0,15007,1090,0,36,0,1,623712,2005930,0,651555,0,0,0,0,0,0,13076,10,3,3,3,3,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
35,Vu,Vulpera,불페라,불페라,불페라,불페라,불페라,,불페라,,기민하고 다재다능한 불페라는 가혹한 환경을 이겨내고 번성하는 데 잔뼈가 굵은 종족입니다.,불페라,,불페라,,15204358,2204,0,15007,1096,1,37,0,4,623714,3188841,0,651558,0,0,0,0,0,0,14002,10,10,0,0,0,0,12,9,0,0,0,0,0,0,0,0.082,0,0,0.085,0,0,1,7,-1,-1,-1,-1
36,Mo,MagharOrc,마그하르 오크,마그하르 오크,오크,오크,마그하르,,마그하르,,한때 대립각을 세웠던 드레노어의 타락하지 않은 오크들은 맹렬한 마그하르의 기치 아래 통합을 이뤘습니다.,오크,,오크,,8912908,2,0,15007,1096,1,34,0,1,623714,2005932,0,651558,0,0,0,0,0,0,13077,10,3,2,2,2,2,13,2,0,0,0,0,0,0,0,0.085,0,0,0.07,0,0,1,7,0,1,0,1
37,Mg,Mechagnome,기계노움,기계노움,기계노움,기계노움,기계노움,,기계노움,,육체와 기술의 조화를 추구하는 총명한 기계노움은 혁신적인 동맹으로서 활약합니다.,노움,,노움,,15204364,115,0,15007,1096,0,35,0,1,623712,3188839,0,651555,0,0,0,0,0,0,14014,10,0,7,7,7,7,14,0,896,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,1
52,Dt,Dracthyr,드랙티르,,드랙티르,,드랙티르,,드랙티르,,용군단의 마력이 주입된 드랙티르는 필멸자의 기지와 용의 위력을 갖추었습니다.,용족,,용족,,33554436,1,0,15007,1096,0,70,75,13,623712,4620425,0,651555,0,0,0,155552,155552,155552,0,1,0,0,0,0,0,16,0,0,0,-1.7,1.9,-0.15,0,0,2.085,0,0,2.085,0,0,7,7,-1,-1,-1,-1
70,Dt,Dracthyr,드랙티르,,드랙티르,,드랙티르,,드랙티르,,용군단의 마력이 주입된 드랙티르는 필멸자의 기지와 용의 위력을 갖추었습니다.,용족,,용족,,33554436,2,0,15007,1096,1,52,76,13,623714,4620425,0,651558,0,0,0,155552,155552,155552,0,1,0,0,0,0,0,15,0,0,0,-1.3,2.1,-0.01,0,0,2.085,0,0,2.085,0,0,1,7,-1,-1,-1,-1
71,Cd,CompanionDrake,고원 비룡,,고원 비룡,,,,,,,,,,,25190913,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,-1,0,-1
72,Cp,CompanionProtoDragon,소생한 원시비룡,,소생한 원시비룡,,,,,,,,,,,25190913,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,-1,0,-1
73,Cs,CompanionSerpent,구불구불한 비단비룡,,구불구불한 비단비룡,,,,,,,,,,,25190913,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,-1,0,-1
74,Cw,CompanionWyvern,절벽 황야비룡,,절벽 황야비룡,,,,,,,,,,,25190913,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,-1,0,-1
75,Dt,Dracthyr,인간 형상,,인간 형상,,인간 형상,,인간 형상,,촛불을 다스리는데 흥미를 보이는 신비로운 사람들입니다.,인간 형상,,인간 형상,,103,1,0,15007,1096,0,0,0,0,623712,131948,0,651555,0,0,0,155553,155553,155553,0,1,0,10,1,10,1,-1,0,0,23,0,0,0,0.2,0,0,0,0,0,0,0,7,7,0,1,0,1
76,Dt,Dracthyr,인간 형상,,인간 형상,,인간 형상,,인간 형상,,촛불을 다스리는데 흥미를 보이는 신비로운 사람들입니다.,인간 형상,,인간 형상,,103,1,0,15007,1096,1,0,0,0,623714,132003,0,651558,0,0,0,155553,155553,155553,0,1,0,10,1,10,1,-1,0,0,23,0,0,0,0.2,0,0,0,0,0,0,0,1,7,0,1,0,1
77,Ct,CompanionPterrodax,바람내기 벨로시비룡,,바람내기 벨로시비룡,,,,,,,,,,,25190913,1,0,15007,1096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,-1,0,-1
