ID,Title_lang,Description_lang,UiTextureKitID,RewardQuestID,Prerequisite,Field_9_0_1_35755_007,Completed,OnlyStallIf,UiQuestDetailsThemeID,Flags,DisplayPriority,Field_10_0_2_45779_012,Field_10_0_2_46144_013
208,그간 있었던 일!,,0,0,5703,5703,0,0,0,0,0,0,0
209,푸른용군단,,5468,0,21439,21439,0,0,50,0,102,0,21439
210,지스케라 금고,,0,0,108197,0,0,0,50,0,0,34450,0
212,추방자의 해안,추방자의 해안에서 신규 플레이어 여정이 펼쳐지는 대장정입니다.,5531,0,108830,108830,108834,0,55,0,5,0,0
213,추방자의 해안,추방자의 해안에서 신규 플레이어 여정이 펼쳐지는 대장정입니다.,5531,0,108835,108835,108834,0,55,0,5,0,0
214,격전의 아제로스,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,261,0,109122,924,109672,0,8,2,89,0,0
215,격전의 아제로스,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,261,0,86702,86702,108940,0,8,0,89,0,0
216,전쟁 대장정,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,261,0,109193,109193,109793,0,8,0,88,0,49081
217,나즈자타,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,261,0,109210,109210,109183,0,8,0,87,0,49081
218,메카곤,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,261,0,109180,109180,109182,0,8,0,86,0,49081
219,느조스의 환영,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,261,0,109211,109211,109789,0,8,0,85,0,49081
221,격전의 아제로스,얼라이언스의 용사로서 전쟁에 참전해 호드와 그 새로운 동맹에 맞서 싸워 의무를 다해야 합니다.,262,0,109810,109810,109672,0,10,2,89,0,0
222,메카곤,,262,0,109812,109812,109182,0,10,0,86,0,49081
223,나즈자타,,262,0,109814,109814,109183,0,10,0,87,0,49081
224,느조스의 환영,,262,0,109820,109820,109789,0,10,0,85,0,49081
225,전쟁 대장정,,262,0,109821,109821,109822,0,10,0,88,0,49081
226,격전의 아제로스,,262,0,109832,109832,109833,0,10,0,89,0,0
227,군단석,,5468,0,0,34450,0,0,50,0,102,0,34450
228,암흑불길의 불꽃,,5522,0,0,34450,0,0,53,0,102,0,34450
229,그간 있었던 일!,,0,0,5703,5703,0,0,0,0,0,0,0
230,시험용 대장정,,5470,0,0,0,0,0,51,0,104,104511,0
231,꿈의 수호자,,5542,0,122691,122691,123578,0,57,0,1060,0,34450
233,그간 있었던 일!,,0,0,5703,5703,0,0,0,0,0,0,0
234,그간 있었던 일!,,0,0,5703,5703,0,0,0,0,0,0,0
235,아제로스의 환영,확장팩 도입부 퀘스트,5570,0,119581,119581,0,0,60,0,1104,0,0
236,도른의 섬,Zone 1 Level-Up Questing,5578,0,119583,119583,0,0,63,0,1103,0,119582
237,울리는 심연,Zone 2 Level-Up Questing,5579,0,119585,119585,120831,0,61,0,1102,0,119582
238,신성한 협곡 아라시,Zone 3 Level-Up Questing,5580,0,119594,119594,0,0,62,0,1101,0,119582
239,아즈카헤트,Zone 5 Level-Up Questing,5581,0,119596,119596,118153,0,64,0,1100,0,119582
240,내부 전쟁,최고 레벨 퀘스트,5570,0,135146,135146,0,0,60,0,1110,0,34450
241,그간 있었던 일!,,0,0,5703,5703,0,0,0,0,0,0,0
242,전령 추적,,5570,0,121891,121891,0,0,60,0,1100,34450,34450
246,상륙지,,262,0,119806,119806,119684,0,59,0,58,0,49081
247,판다리아의 안개,"데스윙을 무찌른 후, 호드와 얼라이언스 간의 무력 충돌이 또다시 일어나고 말았습니다. 호드의 용사로서 투쟁에 동참해야 합니다.",5568,0,119683,119683,119712,0,59,0,59,0,0
248,판다리아의 안개,"데스윙을 무찌른 후, 호드와 얼라이언스 간의 무력 충돌이 또다시 일어나고 말았습니다. 얼라이언스의 용사로서 투쟁에 동참해야 합니다.",5568,0,119829,119829,119830,0,59,0,59,0,0
249,상륙지,,261,0,119896,119896,119900,0,59,0,58,0,49081
250,천둥왕,,261,0,119947,119947,119948,0,59,0,57,0,49081
251,천둥왕,,262,0,119956,119956,119957,0,59,0,57,0,49081
252,확산,,263,0,119959,119959,119962,0,59,0,56,0,49081
253,오그리마 공성전,,261,0,119963,119963,119964,0,59,0,56,0,49081
254,오그리마 공성전,,262,0,119965,119965,119964,0,59,0,56,0,49081
256,날아오르는 용,레벨링 지역에 있을 때 종합 파티 제목,5468,0,122644,122644,122645,0,50,0,1099,0,0
257,푸른용군단,,5468,0,122672,122672,122675,0,50,0,1080,0,34450
258,녹색용군단,Green Dragons Ch 1+2,5468,0,122673,122673,122674,0,50,0,1090,0,34450
260,남겨진 그림자,11.1 대장정 서막,5644,0,126297,126297,0,0,67,1,1120,0,34450
261,확장팩 도입부 건너뛰기,,0,0,5703,5703,0,0,0,0,0,0,0
262,(DNT) Campaign,,0,0,0,0,0,0,0,0,0,0,0
263,(DNT) Legendary,,0,0,0,0,0,0,0,0,0,0,0
264,언더마인,언더마인 해방의 날,5644,0,126435,126435,0,0,66,0,1140,0,0
265,키린 토의 운명,키린 토 이야기 전개,5570,0,126299,126299,0,0,60,1,1130,0,34450
276,세이렌의 섬,,0,0,5703,5703,0,0,0,0,0,0,0
313,세이렌의 섬,,0,0,5703,5703,0,0,0,0,0,0,0
314,세이렌의 섬,,0,0,5703,5703,0,0,0,0,0,0,0
